"Ign","Team","Weapon","Picks","Rounds Played","Pick Percentage"
"eKo","Reignite (ex)","Bulldog",2,198,"1.01"
"eKo","Reignite (ex)","Judge",2,198,"1.01"
"eKo","Reignite (ex)","Operator",2,198,"1.01"
"eKo","Reignite (ex)","Marshal",1,198,"0.51"
"eKo","Reignite (ex)","Stinger",1,198,"0.51"
"Foxy9","Reignite (ex)","Vandal",90,198,"45.45"
"Foxy9","Reignite (ex)","Classic",25,198,"12.63"
"Foxy9","Reignite (ex)","Operator",18,198,"9.09"
"Foxy9","Reignite (ex)","Ghost",15,198,"7.58"
"Foxy9","Reignite (ex)","Sheriff",10,198,"5.05"
"Foxy9","Reignite (ex)","Spectre",10,198,"5.05"
"Foxy9","Reignite (ex)","Bulldog",9,198,"4.55"
"Foxy9","Reignite (ex)","Marshal",5,198,"2.53"
"Foxy9","Reignite (ex)","Judge",4,198,"2.02"
"Foxy9","Reignite (ex)","Frenzy",3,198,"1.52"
"Foxy9","Reignite (ex)","Phantom",3,198,"1.52"
"Foxy9","Reignite (ex)","Guardian",2,198,"1.01"
"Foxy9","Reignite (ex)","Shorty",2,198,"1.01"
"Foxy9","Reignite (ex)","Stinger",2,198,"1.01"
"hyouka","Reignite","Phantom",76,198,"38.38"
"hyouka","Reignite","Vandal",38,198,"19.19"
"hyouka","Reignite","Classic",25,198,"12.63"
"hyouka","Reignite","Spectre",21,198,"10.61"
"hyouka","Reignite","Sheriff",16,198,"8.08"
"hyouka","Reignite","Frenzy",7,198,"3.54"
"hyouka","Reignite","Ghost",6,198,"3.03"
"hyouka","Reignite","Bulldog",5,198,"2.53"
"hyouka","Reignite","Stinger",2,198,"1.01"
"hyouka","Reignite","Bucky",1,198,"0.51"
"hyouka","Reignite","Judge",1,198,"0.51"
"kurozooted","Reignite","Phantom",63,198,"31.82"
"kurozooted","Reignite","Vandal",50,198,"25.25"
"kurozooted","Reignite","Spectre",27,198,"13.64"
"kurozooted","Reignite","Classic",18,198,"9.09"
"kurozooted","Reignite","Sheriff",15,198,"7.58"
"kurozooted","Reignite","Ghost",13,198,"6.57"
"kurozooted","Reignite","Frenzy",7,198,"3.54"
"kurozooted","Reignite","Bulldog",2,198,"1.01"
"kurozooted","Reignite","Stinger",2,198,"1.01"
"kurozooted","Reignite","Guardian",1,198,"0.51"
"HaReeee","REJECT (ex)","Vandal",102,185,"55.14"
"HaReeee","REJECT (ex)","Classic",37,185,"20.00"
"HaReeee","REJECT (ex)","Spectre",19,185,"10.27"
"HaReeee","REJECT (ex)","Sheriff",9,185,"4.86"
"HaReeee","REJECT (ex)","Ghost",8,185,"4.32"
"HaReeee","REJECT (ex)","Phantom",5,185,"2.70"
"HaReeee","REJECT (ex)","Guardian",2,185,"1.08"
"HaReeee","REJECT (ex)","Bulldog",1,185,"0.54"
"HaReeee","REJECT (ex)","Marshal",1,185,"0.54"
"HaReeee","REJECT (ex)","Operator",1,185,"0.54"
"kobra","REJECT (si)","Vandal",12,22,"54.55"
"kobra","REJECT (si)","Sheriff",3,22,"13.64"
"kobra","REJECT (si)","Classic",2,22,"9.09"
"kobra","REJECT (si)","Ghost",2,22,"9.09"
"kobra","REJECT (si)","Spectre",2,22,"9.09"
"kobra","REJECT (si)","Bulldog",1,22,"4.55"
"Medusa","REJECT (ex)","Vandal",275,614,"44.79"
"Medusa","REJECT (ex)","Phantom",75,614,"12.21"
"Medusa","REJECT (ex)","Classic",61,614,"9.93"
"Medusa","REJECT (ex)","Spectre",55,614,"8.96"
"Medusa","REJECT (ex)","Ghost",46,614,"7.49"
"Medusa","REJECT (ex)","Sheriff",45,614,"7.33"
"Medusa","REJECT (ex)","Operator",19,614,"3.09"
"Medusa","REJECT (ex)","Bulldog",7,614,"1.14"
"Medusa","REJECT (ex)","Judge",7,614,"1.14"
"Medusa","REJECT (ex)","Frenzy",6,614,"0.98"
"Medusa","REJECT (ex)","Odin",5,614,"0.81"
"Medusa","REJECT (ex)","Shorty",5,614,"0.81"
"Medusa","REJECT (ex)","Guardian",4,614,"0.65"
"Medusa","REJECT (ex)","Marshal",3,614,"0.49"
"NeruFi","REJECT (si)","Vandal",7,22,"31.82"
"NeruFi","REJECT (si)","Phantom",6,22,"27.27"
"NeruFi","REJECT (si)","Classic",4,22,"18.18"
"NeruFi","REJECT (si)","Judge",3,22,"13.64"
"NeruFi","REJECT (si)","Bulldog",2,22,"9.09"
"NoriseN","REJECT (ex)","Vandal",211,429,"49.18"
"NoriseN","REJECT (ex)","Classic",47,429,"10.96"
"NoriseN","REJECT (ex)","Sheriff",46,429,"10.72"
"NoriseN","REJECT (ex)","Spectre",37,429,"8.62"
"NoriseN","REJECT (ex)","Phantom",29,429,"6.76"
"NoriseN","REJECT (ex)","Ghost",23,429,"5.36"
"NoriseN","REJECT (ex)","Operator",16,429,"3.73"
"NoriseN","REJECT (ex)","Bulldog",6,429,"1.40"
"NoriseN","REJECT (ex)","Frenzy",6,429,"1.40"
"NoriseN","REJECT (ex)","Guardian",2,429,"0.47"
"NoriseN","REJECT (ex)","Marshal",2,429,"0.47"
"NoriseN","REJECT (ex)","Shorty",2,429,"0.47"
"NoriseN","REJECT (ex)","Judge",1,429,"0.23"
"NoriseN","REJECT (ex)","Odin",1,429,"0.23"
"Reita","REJECT (ex)","Phantom",183,614,"29.80"
"Reita","REJECT (ex)","Vandal",150,614,"24.43"
"Reita","REJECT (ex)","Sheriff",72,614,"11.73"
"Reita","REJECT (ex)","Ghost",50,614,"8.14"
"Reita","REJECT (ex)","Spectre",46,614,"7.49"
"Reita","REJECT (ex)","Classic",39,614,"6.35"
"Reita","REJECT (ex)","Operator",38,614,"6.19"
"Reita","REJECT (ex)","Guardian",12,614,"1.95"
"Reita","REJECT (ex)","Bulldog",9,614,"1.47"
"Reita","REJECT (ex)","Odin",6,614,"0.98"
"Reita","REJECT (ex)","Frenzy",3,614,"0.49"
"Reita","REJECT (ex)","Ares",2,614,"0.33"
"Reita","REJECT (ex)","Marshal",2,614,"0.33"
"Reita","REJECT (ex)","Bucky",1,614,"0.16"
"Reita","REJECT (ex)","Judge",1,614,"0.16"
"sakurai","REJECT (si)","Phantom",8,22,"36.36"
"sakurai","REJECT (si)","Vandal",5,22,"22.73"
"sakurai","REJECT (si)","Spectre",3,22,"13.64"
"sakurai","REJECT (si)","Classic",2,22,"9.09"
"sakurai","REJECT (si)","Sheriff",2,22,"9.09"
"sakurai","REJECT (si)","Frenzy",1,22,"4.55"
"sakurai","REJECT (si)","Ghost",1,22,"4.55"
"SamuraiDeeper","REJECT (si)","Vandal",13,22,"59.09"
"SamuraiDeeper","REJECT (si)","Sheriff",4,22,"18.18"
"SamuraiDeeper","REJECT (si)","Spectre",3,22,"13.64"
"SamuraiDeeper","REJECT (si)","Classic",2,22,"9.09"
"SyouTa","REJECT (si)","Vandal",13,22,"59.09"
"SyouTa","REJECT (si)","Classic",4,22,"18.18"
"SyouTa","REJECT (si)","Spectre",4,22,"18.18"
"SyouTa","REJECT (si)","Sheriff",1,22,"4.55"
"takej","REJECT (ex)","Vandal",260,614,"42.35"
"takej","REJECT (ex)","Phantom",96,614,"15.64"
"takej","REJECT (ex)","Classic",63,614,"10.26"
"takej","REJECT (ex)","Sheriff",63,614,"10.26"
"takej","REJECT (ex)","Bulldog",43,614,"7.00"
"takej","REJECT (ex)","Spectre",20,614,"3.26"
"takej","REJECT (ex)","Frenzy",18,614,"2.93"
"takej","REJECT (ex)","Ghost",18,614,"2.93"
"takej","REJECT (ex)","Operator",9,614,"1.47"
"takej","REJECT (ex)","Odin",8,614,"1.30"
"takej","REJECT (ex)","Judge",5,614,"0.81"
"takej","REJECT (ex)","Marshal",5,614,"0.81"
"takej","REJECT (ex)","Shorty",4,614,"0.65"
"takej","REJECT (ex)","Bucky",1,614,"0.16"
"takej","REJECT (ex)","Guardian",1,614,"0.16"
"zepher","REJECT (ex)","Vandal",217,614,"35.34"
"zepher","REJECT (ex)","Operator",71,614,"11.56"
"zepher","REJECT (ex)","Phantom",64,614,"10.42"
"zepher","REJECT (ex)","Sheriff",59,614,"9.61"
"zepher","REJECT (ex)","Classic",53,614,"8.63"
"zepher","REJECT (ex)","Spectre",42,614,"6.84"
"zepher","REJECT (ex)","Ghost",30,614,"4.89"
"zepher","REJECT (ex)","Judge",19,614,"3.09"
"zepher","REJECT (ex)","Shorty",16,614,"2.61"
"zepher","REJECT (ex)","Bulldog",15,614,"2.44"
"zepher","REJECT (ex)","Marshal",10,614,"1.63"
"zepher","REJECT (ex)","Frenzy",8,614,"1.30"
"zepher","REJECT (ex)","Odin",5,614,"0.81"
"zepher","REJECT (ex)","Bucky",2,614,"0.33"
"zepher","REJECT (ex)","Guardian",2,614,"0.33"
"zepher","REJECT (ex)","Stinger",1,614,"0.16"
"2GE","Rex Regum Qeon","Vandal",57,167,"34.13"
"2GE","Rex Regum Qeon","Phantom",40,167,"23.95"
"2GE","Rex Regum Qeon","Spectre",24,167,"14.37"
"2GE","Rex Regum Qeon","Sheriff",16,167,"9.58"
"2GE","Rex Regum Qeon","Classic",14,167,"8.38"
"2GE","Rex Regum Qeon","Ghost",8,167,"4.79"
"2GE","Rex Regum Qeon","Frenzy",6,167,"3.59"
"2GE","Rex Regum Qeon","Guardian",2,167,"1.20"
"Draxii","Rex Regum Qeon (ex)","Vandal",92,167,"55.09"
"Draxii","Rex Regum Qeon (ex)","Spectre",19,167,"11.38"
"Draxii","Rex Regum Qeon (ex)","Classic",16,167,"9.58"
"Draxii","Rex Regum Qeon (ex)","Sheriff",15,167,"8.98"
"Draxii","Rex Regum Qeon (ex)","Ghost",9,167,"5.39"
"Draxii","Rex Regum Qeon (ex)","Bulldog",7,167,"4.19"
"Draxii","Rex Regum Qeon (ex)","Phantom",5,167,"2.99"
"Draxii","Rex Regum Qeon (ex)","Frenzy",2,167,"1.20"
"Draxii","Rex Regum Qeon (ex)","Shorty",2,167,"1.20"
"Flash","Rex Regum Qeon","Vandal",13,28,"46.43"
"Flash","Rex Regum Qeon","Phantom",5,28,"17.86"
"Flash","Rex Regum Qeon","Spectre",5,28,"17.86"
"Flash","Rex Regum Qeon","Classic",2,28,"7.14"
"Flash","Rex Regum Qeon","Frenzy",1,28,"3.57"
"Flash","Rex Regum Qeon","Marshal",1,28,"3.57"
"Flash","Rex Regum Qeon","Sheriff",1,28,"3.57"
"kellyS","Rex Regum Qeon (ex)","Phantom",74,167,"44.31"
"kellyS","Rex Regum Qeon (ex)","Vandal",26,167,"15.57"
"kellyS","Rex Regum Qeon (ex)","Spectre",21,167,"12.57"
"kellyS","Rex Regum Qeon (ex)","Classic",14,167,"8.38"
"kellyS","Rex Regum Qeon (ex)","Sheriff",13,167,"7.78"
"kellyS","Rex Regum Qeon (ex)","Frenzy",7,167,"4.19"
"kellyS","Rex Regum Qeon (ex)","Ghost",7,167,"4.19"
"kellyS","Rex Regum Qeon (ex)","Operator",3,167,"1.80"
"kellyS","Rex Regum Qeon (ex)","Marshal",2,167,"1.20"
"Nexi","Rex Regum Qeon (ex)","Vandal",42,167,"25.15"
"Nexi","Rex Regum Qeon (ex)","Phantom",41,167,"24.55"
"Nexi","Rex Regum Qeon (ex)","Classic",33,167,"19.76"
"Nexi","Rex Regum Qeon (ex)","Operator",14,167,"8.38"
"Nexi","Rex Regum Qeon (ex)","Spectre",11,167,"6.59"
"Nexi","Rex Regum Qeon (ex)","Ghost",8,167,"4.79"
"Nexi","Rex Regum Qeon (ex)","Sheriff",7,167,"4.19"
"Nexi","Rex Regum Qeon (ex)","Marshal",4,167,"2.40"
"Nexi","Rex Regum Qeon (ex)","Guardian",3,167,"1.80"
"Nexi","Rex Regum Qeon (ex)","Bulldog",2,167,"1.20"
"Nexi","Rex Regum Qeon (ex)","Bucky",1,167,"0.60"
"Nexi","Rex Regum Qeon (ex)","Frenzy",1,167,"0.60"
"Rabbet","Rex Regum Qeon","Vandal",72,139,"51.80"
"Rabbet","Rex Regum Qeon","Classic",17,139,"12.23"
"Rabbet","Rex Regum Qeon","Spectre",16,139,"11.51"
"Rabbet","Rex Regum Qeon","Sheriff",12,139,"8.63"
"Rabbet","Rex Regum Qeon","Frenzy",7,139,"5.04"
"Rabbet","Rex Regum Qeon","Guardian",6,139,"4.32"
"Rabbet","Rex Regum Qeon","Phantom",5,139,"3.60"
"Rabbet","Rex Regum Qeon","Ghost",4,139,"2.88"
"Derrek","Rise (ex)","Vandal",138,254,"54.33"
"Derrek","Rise (ex)","Classic",32,254,"12.60"
"Derrek","Rise (ex)","Sheriff",30,254,"11.81"
"Derrek","Rise (ex)","Spectre",17,254,"6.69"
"Derrek","Rise (ex)","Phantom",14,254,"5.51"
"Derrek","Rise (ex)","Guardian",8,254,"3.15"
"Derrek","Rise (ex)","Ghost",5,254,"1.97"
"Derrek","Rise (ex)","Marshal",3,254,"1.18"
"Derrek","Rise (ex)","Odin",3,254,"1.18"
"Derrek","Rise (ex)","Ares",1,254,"0.39"
"Derrek","Rise (ex)","Bulldog",1,254,"0.39"
"Derrek","Rise (ex)","Frenzy",1,254,"0.39"
"Derrek","Rise (ex)","Operator",1,254,"0.39"
"neptune","Rise (ex)","Phantom",139,254,"54.72"
"neptune","Rise (ex)","Spectre",31,254,"12.20"
"neptune","Rise (ex)","Classic",22,254,"8.66"
"neptune","Rise (ex)","Sheriff",16,254,"6.30"
"neptune","Rise (ex)","Vandal",16,254,"6.30"
"neptune","Rise (ex)","Ghost",14,254,"5.51"
"neptune","Rise (ex)","Bulldog",8,254,"3.15"
"neptune","Rise (ex)","Frenzy",5,254,"1.97"
"neptune","Rise (ex)","Marshal",2,254,"0.79"
"neptune","Rise (ex)","Shorty",1,254,"0.39"
"poised","Rise (ex)","Phantom",94,254,"37.01"
"poised","Rise (ex)","Vandal",52,254,"20.47"
"poised","Rise (ex)","Spectre",39,254,"15.35"
"poised","Rise (ex)","Classic",31,254,"12.20"
"poised","Rise (ex)","Sheriff",15,254,"5.91"
"poised","Rise (ex)","Ghost",13,254,"5.12"
"poised","Rise (ex)","Frenzy",5,254,"1.97"
"poised","Rise (ex)","Guardian",5,254,"1.97"
"Shanks","Rise (ex)","Phantom",81,254,"31.89"
"Shanks","Rise (ex)","Operator",50,254,"19.69"
"Shanks","Rise (ex)","Classic",48,254,"18.90"
"Shanks","Rise (ex)","Spectre",19,254,"7.48"
"Shanks","Rise (ex)","Vandal",16,254,"6.30"
"Shanks","Rise (ex)","Frenzy",13,254,"5.12"
"Shanks","Rise (ex)","Ghost",7,254,"2.76"
"Shanks","Rise (ex)","Stinger",7,254,"2.76"
"Shanks","Rise (ex)","Marshal",4,254,"1.57"
"Shanks","Rise (ex)","Sheriff",4,254,"1.57"
"Shanks","Rise (ex)","Bulldog",3,254,"1.18"
"Shanks","Rise (ex)","Judge",1,254,"0.39"
"Shanks","Rise (ex)","Shorty",1,254,"0.39"
"supamen","Rise (ex)","Phantom",126,254,"49.61"
"supamen","Rise (ex)","Spectre",49,254,"19.29"
"supamen","Rise (ex)","Classic",40,254,"15.75"
"supamen","Rise (ex)","Vandal",15,254,"5.91"
"supamen","Rise (ex)","Sheriff",10,254,"3.94"
"supamen","Rise (ex)","Marshal",6,254,"2.36"
"supamen","Rise (ex)","Frenzy",4,254,"1.57"
"supamen","Rise (ex)","Ghost",1,254,"0.39"
"supamen","Rise (ex)","Judge",1,254,"0.39"
"supamen","Rise (ex)","Odin",1,254,"0.39"
"supamen","Rise (ex)","Shorty",1,254,"0.39"
"Anthem","SCARZ (ex)","Operator",34,112,"30.36"
"Anthem","SCARZ (ex)","Vandal",30,112,"26.79"
"Anthem","SCARZ (ex)","Sheriff",10,112,"8.93"
"Anthem","SCARZ (ex)","Ghost",8,112,"7.14"
"Anthem","SCARZ (ex)","Classic",7,112,"6.25"
"Anthem","SCARZ (ex)","Shorty",6,112,"5.36"
"Anthem","SCARZ (ex)","Phantom",5,112,"4.46"
"Anthem","SCARZ (ex)","Guardian",4,112,"3.57"
"Anthem","SCARZ (ex)","Spectre",4,112,"3.57"
"Anthem","SCARZ (ex)","Marshal",2,112,"1.79"
"Anthem","SCARZ (ex)","Bulldog",1,112,"0.89"
"Anthem","SCARZ (ex)","Frenzy",1,112,"0.89"
"C1nder","SCARZ (ex)","Vandal",47,112,"41.96"
"C1nder","SCARZ (ex)","Classic",25,112,"22.32"
"C1nder","SCARZ (ex)","Phantom",12,112,"10.71"
"C1nder","SCARZ (ex)","Sheriff",9,112,"8.04"
"C1nder","SCARZ (ex)","Spectre",8,112,"7.14"
"C1nder","SCARZ (ex)","Judge",5,112,"4.46"
"C1nder","SCARZ (ex)","Ghost",2,112,"1.79"
"C1nder","SCARZ (ex)","Bucky",1,112,"0.89"
"C1nder","SCARZ (ex)","Bulldog",1,112,"0.89"
"C1nder","SCARZ (ex)","Operator",1,112,"0.89"
"C1nder","SCARZ (ex)","Shorty",1,112,"0.89"
"marin","SCARZ (ex)","Phantom",41,112,"36.61"
"marin","SCARZ (ex)","Vandal",25,112,"22.32"
"marin","SCARZ (ex)","Sheriff",18,112,"16.07"
"marin","SCARZ (ex)","Ghost",11,112,"9.82"
"marin","SCARZ (ex)","Spectre",8,112,"7.14"
"marin","SCARZ (ex)","Classic",6,112,"5.36"
"marin","SCARZ (ex)","Judge",2,112,"1.79"
"marin","SCARZ (ex)","Marshal",1,112,"0.89"
"ryota-","SCARZ (ex)","Phantom",44,112,"39.29"
"ryota-","SCARZ (ex)","Vandal",22,112,"19.64"
"ryota-","SCARZ (ex)","Classic",14,112,"12.50"
"ryota-","SCARZ (ex)","Spectre",10,112,"8.93"
"ryota-","SCARZ (ex)","Sheriff",8,112,"7.14"
"ryota-","SCARZ (ex)","Ghost",6,112,"5.36"
"ryota-","SCARZ (ex)","Odin",6,112,"5.36"
"ryota-","SCARZ (ex)","Marshal",1,112,"0.89"
"ryota-","SCARZ (ex)","Operator",1,112,"0.89"
"Shuzz","SCARZ (ex)","Vandal",40,112,"35.71"
"Shuzz","SCARZ (ex)","Phantom",37,112,"33.04"
"Shuzz","SCARZ (ex)","Classic",15,112,"13.39"
"Shuzz","SCARZ (ex)","Sheriff",7,112,"6.25"
"Shuzz","SCARZ (ex)","Marshal",6,112,"5.36"
"Shuzz","SCARZ (ex)","Ghost",3,112,"2.68"
"Shuzz","SCARZ (ex)","Spectre",3,112,"2.68"
"Shuzz","SCARZ (ex)","Guardian",1,112,"0.89"
"2KY","SchwarzerLand","Vandal",12,34,"35.29"
"2KY","SchwarzerLand","Operator",5,34,"14.71"
"2KY","SchwarzerLand","Classic",4,34,"11.76"
"2KY","SchwarzerLand","Sheriff",4,34,"11.76"
"2KY","SchwarzerLand","Ghost",3,34,"8.82"
"2KY","SchwarzerLand","Frenzy",2,34,"5.88"
"2KY","SchwarzerLand","Judge",2,34,"5.88"
"2KY","SchwarzerLand","Ares",1,34,"2.94"
"2KY","SchwarzerLand","Stinger",1,34,"2.94"
"Citrus7","SchwarzerLand","Vandal",13,34,"38.24"
"Citrus7","SchwarzerLand","Sheriff",8,34,"23.53"
"Citrus7","SchwarzerLand","Classic",4,34,"11.76"
"Citrus7","SchwarzerLand","Spectre",4,34,"11.76"
"Citrus7","SchwarzerLand","Judge",2,34,"5.88"
"Citrus7","SchwarzerLand","Frenzy",1,34,"2.94"
"Citrus7","SchwarzerLand","Operator",1,34,"2.94"
"Citrus7","SchwarzerLand","Phantom",1,34,"2.94"
"H1K","SchwarzerLand","Vandal",11,34,"32.35"
"H1K","SchwarzerLand","Phantom",6,34,"17.65"
"H1K","SchwarzerLand","Sheriff",5,34,"14.71"
"H1K","SchwarzerLand","Ghost",4,34,"11.76"
"H1K","SchwarzerLand","Ares",3,34,"8.82"
"H1K","SchwarzerLand","Classic",3,34,"8.82"
"H1K","SchwarzerLand","Frenzy",1,34,"2.94"
"H1K","SchwarzerLand","Guardian",1,34,"2.94"
"P4F","SchwarzerLand","Vandal",16,34,"47.06"
"P4F","SchwarzerLand","Sheriff",7,34,"20.59"
"P4F","SchwarzerLand","Ares",4,34,"11.76"
"P4F","SchwarzerLand","Classic",3,34,"8.82"
"P4F","SchwarzerLand","Ghost",3,34,"8.82"
"P4F","SchwarzerLand","Bulldog",1,34,"2.94"
"Sacchi","SchwarzerLand","Phantom",11,34,"32.35"
"Sacchi","SchwarzerLand","Classic",6,34,"17.65"
"Sacchi","SchwarzerLand","Sheriff",5,34,"14.71"
"Sacchi","SchwarzerLand","Vandal",5,34,"14.71"
"Sacchi","SchwarzerLand","Spectre",4,34,"11.76"
"Sacchi","SchwarzerLand","Guardian",1,34,"2.94"
"Sacchi","SchwarzerLand","Judge",1,34,"2.94"
"Sacchi","SchwarzerLand","Odin",1,34,"2.94"
"Art","Sengoku Gaming (ex)","Odin",95,200,"47.50"
"Art","Sengoku Gaming (ex)","Classic",26,200,"13.00"
"Art","Sengoku Gaming (ex)","Judge",15,200,"7.50"
"Art","Sengoku Gaming (ex)","Ares",13,200,"6.50"
"Art","Sengoku Gaming (ex)","Bucky",9,200,"4.50"
"Art","Sengoku Gaming (ex)","Phantom",8,200,"4.00"
"Art","Sengoku Gaming (ex)","Sheriff",8,200,"4.00"
"Art","Sengoku Gaming (ex)","Spectre",7,200,"3.50"
"Art","Sengoku Gaming (ex)","Frenzy",5,200,"2.50"
"Art","Sengoku Gaming (ex)","Vandal",5,200,"2.50"
"Art","Sengoku Gaming (ex)","Ghost",4,200,"2.00"
"Art","Sengoku Gaming (ex)","Bulldog",3,200,"1.50"
"Art","Sengoku Gaming (ex)","Shorty",1,200,"0.50"
"Art","Sengoku Gaming (ex)","Stinger",1,200,"0.50"
"GangPin","Sengoku Gaming (ex)","Vandal",74,121,"61.16"
"GangPin","Sengoku Gaming (ex)","Spectre",22,121,"18.18"
"GangPin","Sengoku Gaming (ex)","Ghost",11,121,"9.09"
"GangPin","Sengoku Gaming (ex)","Classic",7,121,"5.79"
"GangPin","Sengoku Gaming (ex)","Sheriff",7,121,"5.79"
"kobra","Sengoku Gaming (ex)","Vandal",47,121,"38.84"
"kobra","Sengoku Gaming (ex)","Operator",28,121,"23.14"
"kobra","Sengoku Gaming (ex)","Ghost",13,121,"10.74"
"kobra","Sengoku Gaming (ex)","Marshal",10,121,"8.26"
"kobra","Sengoku Gaming (ex)","Spectre",8,121,"6.61"
"kobra","Sengoku Gaming (ex)","Classic",5,121,"4.13"
"kobra","Sengoku Gaming (ex)","Sheriff",4,121,"3.31"
"kobra","Sengoku Gaming (ex)","Bulldog",2,121,"1.65"
"kobra","Sengoku Gaming (ex)","Phantom",2,121,"1.65"
"kobra","Sengoku Gaming (ex)","Judge",1,121,"0.83"
"kobra","Sengoku Gaming (ex)","Shorty",1,121,"0.83"
"Misaya","Sengoku Gaming","Phantom",55,200,"27.50"
"Misaya","Sengoku Gaming","Vandal",48,200,"24.00"
"Misaya","Sengoku Gaming","Spectre",32,200,"16.00"
"Misaya","Sengoku Gaming","Classic",26,200,"13.00"
"Misaya","Sengoku Gaming","Sheriff",14,200,"7.00"
"Misaya","Sengoku Gaming","Frenzy",8,200,"4.00"
"Misaya","Sengoku Gaming","Bucky",6,200,"3.00"
"Misaya","Sengoku Gaming","Bulldog",3,200,"1.50"
"Misaya","Sengoku Gaming","Ghost",3,200,"1.50"
"Misaya","Sengoku Gaming","Judge",3,200,"1.50"
"Misaya","Sengoku Gaming","Guardian",1,200,"0.50"
"Misaya","Sengoku Gaming","Stinger",1,200,"0.50"
"something","Sengoku Gaming","Vandal",24,79,"30.38"
"something","Sengoku Gaming","Operator",18,79,"22.78"
"something","Sengoku Gaming","Classic",10,79,"12.66"
"something","Sengoku Gaming","Spectre",9,79,"11.39"
"something","Sengoku Gaming","Sheriff",5,79,"6.33"
"something","Sengoku Gaming","Marshal",4,79,"5.06"
"something","Sengoku Gaming","Ghost",3,79,"3.80"
"something","Sengoku Gaming","Shorty",3,79,"3.80"
"something","Sengoku Gaming","Judge",2,79,"2.53"
"something","Sengoku Gaming","Bulldog",1,79,"1.27"
"thiefy","Sengoku Gaming (ex)","Vandal",74,121,"61.16"
"thiefy","Sengoku Gaming (ex)","Ghost",15,121,"12.40"
"thiefy","Sengoku Gaming (ex)","Sheriff",11,121,"9.09"
"thiefy","Sengoku Gaming (ex)","Spectre",10,121,"8.26"
"thiefy","Sengoku Gaming (ex)","Bulldog",6,121,"4.96"
"thiefy","Sengoku Gaming (ex)","Classic",3,121,"2.48"
"thiefy","Sengoku Gaming (ex)","Odin",1,121,"0.83"
"thiefy","Sengoku Gaming (ex)","Phantom",1,121,"0.83"
"Vici","Sengoku Gaming","Vandal",48,79,"60.76"
"Vici","Sengoku Gaming","Classic",7,79,"8.86"
"Vici","Sengoku Gaming","Sheriff",7,79,"8.86"
"Vici","Sengoku Gaming","Ghost",6,79,"7.59"
"Vici","Sengoku Gaming","Bulldog",4,79,"5.06"
"Vici","Sengoku Gaming","Operator",3,79,"3.80"
"Vici","Sengoku Gaming","Guardian",2,79,"2.53"
"Vici","Sengoku Gaming","Spectre",2,79,"2.53"
"Zerost","Sengoku Gaming","Phantom",28,79,"35.44"
"Zerost","Sengoku Gaming","Vandal",18,79,"22.78"
"Zerost","Sengoku Gaming","Sheriff",13,79,"16.46"
"Zerost","Sengoku Gaming","Classic",8,79,"10.13"
"Zerost","Sengoku Gaming","Bulldog",5,79,"6.33"
"Zerost","Sengoku Gaming","Spectre",3,79,"3.80"
"Zerost","Sengoku Gaming","Frenzy",1,79,"1.27"
"Zerost","Sengoku Gaming","Ghost",1,79,"1.27"
"Zerost","Sengoku Gaming","Guardian",1,79,"1.27"
"Zerost","Sengoku Gaming","Judge",1,79,"1.27"
"Dani","Sentinels (si)","Vandal",18,39,"46.15"
"Dani","Sentinels (si)","Spectre",5,39,"12.82"
"Dani","Sentinels (si)","Bulldog",4,39,"10.26"
"Dani","Sentinels (si)","Classic",4,39,"10.26"
"Dani","Sentinels (si)","Sheriff",3,39,"7.69"
"Dani","Sentinels (si)","Ghost",2,39,"5.13"
"Dani","Sentinels (si)","Frenzy",1,39,"2.56"
"Dani","Sentinels (si)","Judge",1,39,"2.56"
"Dani","Sentinels (si)","Phantom",1,39,"2.56"
"dapr","Sentinels (ex)","Phantom",453,854,"53.04"
"dapr","Sentinels (ex)","Classic",142,854,"16.63"
"dapr","Sentinels (ex)","Spectre",99,854,"11.59"
"dapr","Sentinels (ex)","Vandal",67,854,"7.85"
"dapr","Sentinels (ex)","Sheriff",46,854,"5.39"
"dapr","Sentinels (ex)","Ghost",18,854,"2.11"
"dapr","Sentinels (ex)","Frenzy",8,854,"0.94"
"dapr","Sentinels (ex)","Bulldog",6,854,"0.70"
"dapr","Sentinels (ex)","Judge",6,854,"0.70"
"dapr","Sentinels (ex)","Stinger",5,854,"0.59"
"dapr","Sentinels (ex)","Shorty",2,854,"0.23"
"dapr","Sentinels (ex)","Bucky",1,854,"0.12"
"dapr","Sentinels (ex)","Guardian",1,854,"0.12"
"Kanpeki","Sentinels (ex)","Phantom",77,246,"31.30"
"Kanpeki","Sentinels (ex)","Vandal",57,246,"23.17"
"Kanpeki","Sentinels (ex)","Classic",40,246,"16.26"
"Kanpeki","Sentinels (ex)","Spectre",17,246,"6.91"
"Kanpeki","Sentinels (ex)","Sheriff",15,246,"6.10"
"Kanpeki","Sentinels (ex)","Operator",13,246,"5.28"
"Kanpeki","Sentinels (ex)","Bulldog",9,246,"3.66"
"Kanpeki","Sentinels (ex)","Ghost",5,246,"2.03"
"Kanpeki","Sentinels (ex)","Guardian",5,246,"2.03"
"Kanpeki","Sentinels (ex)","Marshal",4,246,"1.63"
"Kanpeki","Sentinels (ex)","Frenzy",3,246,"1.22"
"Kanpeki","Sentinels (ex)","Stinger",1,246,"0.41"
