"Ign","Team","Weapon","Picks","Rounds Played","Pick Percentage"
"Defectio","ややーず (ex)","Vandal",21,46,"45.65"
"Defectio","ややーず (ex)","Operator",5,46,"10.87"
"Defectio","ややーず (ex)","Sheriff",5,46,"10.87"
"Defectio","ややーず (ex)","Ghost",4,46,"8.70"
"Defectio","ややーず (ex)","Classic",3,46,"6.52"
"Defectio","ややーず (ex)","Judge",2,46,"4.35"
"Defectio","ややーず (ex)","Shorty",2,46,"4.35"
"Defectio","ややーず (ex)","Spectre",2,46,"4.35"
"Defectio","ややーず (ex)","Bulldog",1,46,"2.17"
"Defectio","ややーず (ex)","Marshal",1,46,"2.17"
"hatty","ややーず (ex)","Phantom",30,46,"65.22"
"hatty","ややーず (ex)","Sheriff",5,46,"10.87"
"hatty","ややーず (ex)","Ghost",4,46,"8.70"
"hatty","ややーず (ex)","Spectre",4,46,"8.70"
"hatty","ややーず (ex)","Classic",2,46,"4.35"
"hatty","ややーず (ex)","Vandal",1,46,"2.17"
"RIA","ややーず (ex)","Vandal",18,46,"39.13"
"RIA","ややーず (ex)","Judge",12,46,"26.09"
"RIA","ややーず (ex)","Classic",7,46,"15.22"
"RIA","ややーず (ex)","Frenzy",2,46,"4.35"
"RIA","ややーず (ex)","Ghost",2,46,"4.35"
"RIA","ややーず (ex)","Phantom",2,46,"4.35"
"RIA","ややーず (ex)","Marshal",1,46,"2.17"
"RIA","ややーず (ex)","Sheriff",1,46,"2.17"
"RIA","ややーず (ex)","Spectre",1,46,"2.17"
"YAYA","ややーず","Vandal",25,46,"54.35"
"YAYA","ややーず","Ghost",4,46,"8.70"
"YAYA","ややーず","Sheriff",4,46,"8.70"
"YAYA","ややーず","Spectre",4,46,"8.70"
"YAYA","ややーず","Bulldog",3,46,"6.52"
"YAYA","ややーず","Classic",3,46,"6.52"
"YAYA","ややーず","Phantom",2,46,"4.35"
"YAYA","ややーず","Guardian",1,46,"2.17"
"侵略者","ややーず","Odin",16,46,"34.78"
"侵略者","ややーず","Phantom",10,46,"21.74"
"侵略者","ややーず","Spectre",6,46,"13.04"
"侵略者","ややーず","Classic",5,46,"10.87"
"侵略者","ややーず","Sheriff",2,46,"4.35"
"侵略者","ややーず","Vandal",2,46,"4.35"
"侵略者","ややーず","Bucky",1,46,"2.17"
"侵略者","ややーず","Ghost",1,46,"2.17"
"侵略者","ややーず","Guardian",1,46,"2.17"
"侵略者","ややーず","Judge",1,46,"2.17"
"侵略者","ややーず","Marshal",1,46,"2.17"
"Asuna","100 Thieves","Phantom",491,1185,"41.43"
"Asuna","100 Thieves","Vandal",264,1185,"22.28"
"Asuna","100 Thieves","Spectre",97,1185,"8.19"
"Asuna","100 Thieves","Classic",86,1185,"7.26"
"Asuna","100 Thieves","Frenzy",82,1185,"6.92"
"Asuna","100 Thieves","Ghost",53,1185,"4.47"
"Asuna","100 Thieves","Sheriff",50,1185,"4.22"
"Asuna","100 Thieves","Operator",29,1185,"2.45"
"Asuna","100 Thieves","Stinger",20,1185,"1.69"
"Asuna","100 Thieves","Bulldog",7,1185,"0.59"
"Asuna","100 Thieves","Marshal",5,1185,"0.42"
"Asuna","100 Thieves","Guardian",1,1185,"0.08"
"BabyJ","100 Thieves (ex)","Phantom",34,100,"34.00"
"BabyJ","100 Thieves (ex)","Vandal",28,100,"28.00"
"BabyJ","100 Thieves (ex)","Sheriff",11,100,"11.00"
"BabyJ","100 Thieves (ex)","Classic",10,100,"10.00"
"BabyJ","100 Thieves (ex)","Spectre",9,100,"9.00"
"BabyJ","100 Thieves (ex)","Frenzy",4,100,"4.00"
"BabyJ","100 Thieves (ex)","Ghost",4,100,"4.00"
"bang","100 Thieves","Phantom",626,1085,"57.70"
"bang","100 Thieves","Classic",132,1085,"12.17"
"bang","100 Thieves","Spectre",113,1085,"10.41"
"bang","100 Thieves","Sheriff",65,1085,"5.99"
"bang","100 Thieves","Vandal",54,1085,"4.98"
"bang","100 Thieves","Bulldog",34,1085,"3.13"
"bang","100 Thieves","Ghost",33,1085,"3.04"
"bang","100 Thieves","Frenzy",13,1085,"1.20"
"bang","100 Thieves","Stinger",8,1085,"0.74"
"bang","100 Thieves","Marshal",5,1085,"0.46"
"bang","100 Thieves","Guardian",1,1085,"0.09"
"bang","100 Thieves","Judge",1,1085,"0.09"
"Derrek","100 Thieves","Vandal",523,905,"57.79"
"Derrek","100 Thieves","Classic",103,905,"11.38"
"Derrek","100 Thieves","Spectre",82,905,"9.06"
"Derrek","100 Thieves","Sheriff",59,905,"6.52"
"Derrek","100 Thieves","Guardian",35,905,"3.87"
"Derrek","100 Thieves","Ghost",32,905,"3.54"
"Derrek","100 Thieves","Marshal",22,905,"2.43"
"Derrek","100 Thieves","Phantom",15,905,"1.66"
"Derrek","100 Thieves","Odin",10,905,"1.10"
"Derrek","100 Thieves","Stinger",10,905,"1.10"
"Derrek","100 Thieves","Bulldog",5,905,"0.55"
"Derrek","100 Thieves","Ares",3,905,"0.33"
"Derrek","100 Thieves","Frenzy",2,905,"0.22"
"Derrek","100 Thieves","Operator",2,905,"0.22"
"Derrek","100 Thieves","Judge",1,905,"0.11"
"Derrek","100 Thieves","Shorty",1,905,"0.11"
"ec1s","100 Thieves (ex)","Vandal",60,100,"60.00"
"ec1s","100 Thieves (ex)","Classic",10,100,"10.00"
"ec1s","100 Thieves (ex)","Sheriff",10,100,"10.00"
"ec1s","100 Thieves (ex)","Ghost",9,100,"9.00"
"ec1s","100 Thieves (ex)","Spectre",7,100,"7.00"
"ec1s","100 Thieves (ex)","Bulldog",4,100,"4.00"
"Ethan","100 Thieves (ex)","Phantom",87,280,"31.07"
"Ethan","100 Thieves (ex)","Vandal",67,280,"23.93"
"Ethan","100 Thieves (ex)","Classic",57,280,"20.36"
"Ethan","100 Thieves (ex)","Spectre",30,280,"10.71"
"Ethan","100 Thieves (ex)","Sheriff",11,280,"3.93"
"Ethan","100 Thieves (ex)","Ghost",9,280,"3.21"
"Ethan","100 Thieves (ex)","Operator",9,280,"3.21"
"Ethan","100 Thieves (ex)","Guardian",5,280,"1.79"
"Ethan","100 Thieves (ex)","Marshal",3,280,"1.07"
"Ethan","100 Thieves (ex)","Bucky",1,280,"0.36"
"Ethan","100 Thieves (ex)","Frenzy",1,280,"0.36"
"Hiko","100 Thieves (ex)","Vandal",88,280,"31.43"
"Hiko","100 Thieves (ex)","Phantom",86,280,"30.71"
"Hiko","100 Thieves (ex)","Classic",38,280,"13.57"
"Hiko","100 Thieves (ex)","Ghost",26,280,"9.29"
"Hiko","100 Thieves (ex)","Spectre",24,280,"8.57"
"Hiko","100 Thieves (ex)","Sheriff",9,280,"3.21"
"Hiko","100 Thieves (ex)","Bulldog",8,280,"2.86"
"Hiko","100 Thieves (ex)","Guardian",1,280,"0.36"
"jcStani","100 Thieves (ex)","Phantom",86,180,"47.78"
"jcStani","100 Thieves (ex)","Vandal",37,180,"20.56"
"jcStani","100 Thieves (ex)","Classic",23,180,"12.78"
"jcStani","100 Thieves (ex)","Spectre",8,180,"4.44"
"jcStani","100 Thieves (ex)","Sheriff",7,180,"3.89"
"jcStani","100 Thieves (ex)","Ghost",6,180,"3.33"
"jcStani","100 Thieves (ex)","Bulldog",5,180,"2.78"
"jcStani","100 Thieves (ex)","Marshal",5,180,"2.78"
"jcStani","100 Thieves (ex)","Frenzy",1,180,"0.56"
"jcStani","100 Thieves (ex)","Operator",1,180,"0.56"
"jcStani","100 Thieves (ex)","Stinger",1,180,"0.56"
"stellar","100 Thieves","Vandal",327,905,"36.13"
"stellar","100 Thieves","Phantom",217,905,"23.98"
"stellar","100 Thieves","Classic",122,905,"13.48"
"stellar","100 Thieves","Spectre",118,905,"13.04"
"stellar","100 Thieves","Sheriff",73,905,"8.07"
"stellar","100 Thieves","Ghost",18,905,"1.99"
"stellar","100 Thieves","Guardian",9,905,"0.99"
"stellar","100 Thieves","Frenzy",8,905,"0.88"
"stellar","100 Thieves","Bulldog",6,905,"0.66"
"stellar","100 Thieves","Stinger",6,905,"0.66"
"stellar","100 Thieves","Operator",1,905,"0.11"
"Will","100 Thieves (ex)","Vandal",292,905,"32.27"
"Will","100 Thieves (ex)","Classic",156,905,"17.24"
"Will","100 Thieves (ex)","Phantom",138,905,"15.25"
"Will","100 Thieves (ex)","Operator",106,905,"11.71"
"Will","100 Thieves (ex)","Spectre",62,905,"6.85"
"Will","100 Thieves (ex)","Frenzy",43,905,"4.75"
"Will","100 Thieves (ex)","Ghost",30,905,"3.31"
"Will","100 Thieves (ex)","Bulldog",22,905,"2.43"
"Will","100 Thieves (ex)","Stinger",22,905,"2.43"
"Will","100 Thieves (ex)","Sheriff",14,905,"1.55"
"Will","100 Thieves (ex)","Shorty",11,905,"1.22"
"Will","100 Thieves (ex)","Judge",5,905,"0.55"
"Will","100 Thieves (ex)","Guardian",2,905,"0.22"
"Will","100 Thieves (ex)","Bucky",1,905,"0.11"
"bnj","9z Team (si)","Vandal",73,146,"50.00"
"bnj","9z Team (si)","Sheriff",18,146,"12.33"
"bnj","9z Team (si)","Phantom",15,146,"10.27"
"bnj","9z Team (si)","Classic",14,146,"9.59"
"bnj","9z Team (si)","Ghost",11,146,"7.53"
"bnj","9z Team (si)","Guardian",5,146,"3.42"
"bnj","9z Team (si)","Judge",4,146,"2.74"
"bnj","9z Team (si)","Spectre",4,146,"2.74"
"bnj","9z Team (si)","Odin",2,146,"1.37"
"deigara","9z Team","Phantom",388,809,"47.96"
"deigara","9z Team","Vandal",123,809,"15.20"
"deigara","9z Team","Classic",95,809,"11.74"
"deigara","9z Team","Sheriff",79,809,"9.77"
"deigara","9z Team","Spectre",52,809,"6.43"
"deigara","9z Team","Ghost",50,809,"6.18"
"deigara","9z Team","Guardian",11,809,"1.36"
"deigara","9z Team","Frenzy",3,809,"0.37"
"deigara","9z Team","Marshal",3,809,"0.37"
"deigara","9z Team","Bulldog",2,809,"0.25"
"deigara","9z Team","Judge",1,809,"0.12"
"deigara","9z Team","Odin",1,809,"0.12"
"deigara","9z Team","Stinger",1,809,"0.12"
"HANLING","9z Team (ex)","Vandal",290,663,"43.74"
"HANLING","9z Team (ex)","Classic",101,663,"15.23"
"HANLING","9z Team (ex)","Phantom",70,663,"10.56"
"HANLING","9z Team (ex)","Sheriff",57,663,"8.60"
"HANLING","9z Team (ex)","Operator",48,663,"7.24"
"HANLING","9z Team (ex)","Ghost",31,663,"4.68"
"HANLING","9z Team (ex)","Bulldog",25,663,"3.77"
"HANLING","9z Team (ex)","Spectre",25,663,"3.77"
"HANLING","9z Team (ex)","Guardian",9,663,"1.36"
"HANLING","9z Team (ex)","Frenzy",6,663,"0.90"
"HANLING","9z Team (ex)","Shorty",1,663,"0.15"
"Leazo","9z Team","Phantom",30,52,"57.69"
"Leazo","9z Team","Ghost",7,52,"13.46"
"Leazo","9z Team","Classic",4,52,"7.69"
"Leazo","9z Team","Spectre",4,52,"7.69"
"Leazo","9z Team","Vandal",4,52,"7.69"
"Leazo","9z Team","Frenzy",1,52,"1.92"
"Leazo","9z Team","Sheriff",1,52,"1.92"
"Leazo","9z Team","Stinger",1,52,"1.92"
"Mizu","9z Team","Vandal",193,757,"25.50"
"Mizu","9z Team","Classic",170,757,"22.46"
"Mizu","9z Team","Operator",145,757,"19.15"
"Mizu","9z Team","Phantom",127,757,"16.78"
"Mizu","9z Team","Sheriff",42,757,"5.55"
"Mizu","9z Team","Ghost",26,757,"3.43"
"Mizu","9z Team","Spectre",21,757,"2.77"
"Mizu","9z Team","Guardian",8,757,"1.06"
"Mizu","9z Team","Marshal",8,757,"1.06"
"Mizu","9z Team","Bulldog",6,757,"0.79"
"Mizu","9z Team","Frenzy",5,757,"0.66"
"Mizu","9z Team","Judge",5,757,"0.66"
"Mizu","9z Team","Shorty",1,757,"0.13"
"Puleule","9z Team","Phantom",521,809,"64.40"
"Puleule","9z Team","Classic",77,809,"9.52"
"Puleule","9z Team","Sheriff",59,809,"7.29"
"Puleule","9z Team","Spectre",53,809,"6.55"
"Puleule","9z Team","Ghost",48,809,"5.93"
"Puleule","9z Team","Frenzy",27,809,"3.34"
"Puleule","9z Team","Vandal",11,809,"1.36"
"Puleule","9z Team","Bulldog",9,809,"1.11"
"Puleule","9z Team","Operator",2,809,"0.25"
"Puleule","9z Team","Marshal",1,809,"0.12"
"Puleule","9z Team","Stinger",1,809,"0.12"
"SUTHER","9z Team (ex)","Vandal",294,663,"44.34"
"SUTHER","9z Team (ex)","Classic",104,663,"15.69"
"SUTHER","9z Team (ex)","Phantom",72,663,"10.86"
"SUTHER","9z Team (ex)","Sheriff",55,663,"8.30"
"SUTHER","9z Team (ex)","Spectre",34,663,"5.13"
"SUTHER","9z Team (ex)","Operator",31,663,"4.68"
"SUTHER","9z Team (ex)","Bulldog",25,663,"3.77"
"SUTHER","9z Team (ex)","Guardian",19,663,"2.87"
"SUTHER","9z Team (ex)","Ghost",13,663,"1.96"
"SUTHER","9z Team (ex)","Frenzy",9,663,"1.36"
"SUTHER","9z Team (ex)","Judge",4,663,"0.60"
"SUTHER","9z Team (ex)","Marshal",3,663,"0.45"
"Tuli","9z Team (si)","Phantom",48,146,"32.88"
"Tuli","9z Team (si)","Vandal",48,146,"32.88"
"Tuli","9z Team (si)","Sheriff",22,146,"15.07"
"Tuli","9z Team (si)","Classic",11,146,"7.53"
"Tuli","9z Team (si)","Ghost",10,146,"6.85"
"Tuli","9z Team (si)","Bulldog",2,146,"1.37"
"Tuli","9z Team (si)","Frenzy",1,146,"0.68"
"Tuli","9z Team (si)","Guardian",1,146,"0.68"
"Tuli","9z Team (si)","Judge",1,146,"0.68"
"Tuli","9z Team (si)","Operator",1,146,"0.68"
"Tuli","9z Team (si)","Spectre",1,146,"0.68"
"Bonecold","Acend (ex)","Vandal",131,268,"48.88"
"Bonecold","Acend (ex)","Sheriff",48,268,"17.91"
"Bonecold","Acend (ex)","Spectre",28,268,"10.45"
"Bonecold","Acend (ex)","Classic",23,268,"8.58"
"Bonecold","Acend (ex)","Phantom",20,268,"7.46"
"Bonecold","Acend (ex)","Odin",8,268,"2.99"
"Bonecold","Acend (ex)","Ghost",5,268,"1.87"
"Bonecold","Acend (ex)","Guardian",3,268,"1.12"
"Bonecold","Acend (ex)","Ares",2,268,"0.75"
"cNed","Acend (ex)","Vandal",264,775,"34.06"
"cNed","Acend (ex)","Operator",185,775,"23.87"
"cNed","Acend (ex)","Classic",133,775,"17.16"
"cNed","Acend (ex)","Ghost",48,775,"6.19"
"cNed","Acend (ex)","Phantom",45,775,"5.81"
"cNed","Acend (ex)","Sheriff",30,775,"3.87"
"cNed","Acend (ex)","Marshal",22,775,"2.84"
"cNed","Acend (ex)","Spectre",22,775,"2.84"
"cNed","Acend (ex)","Frenzy",16,775,"2.06"
"cNed","Acend (ex)","Guardian",4,775,"0.52"
"cNed","Acend (ex)","Judge",4,775,"0.52"
"cNed","Acend (ex)","Shorty",2,775,"0.26"
"kiles","Acend (ex)","Phantom",131,268,"48.88"
"kiles","Acend (ex)","Classic",33,268,"12.31"
"kiles","Acend (ex)","Spectre",26,268,"9.70"
"kiles","Acend (ex)","Vandal",26,268,"9.70"
"kiles","Acend (ex)","Sheriff",21,268,"7.84"
"kiles","Acend (ex)","Frenzy",16,268,"5.97"
"kiles","Acend (ex)","Ghost",8,268,"2.99"
"kiles","Acend (ex)","Bulldog",3,268,"1.12"
"kiles","Acend (ex)","Guardian",2,268,"0.75"
"kiles","Acend (ex)","Bucky",1,268,"0.37"
"kiles","Acend (ex)","Stinger",1,268,"0.37"
"L1NK","Acend (ex)","Vandal",48,127,"37.80"
"L1NK","Acend (ex)","Phantom",32,127,"25.20"
"L1NK","Acend (ex)","Sheriff",13,127,"10.24"
"L1NK","Acend (ex)","Spectre",12,127,"9.45"
"L1NK","Acend (ex)","Classic",7,127,"5.51"
"L1NK","Acend (ex)","Frenzy",7,127,"5.51"
"L1NK","Acend (ex)","Ghost",4,127,"3.15"
"L1NK","Acend (ex)","Guardian",2,127,"1.57"
"L1NK","Acend (ex)","Bulldog",1,127,"0.79"
"L1NK","Acend (ex)","Marshal",1,127,"0.79"
"MONSTEERR","Acend (ex)","Vandal",289,507,"57.00"
"MONSTEERR","Acend (ex)","Classic",54,507,"10.65"
"MONSTEERR","Acend (ex)","Sheriff",47,507,"9.27"
"MONSTEERR","Acend (ex)","Phantom",44,507,"8.68"
"MONSTEERR","Acend (ex)","Spectre",35,507,"6.90"
"MONSTEERR","Acend (ex)","Ghost",26,507,"5.13"
"MONSTEERR","Acend (ex)","Bulldog",5,507,"0.99"
"MONSTEERR","Acend (ex)","Judge",3,507,"0.59"
"MONSTEERR","Acend (ex)","Frenzy",1,507,"0.20"
"MONSTEERR","Acend (ex)","Guardian",1,507,"0.20"
"MONSTEERR","Acend (ex)","Operator",1,507,"0.20"
"MONSTEERR","Acend (ex)","Shorty",1,507,"0.20"
"Purp0","Acend (si)","Vandal",37,62,"59.68"
"Purp0","Acend (si)","Sheriff",11,62,"17.74"
"Purp0","Acend (si)","Ghost",6,62,"9.68"
"Purp0","Acend (si)","Guardian",3,62,"4.84"
"Purp0","Acend (si)","Classic",2,62,"3.23"
"Purp0","Acend (si)","Spectre",2,62,"3.23"
"Purp0","Acend (si)","Judge",1,62,"1.61"
"Starxo","Acend","Vandal",286,775,"36.90"
"Starxo","Acend","Phantom",182,775,"23.48"
"Starxo","Acend","Classic",94,775,"12.13"
"Starxo","Acend","Spectre",61,775,"7.87"
"Starxo","Acend","Sheriff",42,775,"5.42"
"Starxo","Acend","Ghost",40,775,"5.16"
"Starxo","Acend","Judge",17,775,"2.19"
"Starxo","Acend","Frenzy",15,775,"1.94"
"Starxo","Acend","Operator",13,775,"1.68"
"Starxo","Acend","Guardian",10,775,"1.29"
"Starxo","Acend","Bulldog",5,775,"0.65"
"Starxo","Acend","Marshal",5,775,"0.65"
"Starxo","Acend","Shorty",4,775,"0.52"
"Starxo","Acend","Stinger",1,775,"0.13"
"vakk","Acend","Phantom",217,507,"42.80"
"vakk","Acend","Vandal",114,507,"22.49"
"vakk","Acend","Classic",64,507,"12.62"
"vakk","Acend","Sheriff",37,507,"7.30"
"vakk","Acend","Spectre",22,507,"4.34"
"vakk","Acend","Guardian",15,507,"2.96"
"vakk","Acend","Ghost",11,507,"2.17"
"vakk","Acend","Judge",7,507,"1.38"
"vakk","Acend","Bulldog",5,507,"0.99"
"vakk","Acend","Marshal",5,507,"0.99"
"vakk","Acend","Shorty",5,507,"0.99"
"vakk","Acend","Stinger",3,507,"0.59"
"vakk","Acend","Frenzy",2,507,"0.39"
"zeek","Acend (ex)","Phantom",202,586,"34.47"
"zeek","Acend (ex)","Vandal",177,586,"30.20"
"zeek","Acend (ex)","Ghost",45,586,"7.68"
"zeek","Acend (ex)","Sheriff",45,586,"7.68"
"zeek","Acend (ex)","Spectre",45,586,"7.68"
"zeek","Acend (ex)","Classic",31,586,"5.29"
"zeek","Acend (ex)","Frenzy",11,586,"1.88"
"zeek","Acend (ex)","Bulldog",9,586,"1.54"
"zeek","Acend (ex)","Guardian",7,586,"1.19"
"zeek","Acend (ex)","Marshal",4,586,"0.68"
"zeek","Acend (ex)","Operator",4,586,"0.68"
"zeek","Acend (ex)","Judge",2,586,"0.34"
"zeek","Acend (ex)","Stinger",2,586,"0.34"
"zeek","Acend (ex)","Bucky",1,586,"0.17"
"zeek","Acend (ex)","Shorty",1,586,"0.17"
"adrnking","Alter Ego","Vandal",280,475,"58.95"
"adrnking","Alter Ego","Spectre",66,475,"13.89"
"adrnking","Alter Ego","Frenzy",56,475,"11.79"
"adrnking","Alter Ego","Phantom",35,475,"7.37"
"adrnking","Alter Ego","Classic",12,475,"2.53"
"adrnking","Alter Ego","Sheriff",10,475,"2.11"
"adrnking","Alter Ego","Ghost",7,475,"1.47"
"adrnking","Alter Ego","Stinger",7,475,"1.47"
"adrnking","Alter Ego","Guardian",2,475,"0.42"
"axeLuvY","Alter Ego (ex)","Vandal",294,475,"61.89"
"axeLuvY","Alter Ego (ex)","Sheriff",40,475,"8.42"
"axeLuvY","Alter Ego (ex)","Spectre",38,475,"8.00"
"axeLuvY","Alter Ego (ex)","Classic",31,475,"6.53"
"axeLuvY","Alter Ego (ex)","Ghost",28,475,"5.89"
"axeLuvY","Alter Ego (ex)","Guardian",16,475,"3.37"
"axeLuvY","Alter Ego (ex)","Frenzy",12,475,"2.53"
"axeLuvY","Alter Ego (ex)","Bulldog",11,475,"2.32"
"axeLuvY","Alter Ego (ex)","Shorty",2,475,"0.42"
"axeLuvY","Alter Ego (ex)","Judge",1,475,"0.21"
"axeLuvY","Alter Ego (ex)","Marshal",1,475,"0.21"
"axeLuvY","Alter Ego (ex)","Stinger",1,475,"0.21"
"deLb","Alter Ego","Vandal",287,475,"60.42"
"deLb","Alter Ego","Spectre",52,475,"10.95"
"deLb","Alter Ego","Frenzy",38,475,"8.00"
"deLb","Alter Ego","Classic",26,475,"5.47"
"deLb","Alter Ego","Sheriff",18,475,"3.79"
"deLb","Alter Ego","Operator",14,475,"2.95"
"deLb","Alter Ego","Ghost",13,475,"2.74"
"deLb","Alter Ego","Phantom",10,475,"2.11"
"deLb","Alter Ego","Stinger",10,475,"2.11"
"deLb","Alter Ego","Bulldog",3,475,"0.63"
"deLb","Alter Ego","Shorty",2,475,"0.42"
"deLb","Alter Ego","Bucky",1,475,"0.21"
"deLb","Alter Ego","Judge",1,475,"0.21"
"Kush","Alter Ego","Vandal",306,475,"64.42"
"Kush","Alter Ego","Sheriff",41,475,"8.63"
"Kush","Alter Ego","Frenzy",38,475,"8.00"
"Kush","Alter Ego","Spectre",37,475,"7.79"
"Kush","Alter Ego","Classic",17,475,"3.58"
"Kush","Alter Ego","Ghost",11,475,"2.32"
"Kush","Alter Ego","Guardian",10,475,"2.11"
"Kush","Alter Ego","Bulldog",7,475,"1.47"
"Kush","Alter Ego","Operator",2,475,"0.42"
"Kush","Alter Ego","Phantom",2,475,"0.42"
"Kush","Alter Ego","Stinger",2,475,"0.42"
"Kush","Alter Ego","Marshal",1,475,"0.21"
"Kush","Alter Ego","Shorty",1,475,"0.21"
"noxxy","Alter Ego (si)","Vandal",213,475,"44.84"
"noxxy","Alter Ego (si)","Classic",104,475,"21.89"
"noxxy","Alter Ego (si)","Operator",57,475,"12.00"
"noxxy","Alter Ego (si)","Spectre",39,475,"8.21"
"noxxy","Alter Ego (si)","Sheriff",19,475,"4.00"
"noxxy","Alter Ego (si)","Phantom",14,475,"2.95"
"noxxy","Alter Ego (si)","Bulldog",9,475,"1.89"
"noxxy","Alter Ego (si)","Ghost",4,475,"0.84"
"noxxy","Alter Ego (si)","Judge",4,475,"0.84"
"noxxy","Alter Ego (si)","Marshal",4,475,"0.84"
"noxxy","Alter Ego (si)","Shorty",4,475,"0.84"
"noxxy","Alter Ego (si)","Frenzy",2,475,"0.42"
"noxxy","Alter Ego (si)","Stinger",2,475,"0.42"
"Gabriel","AWS","Vandal",14,32,"43.75"
"Gabriel","AWS","Sheriff",6,32,"18.75"
"Gabriel","AWS","Classic",4,32,"12.50"
"Gabriel","AWS","Ghost",4,32,"12.50"
"Gabriel","AWS","Bulldog",2,32,"6.25"
"Gabriel","AWS","Spectre",2,32,"6.25"
"KAMEReon","AWS (ex)","Phantom",15,32,"46.88"
"KAMEReon","AWS (ex)","Sheriff",8,32,"25.00"
"KAMEReon","AWS (ex)","Ghost",4,32,"12.50"
"KAMEReon","AWS (ex)","Classic",3,32,"9.38"
"KAMEReon","AWS (ex)","Guardian",1,32,"3.13"
"KAMEReon","AWS (ex)","Spectre",1,32,"3.13"
"Myself","AWS","Vandal",15,32,"46.88"
"Myself","AWS","Classic",6,32,"18.75"
"Myself","AWS","Sheriff",5,32,"15.63"
"Myself","AWS","Ghost",2,32,"6.25"
"Myself","AWS","Marshal",2,32,"6.25"
"Myself","AWS","Guardian",1,32,"3.13"
"Myself","AWS","Spectre",1,32,"3.13"
"Num","AWS (ex)","Vandal",10,32,"31.25"
"Num","AWS (ex)","Phantom",8,32,"25.00"
"Num","AWS (ex)","Sheriff",6,32,"18.75"
"Num","AWS (ex)","Classic",3,32,"9.38"
"Num","AWS (ex)","Ghost",3,32,"9.38"
"Num","AWS (ex)","Spectre",2,32,"6.25"
"TAMAGO","AWS (ex)","Vandal",8,32,"25.00"
"TAMAGO","AWS (ex)","Operator",7,32,"21.88"
"TAMAGO","AWS (ex)","Classic",4,32,"12.50"
"TAMAGO","AWS (ex)","Sheriff",4,32,"12.50"
"TAMAGO","AWS (ex)","Frenzy",2,32,"6.25"
"TAMAGO","AWS (ex)","Marshal",2,32,"6.25"
"TAMAGO","AWS (ex)","Shorty",2,32,"6.25"
"TAMAGO","AWS (ex)","Ghost",1,32,"3.13"
"TAMAGO","AWS (ex)","Guardian",1,32,"3.13"
"TAMAGO","AWS (ex)","Spectre",1,32,"3.13"
"aimDLL","BBL Esports","Vandal",182,555,"32.79"
"aimDLL","BBL Esports","Phantom",176,555,"31.71"
"aimDLL","BBL Esports","Sheriff",54,555,"9.73"
"aimDLL","BBL Esports","Spectre",50,555,"9.01"
"aimDLL","BBL Esports","Classic",49,555,"8.83"
"aimDLL","BBL Esports","Ghost",19,555,"3.42"
"aimDLL","BBL Esports","Bulldog",7,555,"1.26"
"aimDLL","BBL Esports","Frenzy",7,555,"1.26"
"aimDLL","BBL Esports","Guardian",4,555,"0.72"
"aimDLL","BBL Esports","Marshal",3,555,"0.54"
"aimDLL","BBL Esports","Shorty",3,555,"0.54"
"aimDLL","BBL Esports","Stinger",1,555,"0.18"
"AsLanM4shadoW","BBL Esports","Vandal",252,555,"45.41"
"AsLanM4shadoW","BBL Esports","Phantom",89,555,"16.04"
"AsLanM4shadoW","BBL Esports","Classic",52,555,"9.37"
"AsLanM4shadoW","BBL Esports","Sheriff",45,555,"8.11"
"AsLanM4shadoW","BBL Esports","Spectre",42,555,"7.57"
"AsLanM4shadoW","BBL Esports","Ghost",39,555,"7.03"
"AsLanM4shadoW","BBL Esports","Guardian",20,555,"3.60"
"AsLanM4shadoW","BBL Esports","Operator",8,555,"1.44"
"AsLanM4shadoW","BBL Esports","Judge",5,555,"0.90"
"AsLanM4shadoW","BBL Esports","Shorty",2,555,"0.36"
"AsLanM4shadoW","BBL Esports","Frenzy",1,555,"0.18"
"CyderX","BBL Esports (si)","Phantom",42,77,"54.55"
"CyderX","BBL Esports (si)","Ghost",11,77,"14.29"
"CyderX","BBL Esports (si)","Spectre",10,77,"12.99"
"CyderX","BBL Esports (si)","Sheriff",7,77,"9.09"
"CyderX","BBL Esports (si)","Classic",4,77,"5.19"
"CyderX","BBL Esports (si)","Vandal",3,77,"3.90"
"Muj","BBL Esports (ex)","Marshal",9,41,"21.95"
"Muj","BBL Esports (ex)","Vandal",9,41,"21.95"
"Muj","BBL Esports (ex)","Phantom",7,41,"17.07"
"Muj","BBL Esports (ex)","Classic",4,41,"9.76"
"Muj","BBL Esports (ex)","Sheriff",4,41,"9.76"
"Muj","BBL Esports (ex)","Bulldog",2,41,"4.88"
"Muj","BBL Esports (ex)","Operator",2,41,"4.88"
"Muj","BBL Esports (ex)","Spectre",2,41,"4.88"
"Muj","BBL Esports (ex)","Ghost",1,41,"2.44"
"Muj","BBL Esports (ex)","Guardian",1,41,"2.44"
"pAura","BBL Esports (ex)","Vandal",232,478,"48.54"
"pAura","BBL Esports (ex)","Phantom",57,478,"11.92"
"pAura","BBL Esports (ex)","Spectre",57,478,"11.92"
"pAura","BBL Esports (ex)","Sheriff",47,478,"9.83"
"pAura","BBL Esports (ex)","Ghost",40,478,"8.37"
"pAura","BBL Esports (ex)","Classic",33,478,"6.90"
"pAura","BBL Esports (ex)","Bulldog",6,478,"1.26"
