,Ign,Team,Acs,Matches_x,Headshot %,Bodyshot %,Legshot %,Matches_y,Clutches,Clutch Failures,Damage,Defusals,Headshots,Kills,Deaths,Assists,Kd,Multikills,Plants,Spend,Player Id
589,Unnsto,EBRO Gaming (ex),162.0,11.0,18.91,75.38,5.69,11.0,3.0,11.0,24312.0,6.0,73.0,112.0,164.0,85.0,0.68,24.0,13.0,560350.0,3507
590,Gunny,GoNGo Prince,162.0,5.0,21.07,68.6,10.31,5.0,1.0,18.0,12357.0,2.0,47.0,59.0,86.0,27.0,0.69,12.0,10.0,293650.0,6619
591,myssen,Liberty,162.0,20.0,34.02,60.97,5.0,20.0,8.0,60.0,45933.0,6.0,231.0,246.0,297.0,103.0,0.83,54.0,44.0,1078550.0,986
592,WKN,Meta Gaming (ex),161.0,10.0,22.3,68.5,9.18,10.0,2.0,29.0,21679.0,3.0,85.0,110.0,157.0,71.0,0.7,21.0,33.0,540050.0,2781
593,redwater877,Team T5,161.0,22.0,23.59,67.13,9.27,22.0,5.0,34.0,47795.0,2.0,201.0,246.0,348.0,104.0,0.71,58.0,25.0,1175650.0,8058
594,Paint,Insomnia (ex),161.0,3.0,29.47,70.52,0.0,3.0,0.0,2.0,6195.0,2.0,28.0,30.0,48.0,10.0,0.63,7.0,4.0,135750.0,15639
595,NoriseN,REJECT (ex),160.0,21.0,30.82,65.03,4.14,21.0,8.0,34.0,45470.0,8.0,201.0,239.0,301.0,103.0,0.79,51.0,86.0,1061150.0,705
596,DippER,VPZ (ex),160.0,4.0,29.67,65.16,5.16,4.0,1.0,6.0,7923.0,2.0,46.0,39.0,61.0,19.0,0.64,11.0,1.0,178500.0,22697
597,DOGAO,Movistar Optix,160.0,13.0,18.24,75.12,6.63,13.0,1.0,13.0,28734.0,6.0,110.0,136.0,209.0,52.0,0.65,32.0,17.0,687350.0,4619
598,axeLuvY,Alter Ego (ex),160.0,22.0,26.4,65.47,8.11,22.0,15.0,74.0,47690.0,12.0,192.0,265.0,311.0,183.0,0.85,66.0,78.0,1159500.0,25261
599,GODLIKE,World Game Star (ex),160.0,57.0,27.61,63.6,8.78,57.0,8.0,85.0,122938.0,25.0,547.0,633.0,837.0,316.0,0.76,144.0,71.0,2898300.0,2687
600,pAura,BBL Esports (ex),159.0,22.0,27.76,66.36,5.86,22.0,5.0,48.0,50016.0,8.0,246.0,247.0,355.0,99.0,0.7,54.0,68.0,1228900.0,1749
601,GwangUh,Maru Gaming (ex),159.0,26.0,28.37,64.56,7.06,26.0,5.0,49.0,55248.0,9.0,265.0,295.0,362.0,177.0,0.81,66.0,47.0,1290000.0,6740
602,GwangUh,Tartarus (ex),142.0,16.0,26.05,65.26,8.68,14.0,5.0,18.0,24547.0,4.0,105.0,125.0,211.0,81.0,0.59,25.0,10.0,635100.0,6740
603,SEIDER,FunPlus Phoenix (si),159.0,10.0,37.83,57.09,5.06,10.0,2.0,28.0,22651.0,2.0,112.0,119.0,147.0,46.0,0.81,22.0,15.0,484550.0,1481
604,Rossy,TSM (ex),159.0,10.0,24.32,69.36,6.3,10.0,7.0,22.0,25118.0,6.0,108.0,122.0,159.0,62.0,0.77,26.0,42.0,556450.0,5305
605,frostmind,BOOM Esports (ex),158.0,27.0,30.5,66.98,2.51,27.0,9.0,68.0,57706.0,8.0,291.0,307.0,367.0,102.0,0.84,70.0,83.0,1295800.0,3361
606,Mited,FUSION,158.0,14.0,25.59,67.51,6.88,14.0,7.0,38.0,30277.0,6.0,130.0,156.0,226.0,92.0,0.69,31.0,31.0,744750.0,3578
607,RIPablo,IGZIST,158.0,19.0,25.54,70.12,4.33,19.0,9.0,42.0,36504.0,7.0,165.0,189.0,226.0,128.0,0.84,45.0,39.0,806900.0,1401
608,skyeSG,No Namers (ex),158.0,5.0,15.07,76.38,8.54,5.0,2.0,7.0,9517.0,2.0,30.0,53.0,75.0,35.0,0.71,8.0,10.0,228950.0,2275
609,Misaya,Sengoku Gaming,157.0,11.0,17.69,73.0,9.29,11.0,1.0,9.0,20649.0,8.0,80.0,111.0,151.0,53.0,0.74,26.0,38.0,512050.0,9540
610,dinkzj,Natus Vincere (ex),157.0,35.0,20.99,73.83,5.16,35.0,21.0,78.0,83240.0,16.0,329.0,420.0,535.0,176.0,0.79,83.0,64.0,1969000.0,2279
611,RELAXING,TRIDENT (ex),157.0,2.0,24.63,71.01,4.34,2.0,1.0,6.0,3786.0,1.0,17.0,16.0,31.0,19.0,0.52,2.0,2.0,93900.0,23104
612,shelbyN,EBRO Gaming (ex),156.0,11.0,28.72,65.69,5.58,11.0,2.0,37.0,23341.0,3.0,108.0,125.0,168.0,64.0,0.74,24.0,18.0,547050.0,4791
613,roseaufy,Persija Esports,156.0,16.0,19.27,72.66,8.05,16.0,13.0,62.0,38350.0,9.0,122.0,196.0,255.0,90.0,0.77,44.0,16.0,858100.0,6834
614,poem,IGZIST,155.0,19.0,24.63,63.44,11.91,19.0,8.0,23.0,36873.0,10.0,153.0,190.0,257.0,103.0,0.74,47.0,57.0,895000.0,2049
615,Majestyy,FW Esports,154.0,5.0,23.16,68.92,7.9,5.0,1.0,10.0,10336.0,2.0,41.0,62.0,79.0,24.0,0.78,13.0,25.0,273300.0,13608
616,Dispenser,Team Secret,154.0,20.0,20.02,72.84,7.13,20.0,7.0,30.0,40168.0,6.0,174.0,206.0,273.0,88.0,0.75,42.0,26.0,944500.0,2674
617,Solution,FUSION (ex),154.0,4.0,21.09,71.09,7.81,4.0,1.0,9.0,8042.0,1.0,27.0,32.0,64.0,18.0,0.5,8.0,5.0,180150.0,23698
618,Dszera,Team Vikings (ex),154.0,9.0,26.22,64.34,9.42,9.0,4.0,29.0,17297.0,4.0,64.0,80.0,132.0,44.0,0.61,22.0,18.0,415250.0,181
619,ec1s,100 Thieves (ex),153.0,5.0,24.56,66.66,8.77,5.0,0.0,8.0,10177.0,2.0,42.0,50.0,76.0,35.0,0.66,11.0,4.0,252950.0,923
620,Biju,IXA (ex),153.0,5.0,20.1,73.86,6.03,5.0,1.0,19.0,10774.0,1.0,40.0,51.0,82.0,26.0,0.62,8.0,12.0,258600.0,18387
621,hypathor,Oblivion Force,153.0,4.0,22.37,65.73,11.88,4.0,2.0,10.0,9529.0,4.0,32.0,48.0,65.0,17.0,0.74,14.0,6.0,216400.0,22286
622,Machao,DetonatioN Gaming White (ex),151.0,2.0,20.0,72.3,7.69,2.0,0.0,5.0,4009.0,1.0,13.0,23.0,27.0,19.0,0.85,4.0,1.0,112050.0,23147
623,JhoW,Keyd Stars (ex),151.0,25.0,14.84,75.41,9.73,25.0,7.0,58.0,53118.0,14.0,177.0,282.0,365.0,154.0,0.77,57.0,62.0,1360950.0,1661
624,CyderX,SuperMassive (ex),149.0,11.0,30.13,62.19,7.67,11.0,4.0,33.0,26085.0,5.0,110.0,116.0,173.0,65.0,0.67,20.0,15.0,610350.0,9642
625,CyderX,BBL Esports (si),123.0,4.0,23.89,69.02,7.07,4.0,0.0,16.0,6057.0,1.0,27.0,28.0,60.0,29.0,0.47,1.0,8.0,181450.0,9642
626,Yacine,Guild Esports,149.0,7.0,15.85,78.96,5.18,7.0,1.0,6.0,16335.0,4.0,55.0,86.0,128.0,41.0,0.67,18.0,20.0,458400.0,406
627,Veroneze,Team Vikings (ex),148.0,9.0,22.43,71.86,5.7,9.0,1.0,13.0,15943.0,2.0,59.0,81.0,142.0,31.0,0.57,12.0,4.0,400300.0,1159
628,侵略者,ややーず,148.0,2.0,14.67,71.55,13.76,2.0,1.0,5.0,4219.0,1.0,16.0,24.0,30.0,12.0,0.8,6.0,10.0,114850.0,9552
629,Kaspe,BIG (ex),147.0,13.0,21.65,71.85,6.49,13.0,1.0,29.0,27076.0,3.0,110.0,137.0,199.0,79.0,0.69,26.0,11.0,695400.0,4956
630,RHZ,Keyd Stars (ex),147.0,35.0,24.2,68.74,7.04,29.0,13.0,55.0,62240.0,16.0,237.0,338.0,438.0,193.0,0.77,59.0,55.0,1560550.0,957
631,kiles,Acend (ex),145.0,13.0,26.65,68.24,5.1,13.0,2.0,28.0,26342.0,2.0,141.0,130.0,194.0,69.0,0.67,28.0,20.0,651650.0,3208
632,Frosty,Knights (ex),145.0,17.0,31.85,63.52,4.62,17.0,8.0,23.0,34072.0,9.0,179.0,179.0,259.0,57.0,0.69,37.0,26.0,883400.0,30748
633,Rawkus,Sentinels (ex),144.0,6.0,21.17,72.52,6.3,6.0,4.0,15.0,11957.0,5.0,47.0,62.0,99.0,44.0,0.63,12.0,14.0,334300.0,370
634,Wonjina,Next eSports,142.0,4.0,20.39,67.1,12.5,4.0,0.0,6.0,7628.0,2.0,31.0,41.0,61.0,21.0,0.67,8.0,10.0,204250.0,22839
635,DxN,No Namers (ex),142.0,5.0,18.88,76.11,5.0,5.0,1.0,10.0,9682.0,1.0,34.0,46.0,78.0,14.0,0.59,9.0,1.0,249850.0,6610
636,Flash,Rex Regum Qeon,140.0,1.0,23.25,76.74,0.0,1.0,0.0,2.0,2776.0,1.0,10.0,14.0,23.0,7.0,0.61,3.0,5.0,85450.0,9125
637,AztKk,FUSION (ex),134.0,4.0,28.57,60.2,11.22,4.0,0.0,7.0,6550.0,1.0,28.0,28.0,62.0,30.0,0.45,5.0,9.0,185150.0,1428
638,HellrangeR,Global Esports,134.0,5.0,26.82,67.68,5.48,5.0,1.0,16.0,9017.0,3.0,44.0,51.0,73.0,30.0,0.7,13.0,11.0,256500.0,2899
639,Poach,FaZe Clan (ex),132.0,2.0,30.43,59.42,10.14,2.0,0.0,9.0,3644.0,1.0,21.0,20.0,29.0,8.0,0.69,6.0,1.0,94550.0,394
640,Toto,GyoGun,128.0,2.0,26.08,65.21,8.69,2.0,0.0,5.0,2821.0,1.0,12.0,15.0,29.0,9.0,0.52,2.0,9.0,81700.0,23149
641,Melofovia,DetonatioN Gaming White (ex),125.0,3.0,21.01,66.66,12.31,3.0,0.0,3.0,5177.0,1.0,29.0,24.0,40.0,9.0,0.6,4.0,3.0,147800.0,23141
642,Gabriel,AWS,113.0,2.0,24.39,70.73,4.87,2.0,0.0,2.0,2389.0,1.0,10.0,11.0,28.0,7.0,0.39,2.0,3.0,80450.0,15548
643,YAYA,ややーず,111.0,2.0,25.0,65.9,9.09,2.0,2.0,4.0,3214.0,1.0,11.0,16.0,34.0,12.0,0.47,2.0,3.0,109750.0,9561
644,Pa1n,Focus e-Sports,104.0,2.0,39.39,54.54,6.06,2.0,1.0,9.0,2714.0,1.0,13.0,14.0,31.0,3.0,0.45,1.0,3.0,90050.0,23154
645,zeek,Team Heretics,190.0,28.0,19.3,70.57,10.12,28.0,5.0,42.0,71475.0,7.0,265.0,381.0,436.0,207.0,0.87,97.0,45.0,1510750.0,2391
646,Boo,Team Heretics,192.0,12.0,29.01,60.69,10.28,12.0,10.0,31.0,30563.0,5.0,141.0,163.0,159.0,73.0,1.03,44.0,19.0,583050.0,2305
647,Leo,Guild Esports (ex),220.0,54.0,22.5,69.44,8.05,54.0,18.0,154.0,171933.0,30.0,648.0,903.0,751.0,392.0,1.2,221.0,51.0,3019500.0,449
648,こころん,looking for a name,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,23135
649,2KY,SchwarzerLand,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,15568
650,40pingSterry,SETOUCHI ENLIFE,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,15629
651,AcMe,CNJ Esports,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,6623
652,Akame,Jadeite,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,12282
653,Alex,No Team,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,6704
654,Anna,Short Team,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,15380
655,Art,Jadeite,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,9539
656,Ask,Reignite,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,25129
657,Asuna,100 Thieves,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,763
658,azuma,No Team,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,15558
659,B1ngSu,OP.GG SPORTS,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,10178
660,BabyJ,Team iiTzTimmy,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,588
661,badzw,Optix,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,18848
662,Brinks,TropiCaos,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,1113
663,chase,TBK Esports,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,4747
664,Citrus7,SchwarzerLand,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,15590
665,ClarK,KIDZONE,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,15724
666,coco,Oasis Gaming,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,9067
667,Creative,GoNGo Prince,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,12340
668,cuda,No Team,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,3497
669,Daicute,TTT,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,502
670,Dani,No Team,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,555
671,Danielesflo,Team Cruelty,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,3269
672,Darker,FUSION,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,9394
673,Defectio,Savior e-sports,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,18858
674,Delta,Tartarus,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,18837
675,dzii,Hey! Yakiniku,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,16660
676,Envy,No Team,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,8948
677,Estrella,Dplus Esports,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,22699
678,Ethan,Evil Geniuses,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,10253
679,fiN,SYSTEM e-Sports,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,23138
680,Frosty,No Team,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,3894
681,GLAB zey,Gamelab Alpha,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,340
682,H1K,SchwarzerLand,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,23163
683,Haner,No Team,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,23132
684,Harry,HolyMolly,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,1810
685,Haxball,VPZ,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,22698
686,hiyokomaru,SYSTEM e-Sports,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,13511
687,jcStani,No Team,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,1175
688,Junseo,Next eSports,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,22840
689,K1LLERS,Fancy United Esports,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,3690
690,KadosuK,No Team,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,23151
691,KAMEReon,thirst for victory,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,23161
692,Kant,MangoJuice,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,6695
693,KappA,Global Esports,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,1652
694,Kei,looking for a name,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,15578
695,Khalil,FURIA,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,2749
696,killua,FULL SENSE,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,13609
697,Knight,Pentagon,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,10181
698,kurtesy,Oasis Gaming,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,9065
