"Team","Map Id","Map","Condition","Attacking Wins","Attacking Losses","Defending Wins","Defending Losses"
"Rex Regum Qeon",3,"Bind","kills (post-plant)",0,0,0,5
"Rex Regum Qeon",3,"Bind","kills (pre-plant)",0,4,1,1
"Rex Regum Qeon",8,"Breeze","bomb",1,0,0,0
"Rex Regum Qeon",8,"Breeze","defuse",0,2,2,0
"Rex Regum Qeon",8,"Breeze","kills (post-plant)",6,0,0,3
"Rex Regum Qeon",8,"Breeze","kills (pre-plant)",0,3,2,5
"Rex Regum Qeon",7,"Haven","bomb",1,0,0,3
"Rex Regum Qeon",7,"Haven","defuse",0,6,4,0
"Rex Regum Qeon",7,"Haven","kills (post-plant)",7,0,0,5
"Rex Regum Qeon",7,"Haven","kills (pre-plant)",1,2,4,6
"Rex Regum Qeon",4,"Icebox","defuse",0,4,0,0
"Rex Regum Qeon",4,"Icebox","kills (post-plant)",0,0,0,3
"Rex Regum Qeon",4,"Icebox","kills (pre-plant)",3,5,1,1
"Rex Regum Qeon",4,"Icebox","time",0,0,1,0
"Rex Regum Qeon",2,"Split","bomb",1,0,0,1
"Rex Regum Qeon",2,"Split","defuse",0,4,4,0
"Rex Regum Qeon",2,"Split","kills (post-plant)",12,0,0,2
"Rex Regum Qeon",2,"Split","kills (pre-plant)",2,5,7,3
"Rise",1,"Ascent","bomb",2,0,0,0
"Rise",1,"Ascent","defuse",0,7,3,0
"Rise",1,"Ascent","kills (post-plant)",4,0,0,6
"Rise",1,"Ascent","kills (pre-plant)",1,6,12,3
"Rise",3,"Bind","bomb",3,0,0,0
"Rise",3,"Bind","defuse",0,10,5,0
"Rise",3,"Bind","kills (post-plant)",9,0,0,15
"Rise",3,"Bind","kills (pre-plant)",2,8,8,2
"Rise",3,"Bind","time",0,1,2,0
"Rise",8,"Breeze","bomb",1,0,0,3
"Rise",8,"Breeze","defuse",0,1,1,0
"Rise",8,"Breeze","kills (post-plant)",2,0,0,5
"Rise",8,"Breeze","kills (pre-plant)",0,3,2,1
"Rise",9,"Fracture","bomb",1,0,0,4
"Rise",9,"Fracture","defuse",0,7,9,0
"Rise",9,"Fracture","kills (post-plant)",6,0,0,13
"Rise",9,"Fracture","kills (pre-plant)",4,8,4,6
"Rise",9,"Fracture","time",0,1,0,0
"Rise",7,"Haven","bomb",3,0,0,4
"Rise",7,"Haven","defuse",0,9,1,0
"Rise",7,"Haven","kills (post-plant)",9,0,0,6
"Rise",7,"Haven","kills (pre-plant)",4,10,11,5
"Rise",7,"Haven","time",0,1,0,0
"SCARZ",1,"Ascent","bomb",2,0,0,2
"SCARZ",1,"Ascent","defuse",0,7,9,0
"SCARZ",1,"Ascent","kills (post-plant)",3,0,0,7
"SCARZ",1,"Ascent","kills (pre-plant)",0,6,2,3
"SCARZ",1,"Ascent","time",0,1,1,0
"SCARZ",8,"Breeze","bomb",0,0,0,2
"SCARZ",8,"Breeze","defuse",0,4,4,0
"SCARZ",8,"Breeze","kills (post-plant)",6,0,0,2
"SCARZ",8,"Breeze","kills (pre-plant)",0,2,3,1
"SCARZ",7,"Haven","bomb",3,0,0,2
"SCARZ",7,"Haven","defuse",0,3,4,0
"SCARZ",7,"Haven","kills (post-plant)",3,0,0,5
"SCARZ",7,"Haven","kills (pre-plant)",3,9,8,4
"SCARZ",7,"Haven","time",0,0,1,0
"SchwarzerLand",1,"Ascent","defuse",0,2,0,0
"SchwarzerLand",1,"Ascent","kills (post-plant)",1,0,0,2
"SchwarzerLand",1,"Ascent","kills (pre-plant)",0,9,0,0
"SchwarzerLand",4,"Icebox","defuse",0,1,1,0
"SchwarzerLand",4,"Icebox","kills (post-plant)",3,0,0,4
"SchwarzerLand",4,"Icebox","kills (pre-plant)",0,8,3,0
"Sengoku Gaming",1,"Ascent","bomb",1,0,0,0
"Sengoku Gaming",1,"Ascent","defuse",0,2,0,0
"Sengoku Gaming",1,"Ascent","kills (post-plant)",1,0,0,1
"Sengoku Gaming",1,"Ascent","kills (pre-plant)",0,7,0,2
"Sengoku Gaming",1,"Ascent","time",0,1,0,0
"Sengoku Gaming",3,"Bind","bomb",2,0,0,0
"Sengoku Gaming",3,"Bind","defuse",0,6,4,0
"Sengoku Gaming",3,"Bind","kills (post-plant)",1,0,0,6
"Sengoku Gaming",3,"Bind","kills (pre-plant)",1,1,2,0
"Sengoku Gaming",8,"Breeze","bomb",0,0,0,3
"Sengoku Gaming",8,"Breeze","defuse",0,5,2,0
"Sengoku Gaming",8,"Breeze","kills (post-plant)",0,0,0,2
"Sengoku Gaming",8,"Breeze","kills (pre-plant)",0,3,3,0
"Sengoku Gaming",8,"Breeze","time",0,0,2,0
"Sengoku Gaming",9,"Fracture","bomb",1,0,0,0
"Sengoku Gaming",9,"Fracture","defuse",0,1,0,0
"Sengoku Gaming",9,"Fracture","kills (post-plant)",6,0,0,1
"Sengoku Gaming",9,"Fracture","kills (pre-plant)",2,2,4,0
"Sengoku Gaming",7,"Haven","bomb",1,0,0,2
"Sengoku Gaming",7,"Haven","defuse",0,9,8,0
"Sengoku Gaming",7,"Haven","kills (post-plant)",8,0,0,7
"Sengoku Gaming",7,"Haven","kills (pre-plant)",2,6,6,3
"Sengoku Gaming",7,"Haven","time",0,2,1,0
"Sengoku Gaming",4,"Icebox","bomb",2,0,0,5
"Sengoku Gaming",4,"Icebox","defuse",0,7,15,0
"Sengoku Gaming",4,"Icebox","kills (post-plant)",10,0,0,11
"Sengoku Gaming",4,"Icebox","kills (pre-plant)",0,3,10,6
"Sengoku Gaming",4,"Icebox","time",0,0,1,0
"Sentinels",1,"Ascent","bomb",4,0,0,3
"Sentinels",1,"Ascent","defuse",0,14,14,0
"Sentinels",1,"Ascent","kills (post-plant)",10,0,0,27
"Sentinels",1,"Ascent","kills (pre-plant)",5,26,19,9
"Sentinels",1,"Ascent","time",0,1,2,0
"Sentinels",3,"Bind","bomb",3,0,0,6
"Sentinels",3,"Bind","defuse",0,17,16,0
"Sentinels",3,"Bind","kills (post-plant)",22,0,0,16
"Sentinels",3,"Bind","kills (pre-plant)",4,28,21,4
"Sentinels",3,"Bind","time",0,3,0,0
"Sentinels",8,"Breeze","bomb",3,0,0,4
"Sentinels",8,"Breeze","defuse",0,13,11,0
"Sentinels",8,"Breeze","kills (post-plant)",17,0,0,13
"Sentinels",8,"Breeze","kills (pre-plant)",1,12,18,3
"Sentinels",8,"Breeze","time",0,3,1,0
"Sentinels",9,"Fracture","bomb",6,0,0,8
"Sentinels",9,"Fracture","defuse",0,24,22,0
"Sentinels",9,"Fracture","kills (post-plant)",30,0,0,38
"Sentinels",9,"Fracture","kills (pre-plant)",9,28,30,16
"Sentinels",9,"Fracture","time",0,2,1,0
"Sentinels",7,"Haven","bomb",5,0,0,6
"Sentinels",7,"Haven","defuse",0,21,20,0
"Sentinels",7,"Haven","kills (post-plant)",25,0,0,29
"Sentinels",7,"Haven","kills (pre-plant)",17,24,19,13
"Sentinels",7,"Haven","time",0,1,0,0
"Sentinels",4,"Icebox","bomb",5,0,0,4
"Sentinels",4,"Icebox","defuse",0,9,9,0
"Sentinels",4,"Icebox","kills (post-plant)",8,0,0,25
"Sentinels",4,"Icebox","kills (pre-plant)",2,13,8,3
"Sentinels",4,"Icebox","time",0,0,1,0
"SETOUCHI ENLIFE",8,"Breeze","bomb",1,0,0,2
"SETOUCHI ENLIFE",8,"Breeze","defuse",0,1,3,0
"SETOUCHI ENLIFE",8,"Breeze","kills (post-plant)",2,0,0,6
"SETOUCHI ENLIFE",8,"Breeze","kills (pre-plant)",1,2,0,1
"SETOUCHI ENLIFE",8,"Breeze","time",0,1,0,0
"SETOUCHI ENLIFE",4,"Icebox","defuse",0,4,0,0
"SETOUCHI ENLIFE",4,"Icebox","kills (pre-plant)",1,6,0,2
"SETOUCHI ENLIFE",4,"Icebox","time",0,1,0,0
"Sharks Esports",1,"Ascent","bomb",3,0,0,2
"Sharks Esports",1,"Ascent","defuse",0,1,1,0
"Sharks Esports",1,"Ascent","kills (post-plant)",1,0,0,2
"Sharks Esports",1,"Ascent","kills (pre-plant)",0,6,4,1
"Sharks Esports",1,"Ascent","time",0,1,0,0
"Sharks Esports",8,"Breeze","bomb",4,0,0,4
"Sharks Esports",8,"Breeze","defuse",0,5,6,0
"Sharks Esports",8,"Breeze","kills (post-plant)",6,0,0,6
"Sharks Esports",8,"Breeze","kills (pre-plant)",2,6,4,2
"Sharks Esports",9,"Fracture","bomb",1,0,0,2
"Sharks Esports",9,"Fracture","defuse",0,1,2,0
"Sharks Esports",9,"Fracture","kills (post-plant)",6,0,0,11
"Sharks Esports",9,"Fracture","kills (pre-plant)",3,5,4,4
"Sharks Esports",9,"Fracture","time",0,0,1,0
"Sharks Esports",7,"Haven","bomb",2,0,0,2
"Sharks Esports",7,"Haven","defuse",0,1,3,0
"Sharks Esports",7,"Haven","kills (post-plant)",1,0,0,5
"Sharks Esports",7,"Haven","kills (pre-plant)",2,4,2,0
"Sharks Esports",7,"Haven","time",0,1,0,0
"Sharks Esports",4,"Icebox","bomb",3,0,0,5
"Sharks Esports",4,"Icebox","defuse",0,5,3,0
"Sharks Esports",4,"Icebox","kills (post-plant)",8,0,0,9
"Sharks Esports",4,"Icebox","kills (pre-plant)",5,8,8,7
"Sharks Esports",4,"Icebox","time",0,1,1,0
"Shopify Rebellion",1,"Ascent","defuse",0,2,3,0
"Shopify Rebellion",1,"Ascent","kills (post-plant)",6,0,0,5
"Shopify Rebellion",1,"Ascent","kills (pre-plant)",0,4,1,2
"Shopify Rebellion",8,"Breeze","defuse",0,1,3,0
"Shopify Rebellion",8,"Breeze","kills (post-plant)",1,0,0,5
"Shopify Rebellion",8,"Breeze","kills (pre-plant)",0,7,3,0
"Shopify Rebellion",8,"Breeze","time",0,0,1,0
"Shopify Rebellion",9,"Fracture","bomb",3,0,0,2
"Shopify Rebellion",9,"Fracture","defuse",0,6,8,0
"Shopify Rebellion",9,"Fracture","kills (post-plant)",12,0,0,11
"Shopify Rebellion",9,"Fracture","kills (pre-plant)",2,9,5,6
"South Built Esports",1,"Ascent","bomb",3,0,0,2
"South Built Esports",1,"Ascent","defuse",0,11,2,0
"South Built Esports",1,"Ascent","kills (post-plant)",7,0,0,10
"South Built Esports",1,"Ascent","kills (pre-plant)",5,20,23,3
"South Built Esports",1,"Ascent","time",0,1,1,0
"South Built Esports",8,"Breeze","bomb",5,0,0,2
"South Built Esports",8,"Breeze","defuse",0,6,3,0
"South Built Esports",8,"Breeze","kills (post-plant)",5,0,0,11
"South Built Esports",8,"Breeze","kills (pre-plant)",4,3,1,4
"South Built Esports",7,"Haven","bomb",5,0,0,3
"South Built Esports",7,"Haven","defuse",0,4,5,0
"South Built Esports",7,"Haven","kills (post-plant)",12,0,0,8
"South Built Esports",7,"Haven","kills (pre-plant)",6,4,7,5
"South Built Esports",4,"Icebox","bomb",1,0,0,0
"South Built Esports",4,"Icebox","defuse",0,4,3,0
"South Built Esports",4,"Icebox","kills (post-plant)",3,0,0,2
"South Built Esports",4,"Icebox","kills (pre-plant)",1,3,4,0
"South Built Esports",4,"Icebox","time",0,0,1,0
"South Built Esports",2,"Split","bomb",3,0,0,1
"South Built Esports",2,"Split","defuse",0,1,2,0
"South Built Esports",2,"Split","kills (post-plant)",1,0,0,4
"South Built Esports",2,"Split","kills (pre-plant)",0,3,1,4
"Spear Gaming",1,"Ascent","bomb",9,0,0,4
"Spear Gaming",1,"Ascent","defuse",0,10,7,0
"Spear Gaming",1,"Ascent","kills (post-plant)",18,0,0,14
"Spear Gaming",1,"Ascent","kills (pre-plant)",4,18,4,2
"Spear Gaming",1,"Ascent","time",0,1,3,0
"Spear Gaming",3,"Bind","bomb",5,0,0,6
"Spear Gaming",3,"Bind","defuse",0,10,11,0
"Spear Gaming",3,"Bind","kills (post-plant)",19,0,0,27
"Spear Gaming",3,"Bind","kills (pre-plant)",6,23,12,3
"Spear Gaming",3,"Bind","time",0,2,1,0
"Spear Gaming",8,"Breeze","bomb",4,0,0,3
"Spear Gaming",8,"Breeze","defuse",0,8,9,0
"Spear Gaming",8,"Breeze","kills (post-plant)",19,0,0,12
"Spear Gaming",8,"Breeze","kills (pre-plant)",1,15,11,5
"Spear Gaming",8,"Breeze","time",0,1,0,0
"Spear Gaming",9,"Fracture","bomb",2,0,0,5
"Spear Gaming",9,"Fracture","defuse",0,10,10,0
"Spear Gaming",9,"Fracture","kills (post-plant)",12,0,0,19
"Spear Gaming",9,"Fracture","kills (pre-plant)",4,15,3,6
"Spear Gaming",9,"Fracture","time",0,3,3,0
"Spear Gaming",7,"Haven","bomb",2,0,0,7
"Spear Gaming",7,"Haven","defuse",0,16,10,0
"Spear Gaming",7,"Haven","kills (post-plant)",11,0,0,15
"Spear Gaming",7,"Haven","kills (pre-plant)",4,14,11,6
"Spear Gaming",7,"Haven","time",0,1,1,0
"Spear Gaming",4,"Icebox","bomb",1,0,0,2
"Spear Gaming",4,"Icebox","defuse",0,2,1,0
"Spear Gaming",4,"Icebox","kills (post-plant)",4,0,0,4
"Spear Gaming",4,"Icebox","kills (pre-plant)",2,2,5,0
"Spear Gaming",4,"Icebox","time",0,1,0,0
"Spear Gaming",2,"Split","bomb",4,0,0,3
"Spear Gaming",2,"Split","defuse",0,7,2,0
"Spear Gaming",2,"Split","kills (post-plant)",14,0,0,13
"Spear Gaming",2,"Split","kills (pre-plant)",1,17,14,5
"Spear Gaming",2,"Split","time",0,3,3,0
"Stars Horizon",1,"Ascent","bomb",4,0,0,2
"Stars Horizon",1,"Ascent","defuse",0,1,2,0
"Stars Horizon",1,"Ascent","kills (post-plant)",4,0,0,3
"Stars Horizon",1,"Ascent","kills (pre-plant)",0,3,2,2
"Stars Horizon",1,"Ascent","time",0,0,1,0
"Stars Horizon",3,"Bind","bomb",1,0,0,1
"Stars Horizon",3,"Bind","defuse",0,2,1,0
"Stars Horizon",3,"Bind","kills (post-plant)",3,0,0,6
"Stars Horizon",3,"Bind","kills (pre-plant)",2,1,2,2
"Stars Horizon",3,"Bind","time",0,1,0,0
"Stars Horizon",8,"Breeze","bomb",0,0,0,2
"Stars Horizon",8,"Breeze","defuse",0,1,0,0
"Stars Horizon",8,"Breeze","kills (post-plant)",0,0,0,7
"Stars Horizon",8,"Breeze","kills (pre-plant)",0,3,3,0
"Stars Horizon",9,"Fracture","bomb",3,0,0,3
"Stars Horizon",9,"Fracture","defuse",0,3,5,0
"Stars Horizon",9,"Fracture","kills (post-plant)",8,0,0,9
"Stars Horizon",9,"Fracture","kills (pre-plant)",1,14,3,7
"Stars Horizon",9,"Fracture","time",0,3,0,0
"Stars Horizon",7,"Haven","bomb",0,0,0,1
"Stars Horizon",7,"Haven","defuse",0,3,0,0
"Stars Horizon",7,"Haven","kills (post-plant)",2,0,0,3
"Stars Horizon",7,"Haven","kills (pre-plant)",1,6,3,0
"Stars Horizon",4,"Icebox","bomb",2,0,0,1
"Stars Horizon",4,"Icebox","defuse",0,1,1,0
"Stars Horizon",4,"Icebox","kills (post-plant)",1,0,0,6
"Stars Horizon",4,"Icebox","kills (pre-plant)",0,5,2,0
"Stars Horizon",4,"Icebox","time",0,0,2,0
"Storks Phalanx",8,"Breeze","bomb",1,0,0,1
"Storks Phalanx",8,"Breeze","defuse",0,4,2,0
"Storks Phalanx",8,"Breeze","kills (post-plant)",3,0,0,1
"Storks Phalanx",8,"Breeze","kills (pre-plant)",0,2,5,1
"Storks Phalanx",8,"Breeze","time",0,0,2,0
"Storks Phalanx",4,"Icebox","defuse",0,4,0,0
"Storks Phalanx",4,"Icebox","kills (post-plant)",5,0,0,7
"Storks Phalanx",4,"Icebox","kills (pre-plant)",2,1,2,1
"Storks Phalanx",2,"Split","bomb",5,0,0,3
"Storks Phalanx",2,"Split","defuse",0,5,4,0
"Storks Phalanx",2,"Split","kills (post-plant)",10,0,0,12
"Storks Phalanx",2,"Split","kills (pre-plant)",1,3,5,1
"Storks Phalanx",2,"Split","time",0,1,0,0
"SunXet Club",1,"Ascent","bomb",0,0,0,2
"SunXet Club",1,"Ascent","defuse",0,7,8,0
"SunXet Club",1,"Ascent","kills (post-plant)",7,0,0,10
"SunXet Club",1,"Ascent","kills (pre-plant)",8,14,5,2
"SunXet Club",1,"Ascent","time",0,1,2,0
"SunXet Club",3,"Bind","defuse",0,5,2,0
"SunXet Club",3,"Bind","kills (post-plant)",7,0,0,7
"SunXet Club",3,"Bind","kills (pre-plant)",2,11,5,2
"SunXet Club",3,"Bind","time",0,2,0,0
"SunXet Club",8,"Breeze","bomb",2,0,0,4
"SunXet Club",8,"Breeze","defuse",0,7,4,0
"SunXet Club",8,"Breeze","kills (post-plant)",5,0,0,14
"SunXet Club",8,"Breeze","kills (pre-plant)",2,21,16,6
"SunXet Club",8,"Breeze","time",0,0,2,0
"SunXet Club",4,"Icebox","bomb",2,0,0,1
"SunXet Club",4,"Icebox","defuse",0,3,1,0
"SunXet Club",4,"Icebox","kills (post-plant)",2,0,0,10
"SunXet Club",4,"Icebox","kills (pre-plant)",6,11,3,1
"SunXet Club",4,"Icebox","time",0,0,1,0
"SuperMassive",1,"Ascent","bomb",1,0,0,3
"SuperMassive",1,"Ascent","defuse",0,3,1,0
"SuperMassive",1,"Ascent","kills (post-plant)",8,0,0,9
"SuperMassive",1,"Ascent","kills (pre-plant)",2,11,4,1
"SuperMassive",3,"Bind","bomb",0,0,0,3
"SuperMassive",3,"Bind","defuse",0,0,1,0
"SuperMassive",3,"Bind","kills (post-plant)",0,0,0,5
"SuperMassive",3,"Bind","kills (pre-plant)",0,5,3,0
"SuperMassive",8,"Breeze","bomb",0,0,0,4
"SuperMassive",8,"Breeze","defuse",0,0,1,0
"SuperMassive",8,"Breeze","kills (post-plant)",0,0,0,5
"SuperMassive",8,"Breeze","kills (pre-plant)",0,2,0,2
"SuperMassive",7,"Haven","bomb",4,0,0,1
"SuperMassive",7,"Haven","defuse",0,4,2,0
"SuperMassive",7,"Haven","kills (post-plant)",5,0,0,9
"SuperMassive",7,"Haven","kills (pre-plant)",5,6,6,3
"SuperMassive",7,"Haven","time",0,0,1,0
"SuperMassive",4,"Icebox","bomb",5,0,0,5
"SuperMassive",4,"Icebox","defuse",0,6,8,0
"SuperMassive",4,"Icebox","kills (post-plant)",11,0,0,15
"SuperMassive",4,"Icebox","kills (pre-plant)",2,14,8,3
"SuperMassive",4,"Icebox","time",0,2,2,0
"SuperMassive",2,"Split","bomb",2,0,0,5
"SuperMassive",2,"Split","defuse",0,3,7,0
"SuperMassive",2,"Split","kills (post-plant)",2,0,0,6
"SuperMassive",2,"Split","kills (pre-plant)",1,9,4,2
"SuperMassive",2,"Split","time",0,1,0,0
"SYSTEM e-Sports",8,"Breeze","defuse",0,1,1,0
"SYSTEM e-Sports",8,"Breeze","kills (post-plant)",1,0,0,7
"SYSTEM e-Sports",8,"Breeze","kills (pre-plant)",0,2,1,3
"SYSTEM e-Sports",7,"Haven","defuse",0,2,0,0
"SYSTEM e-Sports",7,"Haven","kills (pre-plant)",0,10,0,1
"Tartarus",1,"Ascent","bomb",1,0,0,3
"Tartarus",1,"Ascent","defuse",0,3,1,0
"Tartarus",1,"Ascent","kills (post-plant)",2,0,0,3
"Tartarus",1,"Ascent","kills (pre-plant)",0,1,2,3
"Tartarus",3,"Bind","bomb",1,0,0,2
"Tartarus",3,"Bind","defuse",0,5,3,0
"Tartarus",3,"Bind","kills (post-plant)",3,0,0,11
"Tartarus",3,"Bind","kills (pre-plant)",1,5,5,3
"Tartarus",8,"Breeze","bomb",3,0,0,4
"Tartarus",8,"Breeze","defuse",0,4,9,0
"Tartarus",8,"Breeze","kills (post-plant)",4,0,0,24
"Tartarus",8,"Breeze","kills (pre-plant)",1,13,7,4
"Tartarus",8,"Breeze","time",0,3,0,0
"Tartarus",9,"Fracture","bomb",1,0,0,0
"Tartarus",9,"Fracture","defuse",0,4,10,0
"Tartarus",9,"Fracture","kills (post-plant)",8,0,0,17
"Tartarus",9,"Fracture","kills (pre-plant)",4,11,12,3
"Tartarus",9,"Fracture","time",0,0,1,0
"Tartarus",7,"Haven","bomb",1,0,0,1
"Tartarus",7,"Haven","defuse",0,10,1,0
"Tartarus",7,"Haven","kills (post-plant)",5,0,0,5
"Tartarus",7,"Haven","kills (pre-plant)",1,6,5,3
"Tartarus",7,"Haven","time",0,1,0,0
"Tartarus",4,"Icebox","bomb",0,0,0,1
"Tartarus",4,"Icebox","defuse",0,4,2,0
"Tartarus",4,"Icebox","kills (post-plant)",0,0,0,4
"Tartarus",4,"Icebox","kills (pre-plant)",0,3,2,1
"Tartarus",4,"Icebox","time",0,0,2,0
"Tartarus",2,"Split","bomb",1,0,0,0
"Tartarus",2,"Split","defuse",0,2,3,0
"Tartarus",2,"Split","kills (post-plant)",7,0,0,8
"Tartarus",2,"Split","kills (pre-plant)",2,8,8,2
"Tartarus",2,"Split","time",0,1,1,0
"TBK Esports",1,"Ascent","bomb",10,0,0,10
"TBK Esports",1,"Ascent","defuse",0,18,27,0
"TBK Esports",1,"Ascent","kills (post-plant)",23,0,0,22
"TBK Esports",1,"Ascent","kills (pre-plant)",6,41,26,11
"TBK Esports",1,"Ascent","time",0,4,6,0
"TBK Esports",3,"Bind","bomb",6,0,0,12
"TBK Esports",3,"Bind","defuse",0,10,15,0
"TBK Esports",3,"Bind","kills (post-plant)",23,0,0,26
"TBK Esports",3,"Bind","kills (pre-plant)",4,20,30,3
"TBK Esports",3,"Bind","time",0,1,3,0
"TBK Esports",8,"Breeze","bomb",7,0,0,9
"TBK Esports",8,"Breeze","defuse",0,15,15,0
"TBK Esports",8,"Breeze","kills (post-plant)",16,0,0,23
"TBK Esports",8,"Breeze","kills (pre-plant)",4,18,16,4
"TBK Esports",8,"Breeze","time",0,3,0,0
"TBK Esports",9,"Fracture","bomb",8,0,0,2
"TBK Esports",9,"Fracture","defuse",0,9,16,0
"TBK Esports",9,"Fracture","kills (post-plant)",9,0,0,9
"TBK Esports",9,"Fracture","kills (pre-plant)",2,15,9,5
"TBK Esports",9,"Fracture","time",0,0,1,0
"TBK Esports",7,"Haven","bomb",10,0,0,13
"TBK Esports",7,"Haven","defuse",0,22,14,0
"TBK Esports",7,"Haven","kills (post-plant)",34,0,0,20
"TBK Esports",7,"Haven","kills (pre-plant)",8,18,23,10
"TBK Esports",7,"Haven","time",0,3,3,0
"TBK Esports",2,"Split","bomb",7,0,0,8
"TBK Esports",2,"Split","defuse",0,7,5,0
"TBK Esports",2,"Split","kills (post-plant)",11,0,0,9
"TBK Esports",2,"Split","kills (pre-plant)",7,12,9,3
"TBK Esports",2,"Split","time",0,4,4,0
"Team GP",1,"Ascent","bomb",1,0,0,2
"Team GP",1,"Ascent","defuse",0,1,2,0
"Team GP",1,"Ascent","kills (post-plant)",2,0,0,1
"Team GP",1,"Ascent","kills (pre-plant)",1,6,1,2
"Team GP",1,"Ascent","time",0,1,1,0
"Team GP",3,"Bind","bomb",0,0,0,1
"Team GP",3,"Bind","defuse",0,3,5,0
"Team GP",3,"Bind","kills (post-plant)",3,0,0,2
"Team GP",3,"Bind","kills (pre-plant)",1,4,3,0
"Team GP",3,"Bind","time",0,0,1,0
"Team GP",8,"Breeze","bomb",0,0,0,3
"Team GP",8,"Breeze","defuse",0,4,3,0
"Team GP",8,"Breeze","kills (post-plant)",0,0,0,5
"Team GP",8,"Breeze","kills (pre-plant)",0,0,0,1
"Team GP",7,"Haven","bomb",1,0,0,4
"Team GP",7,"Haven","defuse",0,4,7,0
"Team GP",7,"Haven","kills (post-plant)",7,0,0,10
"Team GP",7,"Haven","kills (pre-plant)",0,13,8,4
"Team GP",7,"Haven","time",0,0,1,0
"Team Liquid",1,"Ascent","bomb",9,0,0,14
"Team Liquid",1,"Ascent","defuse",0,16,14,0
"Team Liquid",1,"Ascent","kills (post-plant)",36,0,0,39
"Team Liquid",1,"Ascent","kills (pre-plant)",15,33,41,7
"Team Liquid",1,"Ascent","time",0,5,4,0
"Team Liquid",3,"Bind","bomb",8,0,0,22
"Team Liquid",3,"Bind","defuse",0,17,18,0
"Team Liquid",3,"Bind","kills (post-plant)",23,0,0,38
"Team Liquid",3,"Bind","kills (pre-plant)",12,30,28,9
"Team Liquid",3,"Bind","time",0,5,5,0
"Team Liquid",8,"Breeze","bomb",5,0,0,6
"Team Liquid",8,"Breeze","defuse",0,11,22,0
"Team Liquid",8,"Breeze","kills (post-plant)",23,0,0,22
"Team Liquid",8,"Breeze","kills (pre-plant)",6,24,25,4
"Team Liquid",8,"Breeze","time",0,1,6,0
"Team Liquid",9,"Fracture","bomb",7,0,0,8
"Team Liquid",9,"Fracture","defuse",0,12,14,0
"Team Liquid",9,"Fracture","kills (post-plant)",17,0,0,22
"Team Liquid",9,"Fracture","kills (pre-plant)",10,20,23,8
"Team Liquid",9,"Fracture","time",0,6,2,0
"Team Liquid",7,"Haven","bomb",8,0,0,17
"Team Liquid",7,"Haven","defuse",0,29,32,0
"Team Liquid",7,"Haven","kills (post-plant)",44,0,0,36
"Team Liquid",7,"Haven","kills (pre-plant)",20,31,44,11
"Team Liquid",7,"Haven","time",0,6,3,0
"Team Liquid",4,"Icebox","bomb",21,0,0,26
"Team Liquid",4,"Icebox","defuse",0,33,41,0
"Team Liquid",4,"Icebox","kills (post-plant)",53,0,0,39
"Team Liquid",4,"Icebox","kills (pre-plant)",13,28,34,12
"Team Liquid",4,"Icebox","time",0,6,5,0
"Team Liquid",10,"Pearl","bomb",0,0,0,4
"Team Liquid",10,"Pearl","defuse",0,1,2,0
"Team Liquid",10,"Pearl","kills (post-plant)",0,0,0,3
"Team Liquid",10,"Pearl","kills (pre-plant)",0,4,2,1
"Team Liquid",2,"Split","bomb",9,0,0,21
"Team Liquid",2,"Split","defuse",0,16,18,0
"Team Liquid",2,"Split","kills (post-plant)",49,0,0,38
"Team Liquid",2,"Split","kills (pre-plant)",19,40,39,7
"Team Liquid",2,"Split","time",0,15,5,0
"Team Secret",1,"Ascent","bomb",5,0,0,5
"Team Secret",1,"Ascent","defuse",0,8,11,0
"Team Secret",1,"Ascent","kills (post-plant)",18,0,0,13
"Team Secret",1,"Ascent","kills (pre-plant)",8,21,17,12
"Team Secret",1,"Ascent","time",0,2,2,0
"Team Secret",3,"Bind","bomb",1,0,0,3
"Team Secret",3,"Bind","defuse",0,3,3,0
"Team Secret",3,"Bind","kills (post-plant)",5,0,0,17
"Team Secret",3,"Bind","kills (pre-plant)",2,10,9,2
"Team Secret",8,"Breeze","bomb",4,0,0,4
"Team Secret",8,"Breeze","defuse",0,7,9,0
"Team Secret",8,"Breeze","kills (post-plant)",15,0,0,12
"Team Secret",8,"Breeze","kills (pre-plant)",5,10,16,3
"Team Secret",8,"Breeze","time",0,0,1,0
"Team Secret",9,"Fracture","bomb",0,0,0,1
"Team Secret",9,"Fracture","defuse",0,5,2,0
"Team Secret",9,"Fracture","kills (post-plant)",3,0,0,2
"Team Secret",9,"Fracture","kills (pre-plant)",1,2,5,2
"Team Secret",9,"Fracture","time",0,1,0,0
"Team Secret",7,"Haven","bomb",8,0,0,12
"Team Secret",7,"Haven","defuse",0,9,10,0
"Team Secret",7,"Haven","kills (post-plant)",21,0,0,20
"Team Secret",7,"Haven","kills (pre-plant)",10,20,21,7
"Team Secret",7,"Haven","time",0,1,1,0
"Team Secret",4,"Icebox","bomb",5,0,0,5
"Team Secret",4,"Icebox","defuse",0,10,11,0
"Team Secret",4,"Icebox","kills (post-plant)",9,0,0,18
"Team Secret",4,"Icebox","kills (pre-plant)",8,15,29,7
"Team Secret",4,"Icebox","time",0,0,2,0
"Team T5",1,"Ascent","bomb",3,0,0,4
"Team T5",1,"Ascent","defuse",0,14,1,0
"Team T5",1,"Ascent","kills (post-plant)",22,0,0,14
