"Team","Map Id","Map","Condition","Attacking Wins","Attacking Losses","Defending Wins","Defending Losses"
"LDN UTD",7,"Haven","kills (post-plant)",18,0,0,16
"LDN UTD",7,"Haven","kills (pre-plant)",2,7,12,2
"LDN UTD",7,"Haven","time",0,1,1,0
"LDN UTD",2,"Split","bomb",1,0,0,1
"LDN UTD",2,"Split","defuse",0,3,3,0
"LDN UTD",2,"Split","kills (post-plant)",3,0,0,5
"LDN UTD",2,"Split","kills (pre-plant)",1,14,10,3
"LDN UTD",2,"Split","time",0,0,2,0
"Leviatán",1,"Ascent","bomb",18,0,0,15
"Leviatán",1,"Ascent","defuse",0,16,32,0
"Leviatán",1,"Ascent","kills (post-plant)",50,0,0,35
"Leviatán",1,"Ascent","kills (pre-plant)",19,41,64,9
"Leviatán",1,"Ascent","time",0,13,6,0
"Leviatán",3,"Bind","bomb",8,0,0,13
"Leviatán",3,"Bind","defuse",0,25,20,0
"Leviatán",3,"Bind","kills (post-plant)",36,0,0,26
"Leviatán",3,"Bind","kills (pre-plant)",11,24,42,8
"Leviatán",3,"Bind","time",0,6,5,0
"Leviatán",8,"Breeze","bomb",6,0,0,9
"Leviatán",8,"Breeze","defuse",0,13,16,0
"Leviatán",8,"Breeze","kills (post-plant)",42,0,0,28
"Leviatán",8,"Breeze","kills (pre-plant)",12,29,33,13
"Leviatán",8,"Breeze","time",0,3,1,0
"Leviatán",9,"Fracture","bomb",2,0,0,7
"Leviatán",9,"Fracture","defuse",0,10,8,0
"Leviatán",9,"Fracture","kills (post-plant)",10,0,0,8
"Leviatán",9,"Fracture","kills (pre-plant)",2,3,18,6
"Leviatán",9,"Fracture","time",0,3,2,0
"Leviatán",7,"Haven","bomb",20,0,0,32
"Leviatán",7,"Haven","defuse",0,30,42,0
"Leviatán",7,"Haven","kills (post-plant)",65,0,0,51
"Leviatán",7,"Haven","kills (pre-plant)",27,33,50,14
"Leviatán",7,"Haven","time",0,12,4,0
"Leviatán",4,"Icebox","bomb",2,0,0,12
"Leviatán",4,"Icebox","defuse",0,13,23,0
"Leviatán",4,"Icebox","kills (post-plant)",17,0,0,16
"Leviatán",4,"Icebox","kills (pre-plant)",6,14,27,6
"Leviatán",4,"Icebox","time",0,2,1,0
"Leviatán",2,"Split","bomb",8,0,0,8
"Leviatán",2,"Split","defuse",0,11,8,0
"Leviatán",2,"Split","kills (post-plant)",23,0,0,21
"Leviatán",2,"Split","kills (pre-plant)",13,23,30,6
"Leviatán",2,"Split","time",0,5,6,0
"Liberty",1,"Ascent","bomb",1,0,0,6
"Liberty",1,"Ascent","defuse",0,5,7,0
"Liberty",1,"Ascent","kills (post-plant)",9,0,0,4
"Liberty",1,"Ascent","kills (pre-plant)",4,10,12,5
"Liberty",1,"Ascent","time",0,1,2,0
"Liberty",3,"Bind","bomb",2,0,0,6
"Liberty",3,"Bind","defuse",0,8,6,0
"Liberty",3,"Bind","kills (post-plant)",14,0,0,10
"Liberty",3,"Bind","kills (pre-plant)",2,12,8,4
"Liberty",3,"Bind","time",0,2,1,0
"Liberty",8,"Breeze","bomb",0,0,0,1
"Liberty",8,"Breeze","defuse",0,3,2,0
"Liberty",8,"Breeze","kills (post-plant)",5,0,0,4
"Liberty",8,"Breeze","kills (pre-plant)",1,3,1,2
"Liberty",9,"Fracture","bomb",6,0,0,4
"Liberty",9,"Fracture","defuse",0,8,6,0
"Liberty",9,"Fracture","kills (post-plant)",6,0,0,7
"Liberty",9,"Fracture","kills (pre-plant)",2,13,8,4
"Liberty",9,"Fracture","time",0,1,2,0
"Liberty",7,"Haven","bomb",1,0,0,4
"Liberty",7,"Haven","defuse",0,9,6,0
"Liberty",7,"Haven","kills (post-plant)",3,0,0,13
"Liberty",7,"Haven","kills (pre-plant)",1,9,11,1
"Liberty",7,"Haven","time",0,0,1,0
"Liberty",4,"Icebox","bomb",2,0,0,6
"Liberty",4,"Icebox","defuse",0,3,5,0
"Liberty",4,"Icebox","kills (post-plant)",10,0,0,5
"Liberty",4,"Icebox","kills (pre-plant)",3,2,4,4
"Liberty",2,"Split","bomb",9,0,0,4
"Liberty",2,"Split","defuse",0,8,10,0
"Liberty",2,"Split","kills (post-plant)",9,0,0,12
"Liberty",2,"Split","kills (pre-plant)",3,18,11,7
"Liberty",2,"Split","time",0,4,3,0
"looking for a name",3,"Bind","bomb",0,0,0,1
"looking for a name",3,"Bind","defuse",0,4,3,0
"looking for a name",3,"Bind","kills (post-plant)",6,0,0,4
"looking for a name",3,"Bind","kills (pre-plant)",0,2,1,2
"looking for a name",2,"Split","defuse",0,0,1,0
"looking for a name",2,"Split","kills (post-plant)",0,0,0,8
"looking for a name",2,"Split","kills (pre-plant)",1,3,1,2
"Los Grandes",1,"Ascent","bomb",4,0,0,4
"Los Grandes",1,"Ascent","defuse",0,5,1,0
"Los Grandes",1,"Ascent","kills (post-plant)",5,0,0,8
"Los Grandes",1,"Ascent","kills (pre-plant)",0,2,5,3
"Los Grandes",1,"Ascent","time",0,0,1,0
"Los Grandes",3,"Bind","bomb",3,0,0,1
"Los Grandes",3,"Bind","defuse",0,6,5,0
"Los Grandes",3,"Bind","kills (post-plant)",5,0,0,10
"Los Grandes",3,"Bind","kills (pre-plant)",1,5,1,3
"Los Grandes",3,"Bind","time",0,1,0,0
"Los Grandes",8,"Breeze","bomb",2,0,0,6
"Los Grandes",8,"Breeze","defuse",0,7,3,0
"Los Grandes",8,"Breeze","kills (post-plant)",3,0,0,16
"Los Grandes",8,"Breeze","kills (pre-plant)",0,6,6,4
"Los Grandes",8,"Breeze","time",0,0,1,0
"Los Grandes",9,"Fracture","bomb",2,0,0,1
"Los Grandes",9,"Fracture","defuse",0,2,1,0
"Los Grandes",9,"Fracture","kills (post-plant)",4,0,0,6
"Los Grandes",9,"Fracture","kills (pre-plant)",0,2,1,0
"Los Grandes",9,"Fracture","time",0,2,1,0
"Los Grandes",7,"Haven","bomb",8,0,0,1
"Los Grandes",7,"Haven","defuse",0,3,9,0
"Los Grandes",7,"Haven","kills (post-plant)",5,0,0,10
"Los Grandes",7,"Haven","kills (pre-plant)",3,7,13,2
"Los Grandes",7,"Haven","time",0,2,1,0
"Los Grandes",4,"Icebox","bomb",5,0,0,6
"Los Grandes",4,"Icebox","defuse",0,14,12,0
"Los Grandes",4,"Icebox","kills (post-plant)",19,0,0,14
"Los Grandes",4,"Icebox","kills (pre-plant)",2,13,14,3
"Los Grandes",4,"Icebox","time",0,4,2,0
"Los Grandes",2,"Split","bomb",2,0,0,1
"Los Grandes",2,"Split","defuse",0,9,2,0
"Los Grandes",2,"Split","kills (post-plant)",10,0,0,13
"Los Grandes",2,"Split","kills (pre-plant)",2,9,12,0
"Los Grandes",2,"Split","time",0,4,3,0
"LOUD",1,"Ascent","bomb",18,0,0,4
"LOUD",1,"Ascent","defuse",0,27,27,0
"LOUD",1,"Ascent","kills (post-plant)",48,0,0,28
"LOUD",1,"Ascent","kills (pre-plant)",43,46,79,7
"LOUD",1,"Ascent","time",0,2,4,0
"LOUD",3,"Bind","bomb",18,0,0,14
"LOUD",3,"Bind","defuse",0,14,21,0
"LOUD",3,"Bind","kills (post-plant)",41,0,0,26
"LOUD",3,"Bind","kills (pre-plant)",14,24,24,6
"LOUD",3,"Bind","time",0,2,4,0
"LOUD",8,"Breeze","bomb",13,0,0,8
"LOUD",8,"Breeze","defuse",0,15,28,0
"LOUD",8,"Breeze","kills (post-plant)",41,0,0,33
"LOUD",8,"Breeze","kills (pre-plant)",17,15,34,4
"LOUD",8,"Breeze","time",0,3,0,0
"LOUD",9,"Fracture","bomb",8,0,0,7
"LOUD",9,"Fracture","defuse",0,14,26,0
"LOUD",9,"Fracture","kills (post-plant)",32,0,0,31
"LOUD",9,"Fracture","kills (pre-plant)",5,26,30,11
"LOUD",9,"Fracture","time",0,5,8,0
"LOUD",7,"Haven","bomb",10,0,0,2
"LOUD",7,"Haven","defuse",0,10,18,0
"LOUD",7,"Haven","kills (post-plant)",22,0,0,23
"LOUD",7,"Haven","kills (pre-plant)",10,19,26,9
"LOUD",7,"Haven","time",0,1,4,0
"LOUD",4,"Icebox","bomb",10,0,0,7
"LOUD",4,"Icebox","defuse",0,18,19,0
"LOUD",4,"Icebox","kills (post-plant)",25,0,0,11
"LOUD",4,"Icebox","kills (pre-plant)",6,17,28,6
"LOUD",4,"Icebox","time",0,1,1,0
"LOUD",10,"Pearl","kills (post-plant)",1,0,0,4
"LOUD",10,"Pearl","kills (pre-plant)",2,6,0,0
"LOUD",10,"Pearl","time",0,3,0,0
"LOUD",2,"Split","bomb",6,0,0,2
"LOUD",2,"Split","defuse",0,7,8,0
"LOUD",2,"Split","kills (post-plant)",19,0,0,22
"LOUD",2,"Split","kills (pre-plant)",4,11,13,3
"LOUD",2,"Split","time",0,0,5,0
"Luminosity Gaming",1,"Ascent","bomb",2,0,0,2
"Luminosity Gaming",1,"Ascent","defuse",0,8,7,0
"Luminosity Gaming",1,"Ascent","kills (post-plant)",7,0,0,14
"Luminosity Gaming",1,"Ascent","kills (pre-plant)",1,11,4,3
"Luminosity Gaming",1,"Ascent","time",0,1,0,0
"Luminosity Gaming",3,"Bind","bomb",5,0,0,6
"Luminosity Gaming",3,"Bind","defuse",0,17,12,0
"Luminosity Gaming",3,"Bind","kills (post-plant)",22,0,0,15
"Luminosity Gaming",3,"Bind","kills (pre-plant)",5,23,19,2
"Luminosity Gaming",3,"Bind","time",0,1,1,0
"Luminosity Gaming",8,"Breeze","bomb",7,0,0,4
"Luminosity Gaming",8,"Breeze","defuse",0,14,22,0
"Luminosity Gaming",8,"Breeze","kills (post-plant)",16,0,0,27
"Luminosity Gaming",8,"Breeze","kills (pre-plant)",1,25,17,7
"Luminosity Gaming",8,"Breeze","time",0,3,1,0
"Luminosity Gaming",9,"Fracture","bomb",15,0,0,10
"Luminosity Gaming",9,"Fracture","defuse",0,14,12,0
"Luminosity Gaming",9,"Fracture","kills (post-plant)",23,0,0,26
"Luminosity Gaming",9,"Fracture","kills (pre-plant)",8,20,22,8
"Luminosity Gaming",9,"Fracture","time",0,2,1,0
"Luminosity Gaming",7,"Haven","bomb",0,0,0,4
"Luminosity Gaming",7,"Haven","defuse",0,1,1,0
"Luminosity Gaming",7,"Haven","kills (post-plant)",0,0,0,13
"Luminosity Gaming",7,"Haven","kills (pre-plant)",2,3,1,5
"Luminosity Gaming",4,"Icebox","bomb",2,0,0,8
"Luminosity Gaming",4,"Icebox","defuse",0,9,9,0
"Luminosity Gaming",4,"Icebox","kills (post-plant)",10,0,0,20
"Luminosity Gaming",4,"Icebox","kills (pre-plant)",10,4,7,4
"Luminosity Gaming",4,"Icebox","time",0,2,1,0
"Luminosity Gaming",2,"Split","bomb",4,0,0,0
"Luminosity Gaming",2,"Split","defuse",0,7,13,0
"Luminosity Gaming",2,"Split","kills (post-plant)",17,0,0,16
"Luminosity Gaming",2,"Split","kills (pre-plant)",1,27,24,5
"Luminosity Gaming",2,"Split","time",0,3,1,0
"M3 Champions",1,"Ascent","bomb",4,0,0,8
"M3 Champions",1,"Ascent","defuse",0,11,15,0
"M3 Champions",1,"Ascent","kills (post-plant)",25,0,0,24
"M3 Champions",1,"Ascent","kills (pre-plant)",9,26,29,3
"M3 Champions",1,"Ascent","time",0,3,5,0
"M3 Champions",3,"Bind","bomb",13,0,0,5
"M3 Champions",3,"Bind","defuse",0,23,19,0
"M3 Champions",3,"Bind","kills (post-plant)",34,0,0,27
"M3 Champions",3,"Bind","kills (pre-plant)",11,22,35,5
"M3 Champions",3,"Bind","time",0,8,2,0
"M3 Champions",8,"Breeze","bomb",9,0,0,12
"M3 Champions",8,"Breeze","defuse",0,23,23,0
"M3 Champions",8,"Breeze","kills (post-plant)",38,0,0,23
"M3 Champions",8,"Breeze","kills (pre-plant)",15,23,29,7
"M3 Champions",8,"Breeze","time",0,7,2,0
"M3 Champions",9,"Fracture","bomb",11,0,0,9
"M3 Champions",9,"Fracture","defuse",0,14,16,0
"M3 Champions",9,"Fracture","kills (post-plant)",24,0,0,20
"M3 Champions",9,"Fracture","kills (pre-plant)",8,27,22,10
"M3 Champions",9,"Fracture","time",0,4,4,0
"M3 Champions",7,"Haven","bomb",2,0,0,3
"M3 Champions",7,"Haven","defuse",0,3,1,0
"M3 Champions",7,"Haven","kills (post-plant)",2,0,0,5
"M3 Champions",7,"Haven","kills (pre-plant)",0,0,1,2
"M3 Champions",4,"Icebox","bomb",16,0,0,8
"M3 Champions",4,"Icebox","defuse",0,24,21,0
"M3 Champions",4,"Icebox","kills (post-plant)",17,0,0,32
"M3 Champions",4,"Icebox","kills (pre-plant)",4,14,20,7
"M3 Champions",4,"Icebox","time",0,1,3,0
"M3 Champions",2,"Split","bomb",1,0,0,1
"M3 Champions",2,"Split","defuse",0,5,5,0
"M3 Champions",2,"Split","kills (post-plant)",10,0,0,14
"M3 Champions",2,"Split","kills (pre-plant)",3,14,23,2
"M3 Champions",2,"Split","time",0,4,1,0
"Made in Thailand",1,"Ascent","bomb",1,0,0,9
"Made in Thailand",1,"Ascent","defuse",0,14,14,0
"Made in Thailand",1,"Ascent","kills (post-plant)",16,0,0,20
"Made in Thailand",1,"Ascent","kills (pre-plant)",5,9,15,8
"Made in Thailand",1,"Ascent","time",0,5,1,0
"Made in Thailand",3,"Bind","bomb",8,0,0,5
"Made in Thailand",3,"Bind","defuse",0,11,14,0
"Made in Thailand",3,"Bind","kills (post-plant)",25,0,0,18
"Made in Thailand",3,"Bind","kills (pre-plant)",4,17,14,7
"Made in Thailand",3,"Bind","time",0,3,0,0
"Made in Thailand",8,"Breeze","bomb",3,0,0,5
"Made in Thailand",8,"Breeze","defuse",0,11,6,0
"Made in Thailand",8,"Breeze","kills (post-plant)",11,0,0,12
"Made in Thailand",8,"Breeze","kills (pre-plant)",5,10,8,4
"Made in Thailand",8,"Breeze","time",0,4,0,0
"Made in Thailand",9,"Fracture","bomb",4,0,0,3
"Made in Thailand",9,"Fracture","defuse",0,7,5,0
"Made in Thailand",9,"Fracture","kills (post-plant)",11,0,0,18
"Made in Thailand",9,"Fracture","kills (pre-plant)",11,9,14,4
"Made in Thailand",9,"Fracture","time",0,0,2,0
"Made in Thailand",7,"Haven","bomb",6,0,0,6
"Made in Thailand",7,"Haven","defuse",0,14,15,0
"Made in Thailand",7,"Haven","kills (post-plant)",25,0,0,20
"Made in Thailand",7,"Haven","kills (pre-plant)",7,17,18,13
"Made in Thailand",7,"Haven","time",0,3,1,0
"Made in Thailand",4,"Icebox","bomb",0,0,0,3
"Made in Thailand",4,"Icebox","defuse",0,9,5,0
"Made in Thailand",4,"Icebox","kills (post-plant)",7,0,0,8
"Made in Thailand",4,"Icebox","kills (pre-plant)",4,3,5,3
"Made in Thailand",2,"Split","defuse",0,3,2,0
"Made in Thailand",2,"Split","kills (post-plant)",2,0,0,0
"Made in Thailand",2,"Split","kills (pre-plant)",1,4,7,0
"Made in Thailand",2,"Split","time",0,2,1,0
"Mariner",8,"Breeze","bomb",1,0,0,1
"Mariner",8,"Breeze","defuse",0,2,0,0
"Mariner",8,"Breeze","kills (post-plant)",2,0,0,5
"Mariner",8,"Breeze","kills (pre-plant)",2,5,2,0
"Mariner",8,"Breeze","time",0,0,1,0
"Mariner",7,"Haven","kills (post-plant)",0,0,0,9
"Mariner",7,"Haven","kills (pre-plant)",0,1,0,3
"Maru Gaming",1,"Ascent","bomb",6,0,0,10
"Maru Gaming",1,"Ascent","defuse",0,13,19,0
"Maru Gaming",1,"Ascent","kills (post-plant)",30,0,0,27
"Maru Gaming",1,"Ascent","kills (pre-plant)",11,35,27,14
"Maru Gaming",1,"Ascent","time",0,4,1,0
"Maru Gaming",3,"Bind","bomb",5,0,0,9
"Maru Gaming",3,"Bind","defuse",0,9,19,0
"Maru Gaming",3,"Bind","kills (post-plant)",28,0,0,34
"Maru Gaming",3,"Bind","kills (pre-plant)",4,18,23,8
"Maru Gaming",3,"Bind","time",0,0,3,0
"Maru Gaming",8,"Breeze","bomb",8,0,0,5
"Maru Gaming",8,"Breeze","defuse",0,25,23,0
"Maru Gaming",8,"Breeze","kills (post-plant)",31,0,0,31
"Maru Gaming",8,"Breeze","kills (pre-plant)",9,25,31,11
"Maru Gaming",8,"Breeze","time",0,6,4,0
"Maru Gaming",9,"Fracture","bomb",7,0,0,5
"Maru Gaming",9,"Fracture","defuse",0,18,27,0
"Maru Gaming",9,"Fracture","kills (post-plant)",29,0,0,31
"Maru Gaming",9,"Fracture","kills (pre-plant)",14,34,39,17
"Maru Gaming",9,"Fracture","time",0,6,1,0
"Maru Gaming",7,"Haven","bomb",9,0,0,7
"Maru Gaming",7,"Haven","defuse",0,15,22,0
"Maru Gaming",7,"Haven","kills (post-plant)",25,0,0,39
"Maru Gaming",7,"Haven","kills (pre-plant)",19,30,23,23
"Maru Gaming",7,"Haven","time",0,2,1,0
"Maru Gaming",2,"Split","bomb",7,0,0,2
"Maru Gaming",2,"Split","defuse",0,15,13,0
"Maru Gaming",2,"Split","kills (post-plant)",26,0,0,30
"Maru Gaming",2,"Split","kills (pre-plant)",4,25,27,16
"Maru Gaming",2,"Split","time",0,5,1,0
"Meta Gaming",1,"Ascent","bomb",2,0,0,3
"Meta Gaming",1,"Ascent","defuse",0,13,9,0
"Meta Gaming",1,"Ascent","kills (post-plant)",11,0,0,10
"Meta Gaming",1,"Ascent","kills (pre-plant)",2,21,8,4
"Meta Gaming",1,"Ascent","time",0,0,1,0
"Meta Gaming",3,"Bind","bomb",5,0,0,0
"Meta Gaming",3,"Bind","defuse",0,3,2,0
"Meta Gaming",3,"Bind","kills (post-plant)",1,0,0,7
"Meta Gaming",3,"Bind","kills (pre-plant)",0,2,2,1
"Meta Gaming",8,"Breeze","defuse",0,7,3,0
"Meta Gaming",8,"Breeze","kills (post-plant)",0,0,0,3
"Meta Gaming",8,"Breeze","kills (pre-plant)",1,3,6,0
"Meta Gaming",7,"Haven","bomb",1,0,0,2
"Meta Gaming",7,"Haven","defuse",0,5,2,0
"Meta Gaming",7,"Haven","kills (post-plant)",3,0,0,14
"Meta Gaming",7,"Haven","kills (pre-plant)",4,14,6,3
"Meta Gaming",2,"Split","defuse",0,1,1,0
"Meta Gaming",2,"Split","kills (post-plant)",2,0,0,5
"Meta Gaming",2,"Split","kills (pre-plant)",2,5,4,2
"MIBR",1,"Ascent","bomb",2,0,0,1
"MIBR",1,"Ascent","defuse",0,2,3,0
"MIBR",1,"Ascent","kills (post-plant)",1,0,0,10
"MIBR",1,"Ascent","kills (pre-plant)",4,16,13,2
"MIBR",1,"Ascent","time",0,4,1,0
"MIBR",3,"Bind","bomb",5,0,0,5
"MIBR",3,"Bind","defuse",0,5,11,0
"MIBR",3,"Bind","kills (post-plant)",9,0,0,6
"MIBR",3,"Bind","kills (pre-plant)",1,9,10,3
"MIBR",3,"Bind","time",0,2,2,0
"MIBR",8,"Breeze","bomb",0,0,0,1
"MIBR",8,"Breeze","defuse",0,4,5,0
"MIBR",8,"Breeze","kills (post-plant)",4,0,0,6
"MIBR",8,"Breeze","kills (pre-plant)",3,8,5,1
"MIBR",8,"Breeze","time",0,0,1,0
"MIBR",9,"Fracture","bomb",5,0,0,10
"MIBR",9,"Fracture","defuse",0,5,7,0
"MIBR",9,"Fracture","kills (post-plant)",11,0,0,10
"MIBR",9,"Fracture","kills (pre-plant)",3,15,17,0
"MIBR",9,"Fracture","time",0,3,4,0
"MIBR",7,"Haven","bomb",4,0,0,8
"MIBR",7,"Haven","defuse",0,5,7,0
"MIBR",7,"Haven","kills (post-plant)",6,0,0,7
"MIBR",7,"Haven","kills (pre-plant)",2,13,7,2
"MIBR",7,"Haven","time",0,2,2,0
"MIBR",4,"Icebox","bomb",3,0,0,3
"MIBR",4,"Icebox","defuse",0,5,7,0
"MIBR",4,"Icebox","kills (post-plant)",16,0,0,9
"MIBR",4,"Icebox","kills (pre-plant)",3,7,7,1
"Movistar Optix",1,"Ascent","bomb",5,0,0,3
"Movistar Optix",1,"Ascent","defuse",0,14,14,0
"Movistar Optix",1,"Ascent","kills (post-plant)",24,0,0,34
"Movistar Optix",1,"Ascent","kills (pre-plant)",11,28,28,11
"Movistar Optix",1,"Ascent","time",0,0,2,0
"Movistar Optix",3,"Bind","bomb",3,0,0,9
"Movistar Optix",3,"Bind","defuse",0,12,9,0
"Movistar Optix",3,"Bind","kills (post-plant)",35,0,0,27
"Movistar Optix",3,"Bind","kills (pre-plant)",4,25,17,7
"Movistar Optix",3,"Bind","time",0,2,1,0
"Movistar Optix",9,"Fracture","bomb",2,0,0,0
"Movistar Optix",9,"Fracture","defuse",0,5,2,0
"Movistar Optix",9,"Fracture","kills (post-plant)",5,0,0,8
"Movistar Optix",9,"Fracture","kills (pre-plant)",2,7,4,1
"Movistar Optix",7,"Haven","bomb",3,0,0,4
"Movistar Optix",7,"Haven","defuse",0,16,11,0
"Movistar Optix",7,"Haven","kills (post-plant)",19,0,0,27
"Movistar Optix",7,"Haven","kills (pre-plant)",7,32,17,9
"Movistar Optix",7,"Haven","time",0,2,2,0
"Movistar Optix",4,"Icebox","bomb",4,0,0,1
"Movistar Optix",4,"Icebox","defuse",0,2,2,0
"Movistar Optix",4,"Icebox","kills (post-plant)",9,0,0,11
"Movistar Optix",4,"Icebox","kills (pre-plant)",2,6,2,3
"Movistar Optix",4,"Icebox","time",0,0,1,0
"Movistar Optix",2,"Split","defuse",0,2,2,0
"Movistar Optix",2,"Split","kills (post-plant)",4,0,0,6
"Movistar Optix",2,"Split","kills (pre-plant)",1,2,1,3
"NAOS Esports",1,"Ascent","defuse",0,2,0,0
"NAOS Esports",1,"Ascent","kills (post-plant)",3,0,0,4
"NAOS Esports",1,"Ascent","kills (pre-plant)",1,6,0,1
"NAOS Esports",3,"Bind","defuse",0,2,4,0
"NAOS Esports",3,"Bind","kills (post-plant)",3,0,0,2
"NAOS Esports",3,"Bind","kills (pre-plant)",1,5,5,1
"NAOS Esports",3,"Bind","time",0,1,0,0
"NAOS Esports",8,"Breeze","bomb",0,0,0,2
"NAOS Esports",8,"Breeze","defuse",0,2,2,0
"NAOS Esports",8,"Breeze","kills (post-plant)",0,0,0,4
"NAOS Esports",8,"Breeze","kills (pre-plant)",1,3,2,2
"NAOS Esports",7,"Haven","bomb",0,0,0,2
"NAOS Esports",7,"Haven","defuse",0,0,2,0
"NAOS Esports",7,"Haven","kills (post-plant)",4,0,0,3
"NAOS Esports",7,"Haven","kills (pre-plant)",3,0,4,1
"NAOS Esports",4,"Icebox","bomb",0,0,0,1
"NAOS Esports",4,"Icebox","defuse",0,1,2,0
"NAOS Esports",4,"Icebox","kills (post-plant)",0,0,0,4
"NAOS Esports",4,"Icebox","kills (pre-plant)",0,5,3,2
"NAOS Esports",2,"Split","bomb",1,0,0,0
"NAOS Esports",2,"Split","defuse",0,3,3,0
"NAOS Esports",2,"Split","kills (post-plant)",2,0,0,5
"NAOS Esports",2,"Split","kills (pre-plant)",1,4,4,0
"NAOS Esports",2,"Split","time",0,1,0,0
"Natus Vincere",1,"Ascent","bomb",9,0,0,2
"Natus Vincere",1,"Ascent","defuse",0,12,14,0
"Natus Vincere",1,"Ascent","kills (post-plant)",29,0,0,25
"Natus Vincere",1,"Ascent","kills (pre-plant)",6,19,15,5
"Natus Vincere",1,"Ascent","time",0,6,2,0
"Natus Vincere",3,"Bind","bomb",5,0,0,11
"Natus Vincere",3,"Bind","defuse",0,8,14,0
"Natus Vincere",3,"Bind","kills (post-plant)",23,0,0,17
"Natus Vincere",3,"Bind","kills (pre-plant)",9,20,21,8
"Natus Vincere",3,"Bind","time",0,3,4,0
"Natus Vincere",8,"Breeze","bomb",2,0,0,5
"Natus Vincere",8,"Breeze","defuse",0,14,6,0
"Natus Vincere",8,"Breeze","kills (post-plant)",13,0,0,15
"Natus Vincere",8,"Breeze","kills (pre-plant)",2,9,9,8
"Natus Vincere",8,"Breeze","time",0,1,3,0
"Natus Vincere",9,"Fracture","bomb",2,0,0,1
"Natus Vincere",9,"Fracture","defuse",0,2,2,0
"Natus Vincere",9,"Fracture","kills (post-plant)",7,0,0,13
"Natus Vincere",9,"Fracture","kills (pre-plant)",1,7,4,3
"Natus Vincere",9,"Fracture","time",0,0,1,0
"Natus Vincere",7,"Haven","bomb",9,0,0,6
"Natus Vincere",7,"Haven","defuse",0,21,14,0
"Natus Vincere",7,"Haven","kills (post-plant)",24,0,0,19
"Natus Vincere",7,"Haven","kills (pre-plant)",2,20,17,9
"Natus Vincere",7,"Haven","time",0,2,9,0
"Natus Vincere",4,"Icebox","bomb",7,0,0,5
"Natus Vincere",4,"Icebox","defuse",0,23,14,0
"Natus Vincere",4,"Icebox","kills (post-plant)",18,0,0,18
"Natus Vincere",4,"Icebox","kills (pre-plant)",5,21,13,5
"Natus Vincere",4,"Icebox","time",0,1,5,0
"Natus Vincere",2,"Split","bomb",6,0,0,6
"Natus Vincere",2,"Split","defuse",0,3,7,0
"Natus Vincere",2,"Split","kills (post-plant)",12,0,0,13
"Natus Vincere",2,"Split","kills (pre-plant)",0,16,6,3
"Natus Vincere",2,"Split","time",0,1,4,0
"Next eSports",3,"Bind","bomb",0,0,0,2
"Next eSports",3,"Bind","defuse",0,6,3,0
"Next eSports",3,"Bind","kills (post-plant)",4,0,0,1
"Next eSports",3,"Bind","kills (pre-plant)",0,1,2,3
"Next eSports",3,"Bind","time",0,0,1,0
"Next eSports",8,"Breeze","bomb",0,0,0,3
"Next eSports",8,"Breeze","defuse",0,3,1,0
"Next eSports",8,"Breeze","kills (post-plant)",1,0,0,3
"Next eSports",8,"Breeze","kills (pre-plant)",0,3,4,1
"Next eSports",7,"Haven","defuse",0,5,2,0
"Next eSports",7,"Haven","kills (post-plant)",3,0,0,5
"Next eSports",7,"Haven","kills (pre-plant)",1,2,4,1
"Next eSports",4,"Icebox","defuse",0,4,2,0
"Next eSports",4,"Icebox","kills (post-plant)",2,0,0,3
"Next eSports",4,"Icebox","kills (pre-plant)",0,4,0,0
"Next eSports",4,"Icebox","time",0,2,0,0
"Ninjas in Pyjamas",1,"Ascent","bomb",12,0,0,7
"Ninjas in Pyjamas",1,"Ascent","defuse",0,25,14,0
"Ninjas in Pyjamas",1,"Ascent","kills (post-plant)",43,0,0,37
"Ninjas in Pyjamas",1,"Ascent","kills (pre-plant)",12,43,49,14
"Ninjas in Pyjamas",1,"Ascent","time",0,2,4,0
"Ninjas in Pyjamas",3,"Bind","bomb",1,0,0,5
"Ninjas in Pyjamas",3,"Bind","defuse",0,9,3,0
"Ninjas in Pyjamas",3,"Bind","kills (post-plant)",5,0,0,12
"Ninjas in Pyjamas",3,"Bind","kills (pre-plant)",3,8,7,5
"Ninjas in Pyjamas",3,"Bind","time",0,0,1,0
"Ninjas in Pyjamas",8,"Breeze","bomb",12,0,0,8
"Ninjas in Pyjamas",8,"Breeze","defuse",0,25,20,0
"Ninjas in Pyjamas",8,"Breeze","kills (post-plant)",28,0,0,32
"Ninjas in Pyjamas",8,"Breeze","kills (pre-plant)",12,32,29,16
"Ninjas in Pyjamas",8,"Breeze","time",0,1,4,0
"Ninjas in Pyjamas",9,"Fracture","bomb",10,0,0,12
"Ninjas in Pyjamas",9,"Fracture","defuse",0,13,18,0
"Ninjas in Pyjamas",9,"Fracture","kills (post-plant)",28,0,0,23
"Ninjas in Pyjamas",9,"Fracture","kills (pre-plant)",11,19,29,8
"Ninjas in Pyjamas",9,"Fracture","time",0,4,1,0
"Ninjas in Pyjamas",7,"Haven","bomb",13,0,0,12
"Ninjas in Pyjamas",7,"Haven","defuse",0,20,22,0
"Ninjas in Pyjamas",7,"Haven","kills (post-plant)",30,0,0,20
"Ninjas in Pyjamas",7,"Haven","kills (pre-plant)",8,34,24,13
