"Team","Situation","Delta","Win %","Wins","Losses"
"ややーず","5v1","+4","100.00",4,0
"ややーず","5v2","+3","100.00",5,0
"ややーず","4v1","+3","100.00",5,0
"ややーず","5v3","+2","100.00",9,0
"ややーず","4v2","+2","80.00",4,1
"ややーず","3v1","+2","100.00",5,0
"ややーず","5v4","+1","60.00",12,8
"ややーず","4v3","+1","69.23",9,4
"ややーず","3v2","+1","72.72",8,3
"ややーず","2v1","+1","100.00",8,0
"ややーず","4v4","0","34.48",10,19
"ややーず","3v3","0","53.33",8,7
"ややーず","2v2","0","58.33",7,5
"ややーず","1v1","0","100.00",4,0
"ややーず","4v5","-1","35.71",10,18
"ややーず","3v4","-1","25.00",6,18
"ややーず","2v3","-1","30.00",3,7
"ややーず","1v2","-1","18.18",2,9
"ややーず","3v5","-2","20.00",2,8
"ややーず","2v4","-2","18.75",3,13
"ややーず","1v3","-2","16.66",2,10
"ややーず","2v5","-3","0.00",0,5
"ややーず","1v4","-3","13.33",2,13
"ややーず","1v5","-4","0.00",0,5
"100 Thieves","5v1","+4","100.00",83,0
"100 Thieves","5v2","+3","100.00",155,0
"100 Thieves","4v1","+3","100.00",187,0
"100 Thieves","5v3","+2","92.88",261,20
"100 Thieves","4v2","+2","93.66",281,19
"100 Thieves","3v1","+2","96.74",238,8
"100 Thieves","5v4","+1","73.23",435,159
"100 Thieves","4v3","+1","78.00",337,95
"100 Thieves","3v2","+1","80.12",262,65
"100 Thieves","2v1","+1","85.78",181,30
"100 Thieves","4v4","0","52.92",317,282
"100 Thieves","3v3","0","52.75",211,189
"100 Thieves","2v2","0","53.89",159,136
"100 Thieves","1v1","0","52.77",95,85
"100 Thieves","4v5","-1","29.14",181,440
"100 Thieves","3v4","-1","25.93",111,317
"100 Thieves","2v3","-1","24.14",78,245
"100 Thieves","1v2","-1","18.75",42,182
"100 Thieves","3v5","-2","10.15",33,292
"100 Thieves","2v4","-2","7.58",22,268
"100 Thieves","1v3","-2","3.26",8,237
"100 Thieves","2v5","-3","1.63",3,180
"100 Thieves","1v4","-3","0.96",2,206
"100 Thieves","1v5","-4","1.83",2,107
"9z Team","5v1","+4","100.00",61,0
"9z Team","5v2","+3","97.24",106,3
"9z Team","4v1","+3","99.18",121,1
"9z Team","5v3","+2","86.72",183,28
"9z Team","4v2","+2","91.19",176,17
"9z Team","3v1","+2","96.77",150,5
"9z Team","5v4","+1","69.21",281,125
"9z Team","4v3","+1","70.42",200,84
"9z Team","3v2","+1","76.12",169,53
"9z Team","2v1","+1","84.39",119,22
"9z Team","4v4","0","45.18",169,205
"9z Team","3v3","0","45.76",119,141
"9z Team","2v2","0","43.09",78,103
"9z Team","1v1","0","49.54",55,56
"9z Team","4v5","-1","21.54",89,324
"9z Team","3v4","-1","20.47",60,233
"9z Team","2v3","-1","14.35",30,179
"9z Team","1v2","-1","13.17",22,145
"9z Team","3v5","-2","7.79",18,213
"9z Team","2v4","-2","4.62",10,206
"9z Team","1v3","-2","4.00",7,168
"9z Team","2v5","-3","0.80",1,123
"9z Team","1v4","-3","0.00",0,153
"9z Team","1v5","-4","0.00",0,73
"Acend","5v1","+4","100.00",55,0
"Acend","5v2","+3","98.09",103,2
"Acend","4v1","+3","100.00",128,0
"Acend","5v3","+2","92.64",189,15
"Acend","4v2","+2","96.00",168,7
"Acend","3v1","+2","98.79",164,2
"Acend","5v4","+1","70.57",283,118
"Acend","4v3","+1","73.84",192,68
"Acend","3v2","+1","78.74",163,44
"Acend","2v1","+1","87.21",116,17
"Acend","4v4","0","46.04",169,198
"Acend","3v3","0","48.88",131,137
"Acend","2v2","0","47.51",86,95
"Acend","1v1","0","42.69",38,51
"Acend","4v5","-1","24.16",94,295
"Acend","3v4","-1","25.67",76,220
"Acend","2v3","-1","19.23",40,168
"Acend","1v2","-1","8.33",13,143
"Acend","3v5","-2","8.48",19,205
"Acend","2v4","-2","6.46",13,188
"Acend","1v3","-2","1.26",2,156
"Acend","2v5","-3","0.00",0,126
"Acend","1v4","-3","0.00",0,143
"Acend","1v5","-4","0.00",0,75
"Alter Ego","5v1","+4","100.00",40,0
"Alter Ego","5v2","+3","100.00",70,0
"Alter Ego","4v1","+3","97.33",73,2
"Alter Ego","5v3","+2","91.59",109,10
"Alter Ego","4v2","+2","93.33",112,8
"Alter Ego","3v1","+2","95.23",100,5
"Alter Ego","5v4","+1","74.58",179,61
"Alter Ego","4v3","+1","77.01",134,40
"Alter Ego","3v2","+1","78.16",111,31
"Alter Ego","2v1","+1","87.61",92,13
"Alter Ego","4v4","0","54.31",126,106
"Alter Ego","3v3","0","52.94",81,72
"Alter Ego","2v2","0","48.83",63,66
"Alter Ego","1v1","0","54.43",43,36
"Alter Ego","4v5","-1","27.31",65,173
"Alter Ego","3v4","-1","22.56",37,127
"Alter Ego","2v3","-1","26.01",32,91
"Alter Ego","1v2","-1","12.22",11,79
"Alter Ego","3v5","-2","7.20",9,116
"Alter Ego","2v4","-2","6.72",8,111
"Alter Ego","1v3","-2","5.88",5,80
"Alter Ego","2v5","-3","4.34",3,66
"Alter Ego","1v4","-3","0.00",0,80
"Alter Ego","1v5","-4","0.00",0,42
"AWS","5v2","+3","100.00",2,0
"AWS","4v1","+3","100.00",3,0
"AWS","5v3","+2","66.66",4,2
"AWS","4v2","+2","100.00",5,0
"AWS","3v1","+2","100.00",4,0
"AWS","5v4","+1","46.15",6,7
"AWS","4v3","+1","44.44",4,5
"AWS","3v2","+1","100.00",3,0
"AWS","2v1","+1","100.00",4,0
"AWS","4v4","0","15.38",2,11
"AWS","3v3","0","11.11",1,8
"AWS","2v2","0","20.00",1,4
"AWS","1v1","0","25.00",1,3
"AWS","4v5","-1","0.00",0,19
"AWS","3v4","-1","0.00",0,11
"AWS","2v3","-1","0.00",0,13
"AWS","1v2","-1","14.28",1,6
"AWS","3v5","-2","0.00",0,13
"AWS","2v4","-2","0.00",0,11
"AWS","1v3","-2","0.00",0,11
"AWS","2v5","-3","0.00",0,10
"AWS","1v4","-3","0.00",0,9
"AWS","1v5","-4","0.00",0,7
"BBL Esports","5v1","+4","100.00",33,0
"BBL Esports","5v2","+3","95.52",64,3
"BBL Esports","4v1","+3","95.55",86,4
"BBL Esports","5v3","+2","85.41",123,21
"BBL Esports","4v2","+2","91.53",119,11
"BBL Esports","3v1","+2","93.47",86,6
"BBL Esports","5v4","+1","68.24",187,87
"BBL Esports","4v3","+1","71.21",141,57
"BBL Esports","3v2","+1","81.15",112,26
"BBL Esports","2v1","+1","79.77",71,18
"BBL Esports","4v4","0","45.59",119,142
"BBL Esports","3v3","0","40.97",84,121
"BBL Esports","2v2","0","47.88",68,74
"BBL Esports","1v1","0","47.56",39,43
"BBL Esports","4v5","-1","23.17",70,232
"BBL Esports","3v4","-1","22.56",51,175
"BBL Esports","2v3","-1","12.70",23,158
"BBL Esports","1v2","-1","17.42",23,109
"BBL Esports","3v5","-2","10.91",19,155
"BBL Esports","2v4","-2","9.33",14,136
"BBL Esports","1v3","-2","2.85",4,136
"BBL Esports","2v5","-3","3.75",3,77
"BBL Esports","1v4","-3","2.40",2,81
"BBL Esports","1v5","-4","0.00",0,38
"BIG","5v1","+4","100.00",29,0
"BIG","5v2","+3","100.00",57,0
"BIG","4v1","+3","100.00",77,0
"BIG","5v3","+2","87.20",109,16
"BIG","4v2","+2","95.12",117,6
"BIG","3v1","+2","96.36",106,4
"BIG","5v4","+1","66.53",173,87
"BIG","4v3","+1","71.57",136,54
"BIG","3v2","+1","76.08",105,33
"BIG","2v1","+1","82.35",70,15
"BIG","4v4","0","43.96",113,144
"BIG","3v3","0","45.66",79,94
"BIG","2v2","0","43.96",51,65
"BIG","1v1","0","49.25",33,34
"BIG","4v5","-1","22.58",63,216
"BIG","3v4","-1","21.69",41,148
"BIG","2v3","-1","19.68",25,102
"BIG","1v2","-1","19.26",21,88
"BIG","3v5","-2","9.49",15,143
"BIG","2v4","-2","6.76",9,124
"BIG","1v3","-2","3.44",4,112
"BIG","2v5","-3","2.85",3,102
"BIG","1v4","-3","1.76",2,111
"BIG","1v5","-4","0.00",0,73
"Bleed Esports","5v1","+4","100.00",54,0
"Bleed Esports","5v2","+3","97.00",97,3
"Bleed Esports","4v1","+3","99.20",125,1
"Bleed Esports","5v3","+2","88.88",176,22
"Bleed Esports","4v2","+2","93.68",193,13
"Bleed Esports","3v1","+2","96.79",151,5
"Bleed Esports","5v4","+1","71.57",287,114
"Bleed Esports","4v3","+1","74.28",234,81
"Bleed Esports","3v2","+1","80.26",179,44
"Bleed Esports","2v1","+1","82.91",131,27
"Bleed Esports","4v4","0","51.98",223,206
"Bleed Esports","3v3","0","48.01",145,157
"Bleed Esports","2v2","0","51.83",113,105
"Bleed Esports","1v1","0","52.11",74,68
"Bleed Esports","4v5","-1","31.61",129,279
"Bleed Esports","3v4","-1","26.68",79,217
"Bleed Esports","2v3","-1","21.25",51,189
"Bleed Esports","1v2","-1","19.07",33,140
"Bleed Esports","3v5","-2","10.43",19,163
"Bleed Esports","2v4","-2","7.86",14,164
"Bleed Esports","1v3","-2","4.73",8,161
"Bleed Esports","2v5","-3","1.13",1,87
"Bleed Esports","1v4","-3","1.66",2,118
"Bleed Esports","1v5","-4","0.00",0,53
"BLUE BEES.ESP","5v1","+4","100.00",21,0
"BLUE BEES.ESP","5v2","+3","97.56",40,1
"BLUE BEES.ESP","4v1","+3","98.11",52,1
"BLUE BEES.ESP","5v3","+2","84.70",72,13
"BLUE BEES.ESP","4v2","+2","93.82",76,5
"BLUE BEES.ESP","3v1","+2","96.82",61,2
"BLUE BEES.ESP","5v4","+1","72.29",107,41
"BLUE BEES.ESP","4v3","+1","74.33",84,29
"BLUE BEES.ESP","3v2","+1","87.01",67,10
"BLUE BEES.ESP","2v1","+1","85.71",48,8
"BLUE BEES.ESP","4v4","0","51.51",68,64
"BLUE BEES.ESP","3v3","0","49.42",43,44
"BLUE BEES.ESP","2v2","0","51.42",36,34
"BLUE BEES.ESP","1v1","0","57.14",24,18
"BLUE BEES.ESP","4v5","-1","30.21",42,97
"BLUE BEES.ESP","3v4","-1","21.50",20,73
"BLUE BEES.ESP","2v3","-1","14.28",11,66
"BLUE BEES.ESP","1v2","-1","18.18",10,45
"BLUE BEES.ESP","3v5","-2","9.09",6,60
"BLUE BEES.ESP","2v4","-2","5.79",4,65
"BLUE BEES.ESP","1v3","-2","0.00",0,58
"BLUE BEES.ESP","2v5","-3","2.94",1,33
"BLUE BEES.ESP","1v4","-3","0.00",0,42
"BLUE BEES.ESP","1v5","-4","0.00",0,19
"Bonkers(OCE)","5v1","+4","100.00",19,0
"Bonkers(OCE)","5v2","+3","100.00",29,0
"Bonkers(OCE)","4v1","+3","100.00",29,0
"Bonkers(OCE)","5v3","+2","86.00",43,7
"Bonkers(OCE)","4v2","+2","90.69",39,4
"Bonkers(OCE)","3v1","+2","97.43",38,1
"Bonkers(OCE)","5v4","+1","71.95",59,23
"Bonkers(OCE)","4v3","+1","70.96",44,18
"Bonkers(OCE)","3v2","+1","83.33",40,8
"Bonkers(OCE)","2v1","+1","79.48",31,8
"Bonkers(OCE)","4v4","0","46.59",41,47
"Bonkers(OCE)","3v3","0","48.21",27,29
"Bonkers(OCE)","2v2","0","43.90",18,23
"Bonkers(OCE)","1v1","0","44.44",12,15
"Bonkers(OCE)","4v5","-1","29.29",29,70
"Bonkers(OCE)","3v4","-1","20.96",13,49
"Bonkers(OCE)","2v3","-1","10.41",5,43
"Bonkers(OCE)","1v2","-1","12.90",4,27
"Bonkers(OCE)","3v5","-2","9.30",4,39
"Bonkers(OCE)","2v4","-2","2.00",1,49
"Bonkers(OCE)","1v3","-2","0.00",0,36
"Bonkers(OCE)","2v5","-3","0.00",0,24
"Bonkers(OCE)","1v4","-3","0.00",0,33
"Bonkers(OCE)","1v5","-4","0.00",0,10
"BOOM Esports","5v1","+4","100.00",64,0
"BOOM Esports","5v2","+3","96.00",120,5
"BOOM Esports","4v1","+3","99.28",138,1
"BOOM Esports","5v3","+2","90.71",215,22
"BOOM Esports","4v2","+2","94.39",219,13
"BOOM Esports","3v1","+2","98.48",195,3
"BOOM Esports","5v4","+1","73.47",338,122
"BOOM Esports","4v3","+1","78.31",260,72
"BOOM Esports","3v2","+1","81.27",230,53
"BOOM Esports","2v1","+1","88.29",166,22
"BOOM Esports","4v4","0","52.54",248,224
"BOOM Esports","3v3","0","53.53",174,151
"BOOM Esports","2v2","0","52.17",132,121
"BOOM Esports","1v1","0","54.22",77,65
"BOOM Esports","4v5","-1","29.27",149,360
"BOOM Esports","3v4","-1","27.50",99,261
"BOOM Esports","2v3","-1","23.46",61,199
"BOOM Esports","1v2","-1","18.33",33,147
"BOOM Esports","3v5","-2","10.11",26,231
"BOOM Esports","2v4","-2","6.88",17,230
"BOOM Esports","1v3","-2","4.12",8,186
"BOOM Esports","2v5","-3","0.72",1,136
"BOOM Esports","1v4","-3","0.00",0,159
"BOOM Esports","1v5","-4","0.00",0,73
"Brimstone","5v1","+4","100.00",11,0
"Brimstone","5v2","+3","100.00",14,0
"Brimstone","4v1","+3","100.00",15,0
"Brimstone","5v3","+2","93.33",28,2
"Brimstone","4v2","+2","94.11",32,2
"Brimstone","3v1","+2","96.66",29,1
"Brimstone","5v4","+1","82.53",52,11
"Brimstone","4v3","+1","86.79",46,7
"Brimstone","3v2","+1","86.04",37,6
"Brimstone","2v1","+1","94.11",32,2
"Brimstone","4v4","0","63.01",46,27
"Brimstone","3v3","0","63.26",31,18
"Brimstone","2v2","0","65.71",23,12
"Brimstone","1v1","0","68.42",13,6
"Brimstone","4v5","-1","32.95",29,59
"Brimstone","3v4","-1","32.65",16,33
"Brimstone","2v3","-1","32.50",13,27
"Brimstone","1v2","-1","5.55",1,17
"Brimstone","3v5","-2","13.04",6,40
"Brimstone","2v4","-2","7.69",3,36
"Brimstone","1v3","-2","0.00",0,31
"Brimstone","2v5","-3","3.44",1,28
"Brimstone","1v4","-3","0.00",0,27
"Brimstone","1v5","-4","0.00",0,12
"CERBERUS Esports","5v1","+4","100.00",13,0
"CERBERUS Esports","5v2","+3","92.85",26,2
"CERBERUS Esports","4v1","+3","100.00",43,0
"CERBERUS Esports","5v3","+2","85.18",46,8
"CERBERUS Esports","4v2","+2","91.17",62,6
"CERBERUS Esports","3v1","+2","94.64",53,3
"CERBERUS Esports","5v4","+1","65.38",85,45
"CERBERUS Esports","4v3","+1","72.32",81,31
"CERBERUS Esports","3v2","+1","70.93",61,25
"CERBERUS Esports","2v1","+1","85.24",52,9
"CERBERUS Esports","4v4","0","50.60",84,82
"CERBERUS Esports","3v3","0","45.76",54,64
"CERBERUS Esports","2v2","0","46.66",42,48
"CERBERUS Esports","1v1","0","47.45",28,31
"CERBERUS Esports","4v5","-1","27.77",50,130
"CERBERUS Esports","3v4","-1","22.60",26,89
"CERBERUS Esports","2v3","-1","20.93",18,68
"CERBERUS Esports","1v2","-1","13.84",9,56
"CERBERUS Esports","3v5","-2","5.61",5,84
"CERBERUS Esports","2v4","-2","4.10",3,70
"CERBERUS Esports","1v3","-2","3.50",2,55
"CERBERUS Esports","2v5","-3","0.00",0,48
"CERBERUS Esports","1v4","-3","1.81",1,54
"CERBERUS Esports","1v5","-4","0.00",0,29
"Cloud9","5v1","+4","100.00",83,0
"Cloud9","5v2","+3","98.07",153,3
"Cloud9","4v1","+3","100.00",181,0
"Cloud9","5v3","+2","91.97",252,22
"Cloud9","4v2","+2","93.98",250,16
"Cloud9","3v1","+2","96.33",210,8
"Cloud9","5v4","+1","75.51",407,132
"Cloud9","4v3","+1","76.22",279,87
"Cloud9","3v2","+1","80.75",235,56
"Cloud9","2v1","+1","87.16",163,24
"Cloud9","4v4","0","53.78",263,226
"Cloud9","3v3","0","53.55",181,157
"Cloud9","2v2","0","55.10",135,110
"Cloud9","1v1","0","53.74",79,68
"Cloud9","4v5","-1","29.11",138,336
"Cloud9","3v4","-1","29.41",105,252
"Cloud9","2v3","-1","24.26",66,206
"Cloud9","1v2","-1","20.87",43,163
"Cloud9","3v5","-2","11.69",29,219
"Cloud9","2v4","-2","7.65",18,217
"Cloud9","1v3","-2","5.63",12,201
"Cloud9","2v5","-3","2.38",3,123
"Cloud9","1v4","-3","0.69",1,143
"Cloud9","1v5","-4","0.00",0,65
"CNJ Esports","5v1","+4","100.00",34,0
"CNJ Esports","5v2","+3","94.02",63,4
"CNJ Esports","4v1","+3","98.68",75,1
"CNJ Esports","5v3","+2","84.84",112,20
"CNJ Esports","4v2","+2","88.52",108,14
"CNJ Esports","3v1","+2","95.28",101,5
"CNJ Esports","5v4","+1","67.27",183,89
"CNJ Esports","4v3","+1","71.58",131,52
"CNJ Esports","3v2","+1","71.62",106,42
"CNJ Esports","2v1","+1","79.41",81,21
"CNJ Esports","4v4","0","47.61",120,132
"CNJ Esports","3v3","0","46.15",90,105
"CNJ Esports","2v2","0","43.07",56,74
"CNJ Esports","1v1","0","38.75",31,49
"CNJ Esports","4v5","-1","25.59",65,189
"CNJ Esports","3v4","-1","23.65",44,142
"CNJ Esports","2v3","-1","18.00",27,123
"CNJ Esports","1v2","-1","9.09",10,100
"CNJ Esports","3v5","-2","9.55",13,123
"CNJ Esports","2v4","-2","4.16",5,115
"CNJ Esports","1v3","-2","2.65",3,110
"CNJ Esports","2v5","-3","0.00",0,75
"CNJ Esports","1v4","-3","0.00",0,75
"CNJ Esports","1v5","-4","0.00",0,39
"Crazy Raccoon","5v1","+4","100.00",78,0
"Crazy Raccoon","5v2","+3","100.00",125,0
"Crazy Raccoon","4v1","+3","100.00",149,0
"Crazy Raccoon","5v3","+2","93.00",226,17
"Crazy Raccoon","4v2","+2","97.52",197,5
"Crazy Raccoon","3v1","+2","97.28",179,5
"Crazy Raccoon","5v4","+1","74.13",344,120
"Crazy Raccoon","4v3","+1","77.56",242,70
"Crazy Raccoon","3v2","+1","85.11",183,32
"Crazy Raccoon","2v1","+1","84.26",150,28
"Crazy Raccoon","4v4","0","48.37",208,222
"Crazy Raccoon","3v3","0","52.34",156,142
"Crazy Raccoon","2v2","0","55.44",107,86
"Crazy Raccoon","1v1","0","47.22",51,57
"Crazy Raccoon","4v5","-1","29.41",110,264
"Crazy Raccoon","3v4","-1","27.59",85,223
"Crazy Raccoon","2v3","-1","21.48",52,190
"Crazy Raccoon","1v2","-1","14.17",19,115
"Crazy Raccoon","3v5","-2","13.93",23,142
"Crazy Raccoon","2v4","-2","6.84",13,177
"Crazy Raccoon","1v3","-2","2.39",4,163
"Crazy Raccoon","2v5","-3","2.53",2,77
"Crazy Raccoon","1v4","-3","0.00",0,115
"Crazy Raccoon","1v5","-4","0.00",0,40
"Crest Gaming ZST","5v1","+4","92.30",12,1
"Crest Gaming ZST","5v2","+3","84.21",16,3
"Crest Gaming ZST","4v1","+3","82.75",24,5
"Crest Gaming ZST","5v3","+2","80.39",41,10
"Crest Gaming ZST","4v2","+2","70.83",34,14
"Crest Gaming ZST","3v1","+2","84.21",32,6
"Crest Gaming ZST","5v4","+1","60.95",64,41
"Crest Gaming ZST","4v3","+1","65.06",54,29
"Crest Gaming ZST","3v2","+1","67.85",38,18
"Crest Gaming ZST","2v1","+1","76.47",26,8
"Crest Gaming ZST","4v4","0","42.99",46,61
"Crest Gaming ZST","3v3","0","46.96",31,35
"Crest Gaming ZST","2v2","0","42.10",24,33
"Crest Gaming ZST","1v1","0","50.00",19,19
"Crest Gaming ZST","4v5","-1","24.10",27,85
"Crest Gaming ZST","3v4","-1","22.89",19,64
"Crest Gaming ZST","2v3","-1","25.80",16,46
"Crest Gaming ZST","1v2","-1","22.64",12,41
"Crest Gaming ZST","3v5","-2","6.89",4,54
"Crest Gaming ZST","2v4","-2","18.05",13,59
"Crest Gaming ZST","1v3","-2","17.24",10,48
"Crest Gaming ZST","2v5","-3","9.37",3,29
"Crest Gaming ZST","1v4","-3","12.72",7,48
"Crest Gaming ZST","1v5","-4","7.14",1,13
"DAMWON Gaming","5v1","+4","100.00",106,0
"DAMWON Gaming","5v2","+3","98.90",181,2
"DAMWON Gaming","4v1","+3","99.51",207,1
"DAMWON Gaming","5v3","+2","92.13",293,25
"DAMWON Gaming","4v2","+2","96.69",293,10
"DAMWON Gaming","3v1","+2","96.73",237,8
"DAMWON Gaming","5v4","+1","73.61",452,162
"DAMWON Gaming","4v3","+1","75.53",352,114
"DAMWON Gaming","3v2","+1","81.79",283,63
"DAMWON Gaming","2v1","+1","87.81",209,29
"DAMWON Gaming","4v4","0","53.07",328,290
"DAMWON Gaming","3v3","0","51.28",220,209
"DAMWON Gaming","2v2","0","54.51",163,136
"DAMWON Gaming","1v1","0","51.25",82,78
"DAMWON Gaming","4v5","-1","31.85",194,415
"DAMWON Gaming","3v4","-1","26.18",105,296
"DAMWON Gaming","2v3","-1","20.63",65,250
"DAMWON Gaming","1v2","-1","15.78",36,192
"DAMWON Gaming","3v5","-2","8.80",25,259
"DAMWON Gaming","2v4","-2","7.51",20,246
"DAMWON Gaming","1v3","-2","4.52",11,232
"DAMWON Gaming","2v5","-3","2.99",5,162
"DAMWON Gaming","1v4","-3","0.53",1,187
"DAMWON Gaming","1v5","-4","0.00",0,93
"Desperado","5v1","+4","97.14",34,1
"Desperado","5v2","+3","96.61",57,2
"Desperado","4v1","+3","97.22",70,2
"Desperado","5v3","+2","88.39",99,13
"Desperado","4v2","+2","86.53",90,14
"Desperado","3v1","+2","91.46",75,7
"Desperado","5v4","+1","67.46",141,68
"Desperado","4v3","+1","71.52",108,43
"Desperado","3v2","+1","73.68",84,30
"Desperado","2v1","+1","81.69",58,13
"Desperado","4v4","0","43.50",87,113
"Desperado","3v3","0","44.29",66,83
"Desperado","2v2","0","39.39",39,60
"Desperado","1v1","0","47.05",32,36
"Desperado","4v5","-1","24.12",55,173
"Desperado","3v4","-1","17.90",29,133
"Desperado","2v3","-1","11.01",13,105
"Desperado","1v2","-1","10.89",11,90
"Desperado","3v5","-2","8.73",11,115
"Desperado","2v4","-2","1.88",2,104
"Desperado","1v3","-2","2.02",2,97
"Desperado","2v5","-3","0.00",0,63
"Desperado","1v4","-3","1.28",1,77
"Desperado","1v5","-4","0.00",0,36
"DetonatioN Gaming White","5v1","+4","100.00",9,0
"DetonatioN Gaming White","5v2","+3","100.00",14,0
"DetonatioN Gaming White","4v1","+3","100.00",14,0
"DetonatioN Gaming White","5v3","+2","95.65",22,1
"DetonatioN Gaming White","4v2","+2","94.44",17,1
"DetonatioN Gaming White","3v1","+2","95.00",19,1
"DetonatioN Gaming White","5v4","+1","74.41",32,11
"DetonatioN Gaming White","4v3","+1","85.71",24,4
"DetonatioN Gaming White","3v2","+1","75.00",18,6
"DetonatioN Gaming White","2v1","+1","77.77",14,4
"DetonatioN Gaming White","4v4","0","54.05",20,17
"DetonatioN Gaming White","3v3","0","60.00",15,10
"DetonatioN Gaming White","2v2","0","53.33",8,7
"DetonatioN Gaming White","1v1","0","53.33",8,7
"DetonatioN Gaming White","4v5","-1","32.43",12,25
"DetonatioN Gaming White","3v4","-1","19.23",5,21
"DetonatioN Gaming White","2v3","-1","26.66",4,11
"DetonatioN Gaming White","1v2","-1","20.00",2,8
"DetonatioN Gaming White","3v5","-2","11.11",2,16
"DetonatioN Gaming White","2v4","-2","10.52",2,17
"DetonatioN Gaming White","1v3","-2","0.00",0,15
"DetonatioN Gaming White","2v5","-3","11.11",1,8
"DetonatioN Gaming White","1v4","-3","0.00",0,10
"DetonatioN Gaming White","1v5","-4","0.00",0,5
"DeToNator","5v1","+4","100.00",3,0
"DeToNator","5v2","+3","100.00",6,0
"DeToNator","4v1","+3","100.00",9,0
"DeToNator","5v3","+2","100.00",14,0
"DeToNator","4v2","+2","100.00",14,0
"DeToNator","3v1","+2","100.00",14,0
"DeToNator","5v4","+1","65.00",26,14
"DeToNator","4v3","+1","83.33",20,4
"DeToNator","3v2","+1","94.11",16,1
"DeToNator","2v1","+1","100.00",9,0
"DeToNator","4v4","0","51.35",19,18
"DeToNator","3v3","0","62.50",15,9
"DeToNator","2v2","0","71.42",10,4
"DeToNator","1v1","0","75.00",9,3
"DeToNator","4v5","-1","25.80",8,23
"DeToNator","3v4","-1","25.00",7,21
"DeToNator","2v3","-1","23.07",6,20
"DeToNator","1v2","-1","26.31",5,14
"DeToNator","3v5","-2","5.00",1,19
"DeToNator","2v4","-2","4.54",1,21
"DeToNator","1v3","-2","4.16",1,23
"DeToNator","2v5","-3","0.00",0,12
"DeToNator","1v4","-3","0.00",0,14
"DeToNator","1v5","-4","0.00",0,7
"DRX","5v1","+4","100.00",180,0
"DRX","5v2","+3","100.00",330,0
"DRX","4v1","+3","99.73",382,1
"DRX","5v3","+2","92.93",526,40
"DRX","4v2","+2","95.54",493,23
"DRX","3v1","+2","97.78",398,9
"DRX","5v4","+1","79.88",810,204
"DRX","4v3","+1","79.50",543,140
"DRX","3v2","+1","83.26",408,82
"DRX","2v1","+1","86.40",324,51
"DRX","4v4","0","58.31",519,371
"DRX","3v3","0","57.60",356,262
"DRX","2v2","0","58.92",264,184
"DRX","1v1","0","56.72",156,119
"DRX","4v5","-1","36.78",313,538
"DRX","3v4","-1","33.17",204,411
"DRX","2v3","-1","31.42",148,323
"DRX","1v2","-1","24.13",77,242
"DRX","3v5","-2","16.33",65,333
"DRX","2v4","-2","11.74",45,338
"DRX","1v3","-2","6.64",22,309
"DRX","2v5","-3","7.31",15,190
"DRX","1v4","-3","1.98",5,247
"DRX","1v5","-4","0.95",1,104
"EBRO Gaming","5v1","+4","100.00",9,0
"EBRO Gaming","5v2","+3","100.00",18,0
"EBRO Gaming","4v1","+3","100.00",29,0
"EBRO Gaming","5v3","+2","84.90",45,8
"EBRO Gaming","4v2","+2","93.47",43,3
"EBRO Gaming","3v1","+2","95.12",39,2
"EBRO Gaming","5v4","+1","64.28",72,40
"EBRO Gaming","4v3","+1","69.76",60,26
"EBRO Gaming","3v2","+1","78.84",41,11
"EBRO Gaming","2v1","+1","90.24",37,4
"EBRO Gaming","4v4","0","44.23",46,58
"EBRO Gaming","3v3","0","51.25",41,39
"EBRO Gaming","2v2","0","48.21",27,29
"EBRO Gaming","1v1","0","41.37",12,17
"EBRO Gaming","4v5","-1","21.42",24,88
"EBRO Gaming","3v4","-1","22.07",17,60
"EBRO Gaming","2v3","-1","20.28",14,55
"EBRO Gaming","1v2","-1","13.63",6,38
"EBRO Gaming","3v5","-2","7.69",5,60
"EBRO Gaming","2v4","-2","4.83",3,59
"EBRO Gaming","1v3","-2","0.00",0,45
"EBRO Gaming","2v5","-3","2.43",1,40
"EBRO Gaming","1v4","-3","0.00",0,40
"EBRO Gaming","1v5","-4","0.00",0,25
"EDward Gaming","5v1","+4","88.88",8,1
"EDward Gaming","5v2","+3","94.44",17,1
"EDward Gaming","4v1","+3","87.50",14,2
"EDward Gaming","5v3","+2","83.87",26,5
"EDward Gaming","4v2","+2","90.47",19,2
"EDward Gaming","3v1","+2","89.47",17,2
"EDward Gaming","5v4","+1","62.50",35,21
"EDward Gaming","4v3","+1","62.85",22,13
"EDward Gaming","3v2","+1","85.18",23,4
"EDward Gaming","2v1","+1","82.35",14,3
"EDward Gaming","4v4","0","44.00",22,28
"EDward Gaming","3v3","0","50.00",19,19
"EDward Gaming","2v2","0","68.00",17,8
"EDward Gaming","1v1","0","38.88",7,11
"EDward Gaming","4v5","-1","30.90",17,38
"EDward Gaming","3v4","-1","27.02",10,27
"EDward Gaming","2v3","-1","21.87",7,25
"EDward Gaming","1v2","-1","28.57",6,15
"EDward Gaming","3v5","-2","6.89",2,27
"EDward Gaming","2v4","-2","4.16",1,23
"EDward Gaming","1v3","-2","0.00",0,28
"EDward Gaming","2v5","-3","0.00",0,19
"EDward Gaming","1v4","-3","0.00",0,19
"EDward Gaming","1v5","-4","0.00",0,12
