"Team","Situation","Delta","Win %","Wins","Losses"
"Onic Esports","2v1","+1","86.20",150,24
"Onic Esports","4v4","0","48.58",206,218
"Onic Esports","3v3","0","52.06",151,139
"Onic Esports","2v2","0","56.13",119,93
"Onic Esports","1v1","0","47.69",62,68
"Onic Esports","4v5","-1","28.26",117,297
"Onic Esports","3v4","-1","24.29",77,240
"Onic Esports","2v3","-1","24.40",61,189
"Onic Esports","1v2","-1","14.28",21,126
"Onic Esports","3v5","-2","11.37",24,187
"Onic Esports","2v4","-2","7.03",14,185
"Onic Esports","1v3","-2","1.16",2,170
"Onic Esports","2v5","-3","1.85",2,106
"Onic Esports","1v4","-3","0.00",0,140
"Onic Esports","1v5","-4","0.00",0,68
"On Sla2ers","5v1","+4","100.00",116,0
"On Sla2ers","5v2","+3","96.06",171,7
"On Sla2ers","4v1","+3","99.00",198,2
"On Sla2ers","5v3","+2","89.47",289,34
"On Sla2ers","4v2","+2","93.96",249,16
"On Sla2ers","3v1","+2","96.38",213,8
"On Sla2ers","5v4","+1","74.31",434,150
"On Sla2ers","4v3","+1","77.66",320,92
"On Sla2ers","3v2","+1","77.96",237,67
"On Sla2ers","2v1","+1","83.64",179,35
"On Sla2ers","4v4","0","53.24",279,245
"On Sla2ers","3v3","0","53.28",203,178
"On Sla2ers","2v2","0","48.88",132,138
"On Sla2ers","1v1","0","50.33",76,75
"On Sla2ers","4v5","-1","34.67",172,324
"On Sla2ers","3v4","-1","28.40",100,252
"On Sla2ers","2v3","-1","23.69",59,190
"On Sla2ers","1v2","-1","14.21",28,169
"On Sla2ers","3v5","-2","14.28",32,192
"On Sla2ers","2v4","-2","7.69",16,192
"On Sla2ers","1v3","-2","3.42",6,169
"On Sla2ers","2v5","-3","2.70",3,108
"On Sla2ers","1v4","-3","0.00",0,146
"On Sla2ers","1v5","-4","0.00",0,66
"OpTic Gaming","5v1","+4","100.00",194,0
"OpTic Gaming","5v2","+3","97.92",330,7
"OpTic Gaming","4v1","+3","99.50",404,2
"OpTic Gaming","5v3","+2","88.97",573,71
"OpTic Gaming","4v2","+2","93.92",541,35
"OpTic Gaming","3v1","+2","97.12",473,14
"OpTic Gaming","5v4","+1","72.94",941,349
"OpTic Gaming","4v3","+1","75.83",656,209
"OpTic Gaming","3v2","+1","79.79",537,136
"OpTic Gaming","2v1","+1","85.97",429,70
"OpTic Gaming","4v4","0","52.49",611,553
"OpTic Gaming","3v3","0","53.41",438,382
"OpTic Gaming","2v2","0","56.34",342,265
"OpTic Gaming","1v1","0","51.35",171,162
"OpTic Gaming","4v5","-1","28.44",310,780
"OpTic Gaming","3v4","-1","28.96",243,596
"OpTic Gaming","2v3","-1","24.96",157,472
"OpTic Gaming","1v2","-1","16.62",69,346
"OpTic Gaming","3v5","-2","10.83",61,502
"OpTic Gaming","2v4","-2","9.00",50,505
"OpTic Gaming","1v3","-2","2.87",13,439
"OpTic Gaming","2v5","-3","2.35",7,290
"OpTic Gaming","1v4","-3","0.27",1,363
"OpTic Gaming","1v5","-4","0.61",1,161
"ORDER","5v1","+4","100.00",25,0
"ORDER","5v2","+3","97.56",40,1
"ORDER","4v1","+3","98.07",51,1
"ORDER","5v3","+2","93.97",78,5
"ORDER","4v2","+2","95.23",80,4
"ORDER","3v1","+2","93.58",73,5
"ORDER","5v4","+1","73.91",119,42
"ORDER","4v3","+1","76.85",93,28
"ORDER","3v2","+1","73.78",76,27
"ORDER","2v1","+1","82.45",47,10
"ORDER","4v4","0","49.67",76,77
"ORDER","3v3","0","46.42",52,60
"ORDER","2v2","0","48.78",40,42
"ORDER","1v1","0","56.60",30,23
"ORDER","4v5","-1","30.13",44,102
"ORDER","3v4","-1","25.68",28,81
"ORDER","2v3","-1","21.91",16,57
"ORDER","1v2","-1","18.64",11,48
"ORDER","3v5","-2","12.67",9,62
"ORDER","2v4","-2","6.06",4,62
"ORDER","1v3","-2","1.72",1,57
"ORDER","2v5","-3","2.94",1,33
"ORDER","1v4","-3","0.00",0,46
"ORDER","1v5","-4","0.00",0,16
"PAMPAS","5v1","+4","100.00",15,0
"PAMPAS","5v2","+3","100.00",26,0
"PAMPAS","4v1","+3","100.00",24,0
"PAMPAS","5v3","+2","80.76",42,10
"PAMPAS","4v2","+2","95.74",45,2
"PAMPAS","3v1","+2","96.66",29,1
"PAMPAS","5v4","+1","67.30",70,34
"PAMPAS","4v3","+1","69.73",53,23
"PAMPAS","3v2","+1","80.35",45,11
"PAMPAS","2v1","+1","80.95",34,8
"PAMPAS","4v4","0","51.00",51,49
"PAMPAS","3v3","0","47.22",34,38
"PAMPAS","2v2","0","51.56",33,31
"PAMPAS","1v1","0","48.38",15,16
"PAMPAS","4v5","-1","23.96",29,92
"PAMPAS","3v4","-1","24.39",20,62
"PAMPAS","2v3","-1","22.97",17,57
"PAMPAS","1v2","-1","20.00",9,36
"PAMPAS","3v5","-2","8.21",6,67
"PAMPAS","2v4","-2","7.46",5,62
"PAMPAS","1v3","-2","3.57",2,54
"PAMPAS","2v5","-3","0.00",0,40
"PAMPAS","1v4","-3","0.00",0,41
"PAMPAS","1v5","-4","0.00",0,23
"Paper Rex","5v1","+4","99.02",102,1
"Paper Rex","5v2","+3","97.29",180,5
"Paper Rex","4v1","+3","99.59",244,1
"Paper Rex","5v3","+2","91.36",328,31
"Paper Rex","4v2","+2","93.87",337,22
"Paper Rex","3v1","+2","95.79",319,14
"Paper Rex","5v4","+1","75.61",521,168
"Paper Rex","4v3","+1","79.04",415,110
"Paper Rex","3v2","+1","80.19",336,83
"Paper Rex","2v1","+1","86.92",246,37
"Paper Rex","4v4","0","57.53",374,276
"Paper Rex","3v3","0","54.11",250,212
"Paper Rex","2v2","0","54.08",172,146
"Paper Rex","1v1","0","52.83",112,100
"Paper Rex","4v5","-1","34.18",213,410
"Paper Rex","3v4","-1","30.30",130,299
"Paper Rex","2v3","-1","25.32",77,227
"Paper Rex","1v2","-1","17.59",41,192
"Paper Rex","3v5","-2","11.18",34,270
"Paper Rex","2v4","-2","11.87",31,230
"Paper Rex","1v3","-2","5.48",13,224
"Paper Rex","2v5","-3","2.59",4,150
"Paper Rex","1v4","-3","2.11",4,185
"Paper Rex","1v5","-4","1.07",1,92
"Pentagon","5v1","+4","100.00",7,0
"Pentagon","5v2","+3","100.00",12,0
"Pentagon","4v1","+3","100.00",17,0
"Pentagon","5v3","+2","91.30",21,2
"Pentagon","4v2","+2","95.23",20,1
"Pentagon","3v1","+2","100.00",19,0
"Pentagon","5v4","+1","72.91",35,13
"Pentagon","4v3","+1","74.28",26,9
"Pentagon","3v2","+1","86.95",20,3
"Pentagon","2v1","+1","100.00",19,0
"Pentagon","4v4","0","44.44",28,35
"Pentagon","3v3","0","56.75",21,16
"Pentagon","2v2","0","48.14",13,14
"Pentagon","1v1","0","57.14",8,6
"Pentagon","4v5","-1","22.95",14,47
"Pentagon","3v4","-1","23.91",11,35
"Pentagon","2v3","-1","21.42",9,33
"Pentagon","1v2","-1","15.38",4,22
"Pentagon","3v5","-2","0.00",0,22
"Pentagon","2v4","-2","2.70",1,36
"Pentagon","1v3","-2","6.45",2,29
"Pentagon","2v5","-3","0.00",0,14
"Pentagon","1v4","-3","0.00",0,19
"Pentagon","1v5","-4","0.00",0,5
"Persija Esports","5v1","+4","100.00",16,0
"Persija Esports","5v2","+3","100.00",38,0
"Persija Esports","4v1","+3","100.00",54,0
"Persija Esports","5v3","+2","91.30",63,6
"Persija Esports","4v2","+2","95.34",82,4
"Persija Esports","3v1","+2","97.40",75,2
"Persija Esports","5v4","+1","67.05",114,56
"Persija Esports","4v3","+1","79.13",91,24
"Persija Esports","3v2","+1","81.25",78,18
"Persija Esports","2v1","+1","88.88",64,8
"Persija Esports","4v4","0","51.25",102,97
"Persija Esports","3v3","0","56.19",68,53
"Persija Esports","2v2","0","56.32",49,38
"Persija Esports","1v1","0","61.66",37,23
"Persija Esports","4v5","-1","33.50",66,131
"Persija Esports","3v4","-1","30.76",44,99
"Persija Esports","2v3","-1","28.57",28,70
"Persija Esports","1v2","-1","17.80",13,60
"Persija Esports","3v5","-2","15.00",15,85
"Persija Esports","2v4","-2","9.09",9,90
"Persija Esports","1v3","-2","4.10",3,70
"Persija Esports","2v5","-3","3.07",2,63
"Persija Esports","1v4","-3","0.00",0,71
"Persija Esports","1v5","-4","0.00",0,39
"Rebellion Arts","5v1","+4","100.00",1,0
"Rebellion Arts","5v2","+3","100.00",2,0
"Rebellion Arts","4v1","+3","100.00",3,0
"Rebellion Arts","5v3","+2","83.33",5,1
"Rebellion Arts","4v2","+2","100.00",8,0
"Rebellion Arts","3v1","+2","75.00",3,1
"Rebellion Arts","5v4","+1","64.70",11,6
"Rebellion Arts","4v3","+1","64.28",9,5
"Rebellion Arts","3v2","+1","77.77",7,2
"Rebellion Arts","2v1","+1","71.42",5,2
"Rebellion Arts","4v4","0","42.10",8,11
"Rebellion Arts","3v3","0","20.00",2,8
"Rebellion Arts","2v2","0","50.00",5,5
"Rebellion Arts","1v1","0","28.57",2,5
"Rebellion Arts","4v5","-1","8.33",2,22
"Rebellion Arts","3v4","-1","15.38",2,11
"Rebellion Arts","2v3","-1","8.33",1,11
"Rebellion Arts","1v2","-1","14.28",1,6
"Rebellion Arts","3v5","-2","0.00",0,16
"Rebellion Arts","2v4","-2","9.09",1,10
"Rebellion Arts","1v3","-2","0.00",0,10
"Rebellion Arts","2v5","-3","0.00",0,11
"Rebellion Arts","1v4","-3","0.00",0,9
"Rebellion Arts","1v5","-4","0.00",0,8
"Reignite","5v1","+4","100.00",15,0
"Reignite","5v2","+3","100.00",26,0
"Reignite","4v1","+3","100.00",26,0
"Reignite","5v3","+2","89.58",43,5
"Reignite","4v2","+2","95.23",40,2
"Reignite","3v1","+2","100.00",38,0
"Reignite","5v4","+1","63.33",57,33
"Reignite","4v3","+1","70.42",50,21
"Reignite","3v2","+1","77.55",38,11
"Reignite","2v1","+1","92.00",23,2
"Reignite","4v4","0","43.61",41,53
"Reignite","3v3","0","40.67",24,35
"Reignite","2v2","0","33.33",14,28
"Reignite","1v1","0","26.08",6,17
"Reignite","4v5","-1","27.67",31,81
"Reignite","3v4","-1","10.60",7,59
"Reignite","2v3","-1","10.52",6,51
"Reignite","1v2","-1","8.33",4,44
"Reignite","3v5","-2","6.66",4,56
"Reignite","2v4","-2","4.76",3,60
"Reignite","1v3","-2","4.76",2,40
"Reignite","2v5","-3","2.77",1,35
"Reignite","1v4","-3","0.00",0,42
"Reignite","1v5","-4","0.00",0,20
"REJECT","5v1","+4","97.82",45,1
"REJECT","5v2","+3","96.59",85,3
"REJECT","4v1","+3","94.69",125,7
"REJECT","5v3","+2","89.08",155,19
"REJECT","4v2","+2","91.75",167,15
"REJECT","3v1","+2","92.66",139,11
"REJECT","5v4","+1","76.03",257,81
"REJECT","4v3","+1","77.59",187,54
"REJECT","3v2","+1","82.60",152,32
"REJECT","2v1","+1","86.77",105,16
"REJECT","4v4","0","56.54",177,136
"REJECT","3v3","0","54.97",116,95
"REJECT","2v2","0","56.33",80,62
"REJECT","1v1","0","70.45",62,26
"REJECT","4v5","-1","31.87",102,218
"REJECT","3v4","-1","29.78",70,165
"REJECT","2v3","-1","22.22",34,119
"REJECT","1v2","-1","23.85",26,83
"REJECT","3v5","-2","13.25",22,144
"REJECT","2v4","-2","11.76",18,135
"REJECT","1v3","-2","9.01",11,111
"REJECT","2v5","-3","5.00",4,76
"REJECT","1v4","-3","6.54",7,100
"REJECT","1v5","-4","2.04",1,48
"Rex Regum Qeon","5v1","+4","100.00",12,0
"Rex Regum Qeon","5v2","+3","100.00",19,0
"Rex Regum Qeon","4v1","+3","100.00",21,0
"Rex Regum Qeon","5v3","+2","88.09",37,5
"Rex Regum Qeon","4v2","+2","91.66",33,3
"Rex Regum Qeon","3v1","+2","96.15",25,1
"Rex Regum Qeon","5v4","+1","67.07",55,27
"Rex Regum Qeon","4v3","+1","78.57",44,12
"Rex Regum Qeon","3v2","+1","82.92",34,7
"Rex Regum Qeon","2v1","+1","90.32",28,3
"Rex Regum Qeon","4v4","0","44.15",34,43
"Rex Regum Qeon","3v3","0","52.83",28,25
"Rex Regum Qeon","2v2","0","51.21",21,20
"Rex Regum Qeon","1v1","0","65.38",17,9
"Rex Regum Qeon","4v5","-1","24.41",21,65
"Rex Regum Qeon","3v4","-1","20.63",13,50
"Rex Regum Qeon","2v3","-1","22.64",12,41
"Rex Regum Qeon","1v2","-1","15.38",6,33
"Rex Regum Qeon","3v5","-2","12.00",6,44
"Rex Regum Qeon","2v4","-2","6.00",3,47
"Rex Regum Qeon","1v3","-2","5.26",2,36
"Rex Regum Qeon","2v5","-3","6.45",2,29
"Rex Regum Qeon","1v4","-3","0.00",0,30
"Rex Regum Qeon","1v5","-4","0.00",0,15
"Rise","5v1","+4","100.00",15,0
"Rise","5v2","+3","100.00",24,0
"Rise","4v1","+3","100.00",34,0
"Rise","5v3","+2","89.09",49,6
"Rise","4v2","+2","93.87",46,3
"Rise","3v1","+2","93.02",40,3
"Rise","5v4","+1","65.48",74,39
"Rise","4v3","+1","68.75",66,30
"Rise","3v2","+1","76.19",48,15
"Rise","2v1","+1","82.69",43,9
"Rise","4v4","0","38.46",55,88
"Rise","3v3","0","47.12",41,46
"Rise","2v2","0","52.45",32,29
"Rise","1v1","0","51.35",19,18
"Rise","4v5","-1","25.17",36,107
"Rise","3v4","-1","18.18",18,81
"Rise","2v3","-1","18.98",15,64
"Rise","1v2","-1","11.90",5,37
"Rise","3v5","-2","8.92",5,51
"Rise","2v4","-2","6.09",5,77
"Rise","1v3","-2","0.00",0,58
"Rise","2v5","-3","3.03",1,32
"Rise","1v4","-3","0.00",0,50
"Rise","1v5","-4","0.00",0,17
"SCARZ","5v1","+4","100.00",10,0
"SCARZ","5v2","+3","100.00",18,0
"SCARZ","4v1","+3","100.00",17,0
"SCARZ","5v3","+2","93.10",27,2
"SCARZ","4v2","+2","93.75",30,2
"SCARZ","3v1","+2","96.96",32,1
"SCARZ","5v4","+1","72.00",36,14
"SCARZ","4v3","+1","69.23",27,12
"SCARZ","3v2","+1","74.35",29,10
"SCARZ","2v1","+1","75.00",21,7
"SCARZ","4v4","0","44.23",23,29
"SCARZ","3v3","0","33.33",12,24
"SCARZ","2v2","0","27.27",6,16
"SCARZ","1v1","0","26.31",5,14
"SCARZ","4v5","-1","25.80",16,46
"SCARZ","3v4","-1","18.42",7,31
"SCARZ","2v3","-1","3.84",1,25
"SCARZ","1v2","-1","0.00",0,17
"SCARZ","3v5","-2","6.45",2,29
"SCARZ","2v4","-2","0.00",0,22
"SCARZ","1v3","-2","0.00",0,25
"SCARZ","2v5","-3","0.00",0,15
"SCARZ","1v4","-3","0.00",0,17
"SCARZ","1v5","-4","0.00",0,10
"SchwarzerLand","5v1","+4","100.00",2,0
"SchwarzerLand","5v2","+3","100.00",4,0
"SchwarzerLand","4v1","+3","100.00",3,0
"SchwarzerLand","5v3","+2","85.71",6,1
"SchwarzerLand","4v2","+2","80.00",4,1
"SchwarzerLand","3v1","+2","100.00",4,0
"SchwarzerLand","5v4","+1","61.53",8,5
"SchwarzerLand","4v3","+1","50.00",5,5
"SchwarzerLand","3v2","+1","50.00",2,2
"SchwarzerLand","2v1","+1","100.00",2,0
"SchwarzerLand","4v4","0","20.00",3,12
"SchwarzerLand","3v3","0","28.57",2,5
"SchwarzerLand","2v2","0","33.33",2,4
"SchwarzerLand","1v1","0","66.66",2,1
"SchwarzerLand","4v5","-1","0.00",0,21
"SchwarzerLand","3v4","-1","0.00",0,13
"SchwarzerLand","2v3","-1","16.66",1,5
"SchwarzerLand","1v2","-1","14.28",1,6
"SchwarzerLand","3v5","-2","0.00",0,14
"SchwarzerLand","2v4","-2","0.00",0,14
"SchwarzerLand","1v3","-2","0.00",0,10
"SchwarzerLand","2v5","-3","0.00",0,9
"SchwarzerLand","1v4","-3","0.00",0,16
"SchwarzerLand","1v5","-4","0.00",0,6
"Sengoku Gaming","5v1","+4","100.00",14,0
"Sengoku Gaming","5v2","+3","96.77",30,1
"Sengoku Gaming","4v1","+3","100.00",37,0
"Sengoku Gaming","5v3","+2","91.66",44,4
"Sengoku Gaming","4v2","+2","88.13",52,7
"Sengoku Gaming","3v1","+2","94.28",33,2
"Sengoku Gaming","5v4","+1","66.98",71,35
"Sengoku Gaming","4v3","+1","71.42",50,20
"Sengoku Gaming","3v2","+1","62.96",34,20
"Sengoku Gaming","2v1","+1","77.50",31,9
"Sengoku Gaming","4v4","0","42.99",46,61
"Sengoku Gaming","3v3","0","40.67",24,35
"Sengoku Gaming","2v2","0","35.84",19,34
"Sengoku Gaming","1v1","0","60.52",23,15
"Sengoku Gaming","4v5","-1","27.27",27,72
"Sengoku Gaming","3v4","-1","20.77",16,61
"Sengoku Gaming","2v3","-1","22.91",11,37
"Sengoku Gaming","1v2","-1","16.00",8,42
"Sengoku Gaming","3v5","-2","10.41",5,43
"Sengoku Gaming","2v4","-2","9.61",5,47
"Sengoku Gaming","1v3","-2","7.14",3,39
"Sengoku Gaming","2v5","-3","0.00",0,24
"Sengoku Gaming","1v4","-3","2.94",1,33
"Sengoku Gaming","1v5","-4","0.00",0,14
"Sentinels","5v1","+4","100.00",45,0
"Sentinels","5v2","+3","97.80",89,2
"Sentinels","4v1","+3","98.48",130,2
"Sentinels","5v3","+2","89.13",164,20
"Sentinels","4v2","+2","91.50",194,18
"Sentinels","3v1","+2","97.95",144,3
"Sentinels","5v4","+1","71.09",278,113
"Sentinels","4v3","+1","75.16",224,74
"Sentinels","3v2","+1","77.27",170,50
"Sentinels","2v1","+1","86.36",133,21
"Sentinels","4v4","0","47.75",202,221
"Sentinels","3v3","0","47.94",128,139
"Sentinels","2v2","0","49.33",112,115
"Sentinels","1v1","0","53.71",65,56
"Sentinels","4v5","-1","24.89",119,359
"Sentinels","3v4","-1","21.80",70,251
"Sentinels","2v3","-1","21.16",51,190
"Sentinels","1v2","-1","13.66",25,158
"Sentinels","3v5","-2","10.50",27,230
"Sentinels","2v4","-2","6.19",15,227
"Sentinels","1v3","-2","2.12",4,184
"Sentinels","2v5","-3","1.41",2,139
"Sentinels","1v4","-3","0.62",1,158
"Sentinels","1v5","-4","0.00",0,77
"SETOUCHI ENLIFE","5v1","+4","100.00",2,0
"SETOUCHI ENLIFE","5v2","+3","100.00",3,0
"SETOUCHI ENLIFE","4v1","+3","100.00",4,0
"SETOUCHI ENLIFE","5v3","+2","100.00",4,0
"SETOUCHI ENLIFE","4v2","+2","100.00",5,0
"SETOUCHI ENLIFE","3v1","+2","100.00",2,0
"SETOUCHI ENLIFE","5v4","+1","46.15",6,7
"SETOUCHI ENLIFE","4v3","+1","83.33",5,1
"SETOUCHI ENLIFE","3v2","+1","50.00",2,2
"SETOUCHI ENLIFE","2v1","+1","100.00",2,0
"SETOUCHI ENLIFE","4v4","0","23.52",4,13
"SETOUCHI ENLIFE","3v3","0","14.28",1,6
"SETOUCHI ENLIFE","2v2","0","33.33",2,4
"SETOUCHI ENLIFE","1v1","0","0.00",0,2
"SETOUCHI ENLIFE","4v5","-1","9.52",2,19
"SETOUCHI ENLIFE","3v4","-1","0.00",0,18
"SETOUCHI ENLIFE","2v3","-1","12.50",1,7
"SETOUCHI ENLIFE","1v2","-1","0.00",0,6
"SETOUCHI ENLIFE","3v5","-2","0.00",0,14
"SETOUCHI ENLIFE","2v4","-2","0.00",0,16
"SETOUCHI ENLIFE","1v3","-2","0.00",0,9
"SETOUCHI ENLIFE","2v5","-3","0.00",0,8
"SETOUCHI ENLIFE","1v4","-3","0.00",0,14
"SETOUCHI ENLIFE","1v5","-4","0.00",0,4
"Sharks Esports","5v1","+4","100.00",15,0
"Sharks Esports","5v2","+3","95.83",23,1
"Sharks Esports","4v1","+3","97.36",37,1
"Sharks Esports","5v3","+2","88.09",37,5
"Sharks Esports","4v2","+2","90.69",39,4
"Sharks Esports","3v1","+2","85.00",34,6
"Sharks Esports","5v4","+1","68.13",62,29
"Sharks Esports","4v3","+1","71.21",47,19
"Sharks Esports","3v2","+1","72.00",36,14
"Sharks Esports","2v1","+1","75.75",25,8
"Sharks Esports","4v4","0","44.21",42,53
"Sharks Esports","3v3","0","41.26",26,37
"Sharks Esports","2v2","0","43.90",18,23
"Sharks Esports","1v1","0","26.08",6,17
"Sharks Esports","4v5","-1","24.07",26,82
"Sharks Esports","3v4","-1","18.66",14,61
"Sharks Esports","2v3","-1","14.54",8,47
"Sharks Esports","1v2","-1","11.11",4,32
"Sharks Esports","3v5","-2","10.71",6,50
"Sharks Esports","2v4","-2","10.16",6,53
"Sharks Esports","1v3","-2","4.65",2,41
"Sharks Esports","2v5","-3","0.00",0,29
"Sharks Esports","1v4","-3","0.00",0,33
"Sharks Esports","1v5","-4","0.00",0,17
"Shopify Rebellion","5v1","+4","100.00",9,0
"Shopify Rebellion","5v2","+3","100.00",15,0
"Shopify Rebellion","4v1","+3","100.00",11,0
"Shopify Rebellion","5v3","+2","88.88",24,3
"Shopify Rebellion","4v2","+2","94.73",18,1
"Shopify Rebellion","3v1","+2","100.00",20,0
"Shopify Rebellion","5v4","+1","73.91",34,12
"Shopify Rebellion","4v3","+1","72.22",26,10
"Shopify Rebellion","3v2","+1","77.41",24,7
"Shopify Rebellion","2v1","+1","90.47",19,2
"Shopify Rebellion","4v4","0","45.83",22,26
"Shopify Rebellion","3v3","0","48.71",19,20
"Shopify Rebellion","2v2","0","51.61",16,15
"Shopify Rebellion","1v1","0","50.00",6,6
"Shopify Rebellion","4v5","-1","23.80",15,48
"Shopify Rebellion","3v4","-1","18.91",7,30
"Shopify Rebellion","2v3","-1","17.85",5,23
"Shopify Rebellion","1v2","-1","8.69",2,21
"Shopify Rebellion","3v5","-2","5.88",2,32
"Shopify Rebellion","2v4","-2","3.33",1,29
"Shopify Rebellion","1v3","-2","0.00",0,21
"Shopify Rebellion","2v5","-3","0.00",0,21
"Shopify Rebellion","1v4","-3","0.00",0,25
"Shopify Rebellion","1v5","-4","0.00",0,9
"South Built Esports","5v1","+4","100.00",16,0
"South Built Esports","5v2","+3","96.42",27,1
"South Built Esports","4v1","+3","100.00",39,0
"South Built Esports","5v3","+2","90.62",58,6
"South Built Esports","4v2","+2","96.29",52,2
"South Built Esports","3v1","+2","92.50",37,3
"South Built Esports","5v4","+1","70.09",75,32
"South Built Esports","4v3","+1","74.07",60,21
"South Built Esports","3v2","+1","78.33",47,13
"South Built Esports","2v1","+1","85.00",34,6
"South Built Esports","4v4","0","41.96",47,65
"South Built Esports","3v3","0","50.00",36,36
"South Built Esports","2v2","0","53.70",29,25
"South Built Esports","1v1","0","52.63",20,18
"South Built Esports","4v5","-1","30.30",40,92
"South Built Esports","3v4","-1","26.66",24,66
"South Built Esports","2v3","-1","19.35",12,50
"South Built Esports","1v2","-1","15.55",7,38
"South Built Esports","3v5","-2","14.28",9,54
"South Built Esports","2v4","-2","10.60",7,59
"South Built Esports","1v3","-2","3.77",2,51
"South Built Esports","2v5","-3","5.55",2,34
"South Built Esports","1v4","-3","2.17",1,45
"South Built Esports","1v5","-4","0.00",0,22
"Spear Gaming","5v1","+4","100.00",27,0
"Spear Gaming","5v2","+3","92.75",64,5
"Spear Gaming","4v1","+3","98.87",88,1
"Spear Gaming","5v3","+2","83.78",124,24
"Spear Gaming","4v2","+2","89.28",125,15
"Spear Gaming","3v1","+2","92.92",105,8
"Spear Gaming","5v4","+1","65.37",202,107
"Spear Gaming","4v3","+1","68.94",131,59
"Spear Gaming","3v2","+1","75.15",118,39
"Spear Gaming","2v1","+1","83.01",88,18
"Spear Gaming","4v4","0","44.01",125,159
"Spear Gaming","3v3","0","49.26",101,104
"Spear Gaming","2v2","0","52.86",83,74
"Spear Gaming","1v1","0","50.50",50,49
"Spear Gaming","4v5","-1","22.22",68,238
"Spear Gaming","3v4","-1","28.27",69,175
"Spear Gaming","2v3","-1","21.62",40,145
"Spear Gaming","1v2","-1","21.70",28,101
"Spear Gaming","3v5","-2","11.11",20,160
"Spear Gaming","2v4","-2","7.83",13,153
"Spear Gaming","1v3","-2","2.85",4,136
"Spear Gaming","2v5","-3","0.00",0,103
"Spear Gaming","1v4","-3","0.90",1,109
"Spear Gaming","1v5","-4","0.00",0,66
"Stars Horizon","5v1","+4","100.00",10,0
"Stars Horizon","5v2","+3","100.00",14,0
"Stars Horizon","4v1","+3","100.00",12,0
"Stars Horizon","5v3","+2","80.55",29,7
"Stars Horizon","4v2","+2","100.00",19,0
"Stars Horizon","3v1","+2","93.75",15,1
"Stars Horizon","5v4","+1","58.10",43,31
"Stars Horizon","4v3","+1","62.00",31,19
"Stars Horizon","3v2","+1","83.33",25,5
"Stars Horizon","2v1","+1","95.65",22,1
"Stars Horizon","4v4","0","36.84",28,48
"Stars Horizon","3v3","0","38.70",24,38
"Stars Horizon","2v2","0","43.58",17,22
"Stars Horizon","1v1","0","36.36",8,14
"Stars Horizon","4v5","-1","17.77",16,74
"Stars Horizon","3v4","-1","18.03",11,50
"Stars Horizon","2v3","-1","15.78",9,48
"Stars Horizon","1v2","-1","5.26",2,36
"Stars Horizon","3v5","-2","5.88",3,48
"Stars Horizon","2v4","-2","4.54",2,42
"Stars Horizon","1v3","-2","0.00",0,36
"Stars Horizon","2v5","-3","3.12",1,31
"Stars Horizon","1v4","-3","0.00",0,35
"Stars Horizon","1v5","-4","0.00",0,19
"Storks Phalanx","5v1","+4","100.00",6,0
"Storks Phalanx","5v2","+3","100.00",10,0
"Storks Phalanx","4v1","+3","91.30",21,2
"Storks Phalanx","5v3","+2","76.19",16,5
"Storks Phalanx","4v2","+2","89.28",25,3
"Storks Phalanx","3v1","+2","91.66",22,2
"Storks Phalanx","5v4","+1","63.63",35,20
"Storks Phalanx","4v3","+1","70.73",29,12
"Storks Phalanx","3v2","+1","73.91",17,6
"Storks Phalanx","2v1","+1","89.47",17,2
"Storks Phalanx","4v4","0","55.55",30,24
"Storks Phalanx","3v3","0","41.17",14,20
"Storks Phalanx","2v2","0","33.33",8,16
"Storks Phalanx","1v1","0","36.36",4,7
"Storks Phalanx","4v5","-1","29.26",12,29
"Storks Phalanx","3v4","-1","25.00",8,24
"Storks Phalanx","2v3","-1","19.23",5,21
"Storks Phalanx","1v2","-1","0.00",0,20
"Storks Phalanx","3v5","-2","9.52",2,19
"Storks Phalanx","2v4","-2","12.50",2,14
"Storks Phalanx","1v3","-2","0.00",0,14
"Storks Phalanx","2v5","-3","9.09",1,10
"Storks Phalanx","1v4","-3","0.00",0,12
"Storks Phalanx","1v5","-4","0.00",0,8
"SunXet Club","5v1","+4","100.00",11,0
"SunXet Club","5v2","+3","79.16",19,5
"SunXet Club","4v1","+3","96.96",32,1
"SunXet Club","5v3","+2","76.00",38,12
"SunXet Club","4v2","+2","84.61",44,8
"SunXet Club","3v1","+2","87.50",35,5
"SunXet Club","5v4","+1","63.46",66,38
"SunXet Club","4v3","+1","68.42",52,24
"SunXet Club","3v2","+1","67.24",39,19
"SunXet Club","2v1","+1","71.42",35,14
"SunXet Club","4v4","0","43.92",47,60
"SunXet Club","3v3","0","42.50",34,46
"SunXet Club","2v2","0","49.12",28,29
"SunXet Club","1v1","0","40.54",15,22
"SunXet Club","4v5","-1","20.30",27,106
"SunXet Club","3v4","-1","23.65",22,71
"SunXet Club","2v3","-1","18.30",13,58
"SunXet Club","1v2","-1","13.63",6,38
"SunXet Club","3v5","-2","9.87",8,73
"SunXet Club","2v4","-2","5.79",4,65
"SunXet Club","1v3","-2","3.77",2,51
"SunXet Club","2v5","-3","2.12",1,46
"SunXet Club","1v4","-3","2.17",1,45
"SunXet Club","1v5","-4","0.00",0,26
"SuperMassive","5v1","+4","100.00",13,0
"SuperMassive","5v2","+3","92.85",26,2
"SuperMassive","4v1","+3","96.66",29,1
